timeNumber	timePoint	height_above_reference_corr	height_above_reference	wt	genotype	geno.decomp	rowId	colId	plotId
7	2020-09-25T00:00:00Z	56.26664399372951	57.10772762298579	0.14643566776276054	EPPN3_H	Hybrid	14	17	c14r17
7	2020-09-25T00:00:00Z	58.707352028937684	58.03080511689181	0.14643566776276054	EPPN3_H	Hybrid	14	15	c14r15
7	2020-09-25T00:00:00Z	60.761953559469006	58.55388236343856	0.14644634430008152	EPPN4_H	Hybrid	25	15	c25r15
7	2020-09-25T00:00:00Z	59.91413311834022	60.27696035206313	0.14644634430008152	EPPN4_H	Hybrid	17	17	c17r17
7	2020-09-25T00:00:00Z	53.91812462689835	56.953881374001455	0.14644634430008152	EPPN4_H	Hybrid	4	15	c4r15
7	2020-09-25T00:00:00Z	63.09789810343218	64.83080932199951	0.14644634430008152	EPPN4_H	Hybrid	4	16	c4r16
7	2020-09-25T00:00:00Z	53.38868631292027	52.12310915589329	0.14644634430008152	EPPN4_H	Hybrid	3	18	c3r18
7	2020-09-25T00:00:00Z	54.866103116177754	54.33849514126774	0.14644634430008152	EPPN4_H	Hybrid	22	18	c22r18
7	2020-09-25T00:00:00Z	55.457413490169955	52.830801901221236	0.14644634430008152	EPPN4_H	Hybrid	23	14	c23r14
7	2020-09-25T00:00:00Z	49.585366604875965	48.800030177831616	0.14644634430008152	EPPN4_H	Hybrid	17	16	c17r16
7	2020-09-25T00:00:00Z	62.7013103813167	64.80004007220265	0.14644634430008152	EPPN4_H	Hybrid	7	14	c7r14
7	2020-09-25T00:00:00Z	53.537801891906206	53.47695614695546	0.14644634430008152	EPPN4_H	Hybrid	1	17	c1r17
7	2020-09-25T00:00:00Z	52.59567320385279	57.384650871157604	0.1456578800898545	EPPN1_L	Line	1	15	c1r15
7	2020-09-25T00:00:00Z	51.84421058175076	52.4923401534557	0.1456578800898545	EPPN1_L	Line	5	17	c5r17
7	2020-09-25T00:00:00Z	48.27238361418697	47.16925993859765	0.1456578800898545	EPPN1_L	Line	13	14	c13r14
7	2020-09-25T00:00:00Z	51.16020497223949	48.12310668230053	0.1456578800898545	EPPN1_L	Line	18	14	c18r14
7	2020-09-25T00:00:00Z	36.58990373456514	38.52310074567792	0.1456578800898545	EPPN1_L	Line	3	16	c3r16
7	2020-09-25T00:00:00Z	44.73382945527832	44.21541195809837	0.1456578800898545	EPPN1_L	Line	20	17	c20r17
7	2020-09-25T00:00:00Z	49.81899092326753	48.55387617945668	0.1456578800898545	EPPN1_L	Line	19	16	c19r16
7	2020-09-25T00:00:00Z	46.56631387785267	48.1538759320974	0.1456578800898545	EPPN1_L	Line	15	18	c15r18
7	2020-09-25T00:00:00Z	45.14441053288328	42.73848796784875	0.1456578800898545	EPPN1_L	Line	21	15	c21r15
7	2020-09-25T00:00:00Z	42.47063807123659	42.58464171886441	0.1456578800898545	EPPN1_L	Line	6	18	c6r18
7	2020-09-25T00:00:00Z	32.16234230261848	30.461557298898676	0.1453768912988196	EPPN2_L	Line	21	16	c21r16
7	2020-09-25T00:00:00Z	30.65121848091605	28.092325064539885	0.1453768912988196	EPPN2_L	Line	16	14	c16r14
7	2020-09-25T00:00:00Z	33.68438587385426	34.061559525132154	0.1453768912988196	EPPN2_L	Line	10	14	c10r14
7	2020-09-25T00:00:00Z	36.79604634932489	37.63079250156876	0.1453768912988196	EPPN2_L	Line	11	16	c11r16
7	2020-09-25T00:00:00Z	28.38840248322161	26.061554577946644	0.1453768912988196	EPPN2_L	Line	25	17	c25r17
7	2020-09-25T00:00:00Z	33.31056857820757	33.446174529194806	0.1453768912988196	EPPN2_L	Line	2	17	c2r17
7	2020-09-25T00:00:00Z	32.89612444155058	31.78463504016397	0.1453768912988196	EPPN2_L	Line	23	18	c23r18
7	2020-09-25T00:00:00Z	26.28543291174313	25.138477084040623	0.1453768912988196	EPPN2_L	Line	15	15	c15r15
7	2020-09-25T00:00:00Z	36.26717860023497	33.876944026350955	0.14564692824892636	EPPN20_T	Line	24	14	c24r14
7	2020-09-25T00:00:00Z	31.34288990529872	32.24617378711699	0.14564692824892636	EPPN20_T	Line	9	14	c9r14
7	2020-09-25T00:00:00Z	32.6815040012702	30.584634298086144	0.14564692824892636	EPPN20_T	Line	18	15	c18r15
7	2020-09-25T00:00:00Z	35.22967907187667	36.184637761116	0.14564692824892636	EPPN20_T	Line	10	16	c10r16
7	2020-09-25T00:00:00Z	42.04797582638034	40.09233248531815	0.14564692824892636	EPPN20_T	Line	24	17	c24r17
7	2020-09-25T00:00:00Z	24.05473750614805	24.984630835056286	0.14564692824892636	EPPN20_T	Line	13	17	c13r17
7	2020-09-25T00:00:00Z	25.60734384326151	27.26155532002447	0.14564692824892636	EPPN20_T	Line	7	15	c7r15
7	2020-09-25T00:00:00Z	27.29862640155779	28.215402063727353	0.14564692824892636	EPPN20_T	Line	19	18	c19r18
7	2020-09-25T00:00:00Z	37.930836999570964	39.23079349100587	0.14564692824892636	EPPN20_T	Line	12	18	c12r18
7	2020-09-25T00:00:00Z	56.86926144863981	54.738495388627015	0.14570133460409956	EPPN3_L	Line	15	14	c15r14
7	2020-09-25T00:00:00Z	59.73736500769255	57.907728117704345	0.14570133460409956	EPPN3_L	Line	2	18	c2r18
7	2020-09-25T00:00:00Z	55.152854470554146	56.18465012907977	0.14570133460409956	EPPN3_L	Line	11	17	c11r17
7	2020-09-25T00:00:00Z	56.21506967193031	59.784652355313256	0.14570133460409956	EPPN3_L	Line	5	14	c5r14
7	2020-09-25T00:00:00Z	52.305506795451365	53.353879147767984	0.14570133460409956	EPPN3_L	Line	9	16	c9r16
7	2020-09-25T00:00:00Z	45.981794546482035	43.56925771236416	0.14570133460409956	EPPN3_L	Line	22	15	c22r15
7	2020-09-25T00:00:00Z	55.16863054772714	56.18465012907977	0.14570133460409956	EPPN3_L	Line	9	15	c9r15
7	2020-09-25T00:00:00Z	58.49890887273151	59.753883105516394	0.14570133460409956	EPPN3_L	Line	18	18	c18r18
7	2020-09-25T00:00:00Z	54.891504851147275	55.01541863679883	0.14570133460409956	EPPN3_L	Line	18	17	c18r17
7	2020-09-25T00:00:00Z	55.00958136048447	52.615417152643175	0.14570133460409956	EPPN3_L	Line	26	16	c26r16
7	2020-09-25T00:00:00Z	45.30874056129072	42.953872716426815	0.14570654357670348	EPPN4_L	Line	20	15	c20r15
7	2020-09-25T00:00:00Z	49.31005781994033	49.63079992234704	0.14570654357670348	EPPN4_L	Line	3	17	c3r17
7	2020-09-25T00:00:00Z	38.60070693125827	37.107715255022015	0.14570654357670348	EPPN4_L	Line	20	16	c20r16
7	2020-09-25T00:00:00Z	32.84047663093182	29.969249302148796	0.14570654357670348	EPPN4_L	Line	17	14	c17r14
7	2020-09-25T00:00:00Z	36.684093513872845	37.56925400197503	0.14570654357670348	EPPN4_L	Line	9	18	c9r18
7	2020-09-25T00:00:00Z	49.85958068159308	51.38464716076848	0.14570654357670348	EPPN4_L	Line	14	18	c14r18
7	2020-09-25T00:00:00Z	31.098717030265966	33.876944026350955	0.14570654357670348	EPPN4_L	Line	6	14	c6r14
7	2020-09-25T00:00:00Z	46.21623833764897	46.369259443879095	0.14570654357670348	EPPN4_L	Line	12	15	c12r15
7	2020-09-25T00:00:00Z	41.775874121822866	44.12310420870777	0.14570654357670348	EPPN4_L	Line	1	16	c1r16
7	2020-09-25T00:00:00Z	50.21107383193063	50.03080016970631	0.14570654357670348	EPPN4_L	Line	19	17	c19r17
8	2020-09-28T00:00:00Z	58.31094641893714	58.18945352435112	0.19834227903326865	EPPN1_H	Hybrid	24	16	c24r16
8	2020-09-28T00:00:00Z	63.09109724372788	60.29471595287323	0.19834227903326865	EPPN1_H	Hybrid	26	18	c26r18
8	2020-09-28T00:00:00Z	60.79665336404874	62.23155738711357	0.19834227903326865	EPPN1_H	Hybrid	5	16	c5r16
8	2020-09-28T00:00:00Z	60.036319169453755	55.284191372990605	0.19834227903326865	EPPN1_H	Hybrid	19	15	c19r15
8	2020-09-28T00:00:00Z	67.84423124008912	69.05260765552521	0.19834227903326865	EPPN1_H	Hybrid	11	18	c11r18
8	2020-09-28T00:00:00Z	66.80810292289209	70.56839660406112	0.19834227903326865	EPPN1_H	Hybrid	8	14	c8r14
8	2020-09-28T00:00:00Z	64.09724802261061	63.494714844226834	0.19834227903326865	EPPN1_H	Hybrid	10	17	c10r17
8	2020-09-28T00:00:00Z	69.71729918735856	69.68418638408184	0.19834227903326865	EPPN1_H	Hybrid	14	14	c14r14
8	2020-09-28T00:00:00Z	61.87382459684612	65.38945102989675	0.19834227903326865	EPPN1_H	Hybrid	5	15	c5r15
8	2020-09-28T00:00:00Z	68.15479446894713	70.56839660406112	0.19834227903326865	EPPN1_H	Hybrid	16	17	c16r17
8	2020-09-28T00:00:00Z	57.47049279883531	55.24208612442017	0.1980650092378753	EPPN2_H	Hybrid	16	15	c16r15
8	2020-09-28T00:00:00Z	65.83242531048441	71.70523831546308	0.1980650092378753	EPPN2_H	Hybrid	3	15	c3r15
8	2020-09-28T00:00:00Z	59.67659158318296	72.75786952972413	0.1980650092378753	EPPN2_H	Hybrid	2	14	c2r14
8	2020-09-28T00:00:00Z	58.07891675865041	52.968402701616284	0.1980650092378753	EPPN2_H	Hybrid	25	14	c25r14
8	2020-09-28T00:00:00Z	52.33223777294938	50.14735104739666	0.1980650092378753	EPPN2_H	Hybrid	10	18	c10r18
8	2020-09-28T00:00:00Z	54.17043169298562	50.23156154453754	0.1980650092378753	EPPN2_H	Hybrid	6	17	c6r17
8	2020-09-28T00:00:00Z	51.734721605190956	52.92629745304585	0.1980650092378753	EPPN2_H	Hybrid	20	18	c20r18
8	2020-09-28T00:00:00Z	60.9485501767252	60.79997893571854	0.1980650092378753	EPPN2_H	Hybrid	22	17	c22r17
8	2020-09-28T00:00:00Z	58.68647658737354	60.884189432859415	0.1980650092378753	EPPN2_H	Hybrid	8	16	c8r16
8	2020-09-28T00:00:00Z	56.28365213274224	53.010507950186735	0.1980650092378753	EPPN2_H	Hybrid	22	16	c22r16
8	2020-09-28T00:00:00Z	62.20828498270215	67.83155544698238	0.19805692107122214	EPPN3_H	Hybrid	1	14	c1r14
8	2020-09-28T00:00:00Z	62.3767601215396	55.19998087584972	0.19805692107122214	EPPN3_H	Hybrid	19	14	c19r14
8	2020-09-28T00:00:00Z	67.46883073802549	68.67366041839122	0.19805692107122214	EPPN3_H	Hybrid	13	18	c13r18
8	2020-09-28T00:00:00Z	65.22953021860901	60.84208418428898	0.19805692107122214	EPPN3_H	Hybrid	23	16	c23r16
8	2020-09-28T00:00:00Z	75.9606942043769	77.97892035245896	0.19805692107122214	EPPN3_H	Hybrid	12	16	c12r16
8	2020-09-28T00:00:00Z	74.10712605169078	77.51576261818408	0.19805692107122214	EPPN3_H	Hybrid	7	17	c7r17
8	2020-09-28T00:00:00Z	55.23921622139708	46.48419442176819	0.19805692107122214	EPPN3_H	Hybrid	1	18	c1r18
8	2020-09-28T00:00:00Z	72.2538034454844	70.61050185263156	0.19805692107122214	EPPN3_H	Hybrid	26	15	c26r15
8	2020-09-28T00:00:00Z	60.707303271744294	65.01050379276276	0.19805692107122214	EPPN3_H	Hybrid	14	17	c14r17
8	2020-09-28T00:00:00Z	70.04457195112839	71.2420805811882	0.19805692107122214	EPPN3_H	Hybrid	14	15	c14r15
8	2020-09-28T00:00:00Z	67.10995114484855	62.39997838139534	0.19766522729777997	EPPN4_H	Hybrid	25	15	c25r15
8	2020-09-28T00:00:00Z	72.81818952436227	73.30523776113986	0.19766522729777997	EPPN4_H	Hybrid	17	17	c17r17
8	2020-09-28T00:00:00Z	65.41607284802639	71.11576483547688	0.19766522729777997	EPPN4_H	Hybrid	4	15	c4r15
8	2020-09-28T00:00:00Z	74.20412151749377	77.38944687247276	0.19766522729777997	EPPN4_H	Hybrid	4	16	c4r16
8	2020-09-28T00:00:00Z	67.16312496600383	65.09471428990364	0.19766522729777997	EPPN4_H	Hybrid	3	18	c3r18
8	2020-09-28T00:00:00Z	70.64127680559456	70.7368175983429	0.19766522729777997	EPPN4_H	Hybrid	22	18	c22r18
8	2020-09-28T00:00:00Z	68.94230618123669	62.48418887853622	0.19766522729777997	EPPN4_H	Hybrid	23	14	c23r14
8	2020-09-28T00:00:00Z	63.36541703604969	60.25261070430278	0.19766522729777997	EPPN4_H	Hybrid	17	16	c17r16
8	2020-09-28T00:00:00Z	66.89293783772202	71.78944881260395	0.19766522729777997	EPPN4_H	Hybrid	7	14	c7r14
8	2020-09-28T00:00:00Z	69.46730094899844	65.68418776988983	0.19766522729777997	EPPN4_H	Hybrid	1	17	c1r17
8	2020-09-28T00:00:00Z	50.16376820786478	52.463139718770975	0.19823609960752492	EPPN1_L	Line	1	15	c1r15
8	2020-09-28T00:00:00Z	51.42788409288422	52.75787645876407	0.19823609960752492	EPPN1_L	Line	5	17	c5r17
8	2020-09-28T00:00:00Z	55.713686407158406	54.44208640158176	0.19823609960752492	EPPN1_L	Line	13	14	c13r14
8	2020-09-28T00:00:00Z	53.53657760273623	49.178930330276486	0.19823609960752492	EPPN1_L	Line	18	14	c18r14
8	2020-09-28T00:00:00Z	45.28629225484014	48.16840436458588	0.19823609960752492	EPPN1_L	Line	3	16	c3r16
8	2020-09-28T00:00:00Z	54.57195646672451	54.98945463299751	0.19823609960752492	EPPN1_L	Line	20	17	c20r17
8	2020-09-28T00:00:00Z	53.943743418105015	50.94735077023506	0.19823609960752492	EPPN1_L	Line	19	16	c19r16
8	2020-09-28T00:00:00Z	53.67062204201484	55.494717615842816	0.19823609960752492	EPPN1_L	Line	15	18	c15r18
8	2020-09-28T00:00:00Z	53.35906131217679	49.263140827417374	0.19823609960752492	EPPN1_L	Line	21	15	c21r15
8	2020-09-28T00:00:00Z	49.55756235139891	42.98945879042149	0.19823609960752492	EPPN1_L	Line	6	18	c6r18
8	2020-09-28T00:00:00Z	36.73862068107128	34.063146093487745	0.19708293133019722	EPPN2_L	Line	21	16	c21r16
8	2020-09-28T00:00:00Z	36.01052831581218	31.78946267068386	0.19708293133019722	EPPN2_L	Line	16	14	c16r14
8	2020-09-28T00:00:00Z	39.40687526121861	38.147355204820634	0.19708293133019722	EPPN2_L	Line	10	14	c10r14
8	2020-09-28T00:00:00Z	37.83944265527646	38.82103918194771	0.19708293133019722	EPPN2_L	Line	11	16	c11r16
8	2020-09-28T00:00:00Z	35.99745835432813	32.79998863637447	0.19708293133019722	EPPN2_L	Line	25	17	c25r17
8	2020-09-28T00:00:00Z	43.67039962485111	48.92629883885384	0.19708293133019722	EPPN2_L	Line	2	17	c2r17
8	2020-09-28T00:00:00Z	35.410944035682114	33.59998835921287	0.19708293133019722	EPPN2_L	Line	23	18	c23r18
8	2020-09-28T00:00:00Z	35.28656470446282	33.136830624938014	0.19708293133019722	EPPN2_L	Line	15	15	c15r15
8	2020-09-28T00:00:00Z	41.47943493689722	40.2105123847723	0.19750055742653003	EPPN20_T	Line	24	14	c24r14
8	2020-09-28T00:00:00Z	37.87666267468661	40.2105123847723	0.19750055742653003	EPPN20_T	Line	9	14	c9r14
8	2020-09-28T00:00:00Z	38.78760669242825	36.842092499136925	0.19750055742653003	EPPN20_T	Line	18	15	c18r15
8	2020-09-28T00:00:00Z	38.04568518679416	36.126303273439405	0.19750055742653003	EPPN20_T	Line	10	16	c10r16
8	2020-09-28T00:00:00Z	48.630855150225365	50.778929775953294	0.19750055742653003	EPPN20_T	Line	24	17	c24r17
8	2020-09-28T00:00:00Z	30.745719978095252	32.67367289066315	0.19750055742653003	EPPN20_T	Line	13	17	c13r17
8	2020-09-28T00:00:00Z	36.17901761741911	40.378933379054075	0.19750055742653003	EPPN20_T	Line	7	15	c7r15
8	2020-09-28T00:00:00Z	39.06022760599383	40.71577536761761	0.19750055742653003	EPPN20_T	Line	19	18	c19r18
8	2020-09-28T00:00:00Z	36.2249906368497	39.03156542479992	0.19750055742653003	EPPN20_T	Line	12	18	c12r18
8	2020-09-28T00:00:00Z	60.32649557574784	56.54734883010387	0.19746675672175643	EPPN3_L	Line	15	14	c15r14
8	2020-09-28T00:00:00Z	63.942977127071536	64.7578723013401	0.19746675672175643	EPPN3_L	Line	2	18	c2r18
8	2020-09-28T00:00:00Z	58.6351227823722	61.17892617285251	0.19746675672175643	EPPN3_L	Line	11	17	c11r17
8	2020-09-28T00:00:00Z	62.422981243618466	67.32629246413708	0.19746675672175643	EPPN3_L	Line	5	14	c5r14
8	2020-09-28T00:00:00Z	59.95128416454451	61.17892617285251	0.19746675672175643	EPPN3_L	Line	9	16	c9r16
8	2020-09-28T00:00:00Z	54.103275859340236	49.72629856169223	0.19746675672175643	EPPN3_L	Line	22	15	c22r15
8	2020-09-28T00:00:00Z	58.67615064277524	60.79997893571854	0.19746675672175643	EPPN3_L	Line	9	15	c9r15
8	2020-09-28T00:00:00Z	61.60843634021192	66.02102975845337	0.19746675672175643	EPPN3_L	Line	18	18	c18r18
8	2020-09-28T00:00:00Z	58.43128149753678	61.97892589569092	0.19746675672175643	EPPN3_L	Line	18	17	c18r17
8	2020-09-28T00:00:00Z	57.16060310334577	54.73682314157486	0.19746675672175643	EPPN3_L	Line	26	16	c26r16
8	2020-09-28T00:00:00Z	52.2507814630525	47.368404641747475	0.19792785301457178	EPPN4_L	Line	20	15	c20r15
8	2020-09-28T00:00:00Z	51.73805809025694	53.59998143017292	0.19792785301457178	EPPN4_L	Line	3	17	c3r17
8	2020-09-28T00:00:00Z	48.33488727377744	45.09472121894359	0.19792785301457178	EPPN4_L	Line	20	16	c20r16
8	2020-09-28T00:00:00Z	45.58034138347293	38.6105129390955	0.19792785301457178	EPPN4_L	Line	17	14	c17r14
8	2020-09-28T00:00:00Z	51.66116309914935	52.168402978777884	0.19792785301457178	EPPN4_L	Line	9	18	c9r18
8	2020-09-28T00:00:00Z	51.952868129429575	55.91577010154724	0.19792785301457178	EPPN4_L	Line	14	18	c14r18
8	2020-09-28T00:00:00Z	42.25981698942113	40.75788061618805	0.19792785301457178	EPPN4_L	Line	6	14	c6r14
8	2020-09-28T00:00:00Z	47.72441068692227	49.89471955597401	0.19792785301457178	EPPN4_L	Line	12	15	c12r15
8	2020-09-28T00:00:00Z	54.734986614800384	53.01050795018673	0.19792785301457178	EPPN4_L	Line	1	16	c1r16
8	2020-09-28T00:00:00Z	52.40677590178026	53.178928944468495	0.19792785301457178	EPPN4_L	Line	19	17	c19r17
9	2020-09-30T00:00:00Z	67.22400958698984	67.49471345841886	0.1758911304349586	EPPN1_H	Hybrid	24	16	c24r16
9	2020-09-30T00:00:00Z	69.22543047194333	66.06313500702382	0.1758911304349586	EPPN1_H	Hybrid	26	18	c26r18
9	2020-09-30T00:00:00Z	66.3780607069414	68.08418693840504	0.1758911304349586	EPPN1_H	Hybrid	5	16	c5r16
9	2020-09-30T00:00:00Z	71.61231853522523	67.11576622128487	0.1758911304349586	EPPN1_H	Hybrid	19	15	c19r15
9	2020-09-30T00:00:00Z	72.39464440136189	72.6315537840128	0.1758911304349586	EPPN1_H	Hybrid	11	18	c11r18
9	2020-09-30T00:00:00Z	73.35813854645616	80.75786675810814	0.1758911304349586	EPPN1_H	Hybrid	8	14	c8r14
9	2020-09-30T00:00:00Z	72.77010231790942	72.75786952972412	0.1758911304349586	EPPN1_H	Hybrid	10	17	c10r17
9	2020-09-30T00:00:00Z	73.54861932047072	75.3262896925211	0.1758911304349586	EPPN1_H	Hybrid	14	14	c14r14
9	2020-09-30T00:00:00Z	73.64048192290412	77.64207836389542	0.1758911304349586	EPPN1_H	Hybrid	5	15	c5r15
9	2020-09-30T00:00:00Z	77.97695605167827	82.06312946379185	0.1758911304349586	EPPN1_H	Hybrid	16	17	c16r17
9	2020-09-30T00:00:00Z	63.60978876008737	62.3578731328249	0.17566470405841408	EPPN2_H	Hybrid	16	15	c16r15
9	2020-09-30T00:00:00Z	68.44903252984143	73.38944825828077	0.17566470405841408	EPPN2_H	Hybrid	3	15	c3r15
9	2020-09-30T00:00:00Z	64.15119340822078	78.31576234102249	0.17566470405841408	EPPN2_H	Hybrid	2	14	c2r14
9	2020-09-30T00:00:00Z	68.62761382041789	61.515768161416055	0.17566470405841408	EPPN2_H	Hybrid	25	14	c25r14
9	2020-09-30T00:00:00Z	58.44730013368286	55.62103336155414	0.17566470405841408	EPPN2_H	Hybrid	10	18	c10r18
9	2020-09-30T00:00:00Z	60.61063462568829	57.010506564378744	0.17566470405841408	EPPN2_H	Hybrid	6	17	c6r17
9	2020-09-30T00:00:00Z	57.1791632623266	55.70524385869503	0.17566470405841408	EPPN2_H	Hybrid	20	18	c20r18
9	2020-09-30T00:00:00Z	70.14583883183386	70.82102809548377	0.17566470405841408	EPPN2_H	Hybrid	22	17	c22r17
9	2020-09-30T00:00:00Z	71.26843841048195	75.74734217822552	0.17566470405841408	EPPN2_H	Hybrid	8	16	c8r16
9	2020-09-30T00:00:00Z	59.93656670859155	56.16840159296989	0.17566470405841408	EPPN2_H	Hybrid	22	16	c22r16
9	2020-09-30T00:00:00Z	72.85816197503955	78.56839383244514	0.1755695486520081	EPPN3_H	Hybrid	1	14	c1r14
9	2020-09-30T00:00:00Z	65.71694735232218	60.33682120144367	0.1755695486520081	EPPN3_H	Hybrid	19	14	c19r14
9	2020-09-30T00:00:00Z	71.65530080262756	72.67365903258323	0.1755695486520081	EPPN3_H	Hybrid	13	18	c13r18
9	2020-09-30T00:00:00Z	68.92762085085926	63.115767607092856	0.1755695486520081	EPPN3_H	Hybrid	23	16	c23r16
9	2020-09-30T00:00:00Z	78.91379438890733	82.69470819234849	0.1755695486520081	EPPN3_H	Hybrid	12	16	c12r16
9	2020-09-30T00:00:00Z	76.3110660764794	79.99997228384018	0.1755695486520081	EPPN3_H	Hybrid	7	17	c7r17
9	2020-09-30T00:00:00Z	57.67545560053469	48.757877844572064	0.1755695486520081	EPPN3_H	Hybrid	1	18	c1r18
9	2020-09-30T00:00:00Z	76.47994441362158	71.70523831546306	0.1755695486520081	EPPN3_H	Hybrid	26	15	c26r15
9	2020-09-30T00:00:00Z	67.14552386643524	73.38944825828077	0.1755695486520081	EPPN3_H	Hybrid	14	17	c14r17
9	2020-09-30T00:00:00Z	82.1942440420166	84.08418139517308	0.1755695486520081	EPPN3_H	Hybrid	14	15	c14r15
9	2020-09-30T00:00:00Z	71.58464803512364	64.42103031277657	0.17518529539502908	EPPN4_H	Hybrid	25	15	c25r15
9	2020-09-30T00:00:00Z	76.25372954934483	74.7368162125349	0.17518529539502908	EPPN4_H	Hybrid	17	17	c17r17
9	2020-09-30T00:00:00Z	69.01852838241874	73.22102726399899	0.17518529539502908	EPPN4_H	Hybrid	4	15	c4r15
9	2020-09-30T00:00:00Z	81.53943023121909	83.07365542948247	0.17518529539502908	EPPN4_H	Hybrid	4	16	c4r16
9	2020-09-30T00:00:00Z	76.73557244179601	73.76839549541472	0.17518529539502908	EPPN4_H	Hybrid	3	18	c3r18
9	2020-09-30T00:00:00Z	80.49450907330026	80.08418278098107	0.17518529539502908	EPPN4_H	Hybrid	22	18	c22r18
9	2020-09-30T00:00:00Z	75.29651922977781	68.29471318125725	0.17518529539502908	EPPN4_H	Hybrid	23	14	c23r14
9	2020-09-30T00:00:00Z	70.17269475716589	64.08418832421303	0.17518529539502908	EPPN4_H	Hybrid	17	16	c17r16
9	2020-09-30T00:00:00Z	77.83256221176065	83.24207642376423	0.17518529539502908	EPPN4_H	Hybrid	7	14	c7r14
9	2020-09-30T00:00:00Z	81.34868588365582	78.48418333530427	0.17518529539502908	EPPN4_H	Hybrid	1	17	c1r17
9	2020-09-30T00:00:00Z	51.170636542665534	52.673665961623186	0.17565651131393345	EPPN1_L	Line	1	15	c1r15
9	2020-09-30T00:00:00Z	54.96917966763434	57.81050628721714	0.17565651131393345	EPPN1_L	Line	5	17	c5r17
9	2020-09-30T00:00:00Z	61.553761493596156	60.884189432859415	0.17565651131393345	EPPN1_L	Line	13	14	c13r14
9	2020-09-30T00:00:00Z	56.84969819680287	54.484191650152205	0.17565651131393345	EPPN1_L	Line	18	14	c18r14
9	2020-09-30T00:00:00Z	52.646692251379676	54.52629689872265	0.17565651131393345	EPPN1_L	Line	3	16	c3r16
9	2020-09-30T00:00:00Z	57.661909068091255	57.05261181294918	0.17565651131393345	EPPN1_L	Line	20	17	c20r17
9	2020-09-30T00:00:00Z	58.76527170702589	55.494717615842816	0.17565651131393345	EPPN1_L	Line	19	16	c19r16
9	2020-09-30T00:00:00Z	60.622740347046275	61.09471567571163	0.17565651131393345	EPPN1_L	Line	15	18	c15r18
9	2020-09-30T00:00:00Z	58.72054068714279	54.399981153011325	0.17565651131393345	EPPN1_L	Line	21	15	c21r15
9	2020-09-30T00:00:00Z	55.50717323685343	47.83156237602233	0.17565651131393345	EPPN1_L	Line	6	18	c6r18
9	2020-09-30T00:00:00Z	40.94873008464444	37.72630271911621	0.17464199908355268	EPPN2_L	Line	21	16	c21r16
9	2020-09-30T00:00:00Z	41.00771745349983	39.157881170511246	0.17464199908355268	EPPN2_L	Line	16	14	c16r14
9	2020-09-30T00:00:00Z	44.00809218302066	42.98945879042148	0.17464199908355268	EPPN2_L	Line	10	14	c10r14
9	2020-09-30T00:00:00Z	43.44068933267742	43.157879784703255	0.17464199908355268	EPPN2_L	Line	11	16	c11r16
9	2020-09-30T00:00:00Z	38.18345603641077	35.1157773077488	0.17464199908355268	EPPN2_L	Line	25	17	c25r17
9	2020-09-30T00:00:00Z	48.89013153928517	55.74734910726548	0.17464199908355268	EPPN2_L	Line	2	17	c2r17
9	2020-09-30T00:00:00Z	41.81005066458184	38.98946017622947	0.17464199908355268	EPPN2_L	Line	23	18	c23r18
9	2020-09-30T00:00:00Z	37.23288415794701	34.18946183919907	0.17464199908355268	EPPN2_L	Line	15	15	c15r15
9	2020-09-30T00:00:00Z	46.40732608848984	45.936826190352434	0.17489129324685368	EPPN20_T	Line	24	14	c24r14
9	2020-09-30T00:00:00Z	41.53034104973684	45.22103696465492	0.17489129324685368	EPPN20_T	Line	9	14	c9r14
9	2020-09-30T00:00:00Z	41.886297880942344	40.37893337905407	0.17489129324685368	EPPN20_T	Line	18	15	c18r15
9	2020-09-30T00:00:00Z	41.239396956484434	38.484197193384176	0.17489129324685368	EPPN20_T	Line	10	16	c10r16
9	2020-09-30T00:00:00Z	51.35387655432318	55.66313861012459	0.17489129324685368	EPPN20_T	Line	24	17	c24r17
9	2020-09-30T00:00:00Z	35.57915052079525	38.52630244195461	0.17489129324685368	EPPN20_T	Line	13	17	c13r17
9	2020-09-30T00:00:00Z	37.325682333264204	40.79998586475849	0.17489129324685368	EPPN20_T	Line	7	15	c7r15
9	2020-09-30T00:00:00Z	38.34880327112302	38.947354927659035	0.17489129324685368	EPPN20_T	Line	19	18	c19r18
9	2020-09-30T00:00:00Z	44.54258604552882	49.43156182169914	0.17489129324685368	EPPN20_T	Line	12	18	c12r18
9	2020-09-30T00:00:00Z	66.15530900871615	62.73682036995888	0.17487379733444833	EPPN3_L	Line	15	14	c15r14
9	2020-09-30T00:00:00Z	70.26305967927635	71.49471207261085	0.17487379733444833	EPPN3_L	Line	2	18	c2r18
9	2020-09-30T00:00:00Z	64.95086269261209	67.70523970127107	0.17487379733444833	EPPN3_L	Line	11	17	c11r17
9	2020-09-30T00:00:00Z	69.29785693803687	75.91576317250728	0.17487379733444833	EPPN3_L	Line	5	14	c5r14
9	2020-09-30T00:00:00Z	67.8096142420369	69.17892340123653	0.17487379733444833	EPPN3_L	Line	9	16	c9r16
9	2020-09-30T00:00:00Z	60.38831383379861	55.66313861012459	0.17487379733444833	EPPN3_L	Line	22	15	c22r15
9	2020-09-30T00:00:00Z	65.12819583410004	67.49471345841884	0.17487379733444833	EPPN3_L	Line	9	15	c9r15
