timeNumber	timePoint	S_Area_cmsquared_corr	S_Area_cmsquared	wt	genotype	geno.decomp	rowId	colId	plotId
1	2020-06-17T00:00:00Z	0.4981552732672489	0.479784744236272	7.896389287721517	EPPN09_H	Hybrid	7	12	119
1	2020-06-17T00:00:00Z	0.3005496009792942	0.281571514468157	7.896389287721517	EPPN09_H	Hybrid	5	6	77
1	2020-06-17T00:00:00Z	0.6322973800272604	0.754798049970265	7.896389287721517	EPPN09_H	Hybrid	2	4	22
1	2020-06-17T00:00:00Z	0.9021952925735867	1.04862305970489	7.896389287721517	EPPN09_H	Hybrid	1	8	8
1	2020-06-17T00:00:00Z	0.5411768701808497	0.370711377920688	7.896389287721517	EPPN09_H	Hybrid	5	13	84
1	2020-06-17T00:00:00Z	0.45338792366467884	0.371919469003297	7.896389287721517	EPPN09_H	Hybrid	4	1	55
1	2020-06-17T00:00:00Z	0.7113982592025626	0.822134745789036	7.896389287721517	EPPN09_H	Hybrid	1	9	9
1	2020-06-17T00:00:00Z	0.8304252378730662	0.782181447842742	7.893915517246585	EPPN10_H	Hybrid	1	14	13
1	2020-06-17T00:00:00Z	1.0473229916564106	0.988189741501027	7.893915517246585	EPPN10_H	Hybrid	7	15	121
1	2020-06-17T00:00:00Z	0.7372389666920821	0.691056863325925	7.893915517246585	EPPN10_H	Hybrid	6	12	102
1	2020-06-17T00:00:00Z	0.9977877265366666	0.990203226638709	7.893915517246585	EPPN10_H	Hybrid	3	19	53
1	2020-06-17T00:00:00Z	NA	0.189986704777013	7.893915517246585	EPPN10_H	Hybrid	3	7	43
1	2020-06-17T00:00:00Z	0.4314827924170913	0.524455350219421	7.893915517246585	EPPN10_H	Hybrid	6	5	95
1	2020-06-17T00:00:00Z	0.5214519733493308	0.471040465924052	7.893915517246585	EPPN10_H	Hybrid	4	9	63
1	2020-06-17T00:00:00Z	0.8295892691433235	0.853372529496506	7.8953555055416595	EPPN11_H	Hybrid	3	3	39
1	2020-06-17T00:00:00Z	NA	1.13643977578123	7.8953555055416595	EPPN11_H	Hybrid	4	7	61
1	2020-06-17T00:00:00Z	0.46647471136277663	0.647968281379526	7.8953555055416595	EPPN11_H	Hybrid	1	6	6
1	2020-06-17T00:00:00Z	0.36681156407586807	0.311572443019622	7.8953555055416595	EPPN11_H	Hybrid	1	15	14
1	2020-06-17T00:00:00Z	0.2871940103547194	0.390299711902996	7.8953555055416595	EPPN11_H	Hybrid	7	20	126
1	2020-06-17T00:00:00Z	0.5139442174028529	0.463504278694442	7.8953555055416595	EPPN11_H	Hybrid	4	2	56
1	2020-06-17T00:00:00Z	0.3079118115321161	0.129323273985988	7.8953555055416595	EPPN11_H	Hybrid	5	14	85
1	2020-06-17T00:00:00Z	NA	0.807867765384888	7.8953555055416595	EPPN11_H	Hybrid	7	17	123
1	2020-06-17T00:00:00Z	0.532012315033268	0.544158740495311	7.8953555055416595	EPPN11_H	Hybrid	6	10	100
1	2020-06-17T00:00:00Z	0.6132916484188239	0.627833430002704	7.895804625641164	EPPN12_H	Hybrid	4	20	73
1	2020-06-17T00:00:00Z	0.5881504345797701	0.633528716535005	7.895804625641164	EPPN12_H	Hybrid	3	5	41
1	2020-06-17T00:00:00Z	0.5655356474581447	0.539153791724501	7.895804625641164	EPPN12_H	Hybrid	5	7	78
1	2020-06-17T00:00:00Z	0.21936940763964674	0.190360637731154	7.895804625641164	EPPN12_H	Hybrid	5	4	76
1	2020-06-17T00:00:00Z	0.48205854267651127	0.578503044129491	7.895804625641164	EPPN12_H	Hybrid	2	2	20
1	2020-06-17T00:00:00Z	NA	0.315455592928009	7.895804625641164	EPPN12_H	Hybrid	2	16	33
1	2020-06-17T00:00:00Z	0.6234595294590637	0.593316541928152	7.895804625641164	EPPN12_H	Hybrid	6	17	107
1	2020-06-17T00:00:00Z	0.6589890614889917	0.639626700094843	7.895804625641164	EPPN12_H	Hybrid	6	11	101
1	2020-06-17T00:00:00Z	0.20356538854172912	0.172210507418619	7.895804625641164	EPPN12_H	Hybrid	1	13	12
1	2020-06-17T00:00:00Z	0.8900927528436148	0.967623429023273	7.895804625641164	EPPN12_H	Hybrid	7	9	117
1	2020-06-17T00:00:00Z	1.3701552255401044	1.49863698797686	7.892808447721578	EPPN13_H	Hybrid	2	5	23
1	2020-06-17T00:00:00Z	0.9919543209208065	1.04108687247528	7.892808447721578	EPPN13_H	Hybrid	6	2	93
1	2020-06-17T00:00:00Z	0.9126274206314849	0.984910637133944	7.892808447721578	EPPN13_H	Hybrid	2	20	36
1	2020-06-17T00:00:00Z	0.8646126896469651	0.876844013387201	7.892808447721578	EPPN13_H	Hybrid	6	18	108
1	2020-06-17T00:00:00Z	1.4727704207516197	1.54304871729945	7.892808447721578	EPPN13_H	Hybrid	6	8	98
1	2020-06-17T00:00:00Z	0.5965316352618634	0.448834601262757	7.37794190865647	EPPN07_L	Line	5	12	83
1	2020-06-17T00:00:00Z	0.9912810862121604	0.982206814234771	7.37794190865647	EPPN07_L	Line	3	9	45
1	2020-06-17T00:00:00Z	0.7760112844463306	0.965005898344286	7.37742007535309	EPPN10_L	Line	1	4	4
1	2020-06-17T00:00:00Z	0.633833670227721	0.704202044867651	7.37742007535309	EPPN10_L	Line	2	1	19
1	2020-06-17T00:00:00Z	1.0114955263698697	1.03616821592465	7.378767311145236	EPPN11_L	Line	7	18	124
1	2020-06-17T00:00:00Z	0.512440192418611	0.595013622258485	7.378767311145236	EPPN11_L	Line	1	20	18
1	2020-06-17T00:00:00Z	0.13055714877440888	0.134730919784334	7.378767311145236	EPPN11_L	Line	3	2	38
1	2020-06-17T00:00:00Z	0.28219091807816665	0.429591436161194	7.378612143106507	EPPN20_T	Line	1	1	1
1	2020-06-17T00:00:00Z	0.5302342460459627	0.405170737848449	7.378612143106507	EPPN20_T	Line	5	17	88
1	2020-06-17T00:00:00Z	0.20049625456227627	0.186017262648439	7.378612143106507	EPPN20_T	Line	4	4	58
2	2020-06-22T00:00:00Z	1.951943639868177	1.61953238845798	1.5385850696779468	EPPN01_H	Hybrid	4	12	66
2	2020-06-22T00:00:00Z	0.8597506718812882	1.07940061823803	1.5385850696779468	EPPN01_H	Hybrid	6	3	94
2	2020-06-22T00:00:00Z	2.1141870449518816	2.26580358950717	1.5385850696779468	EPPN01_H	Hybrid	2	7	25
2	2020-06-22T00:00:00Z	1.4254202997245986	1.40851914602888	1.5385850696779468	EPPN01_H	Hybrid	4	5	59
2	2020-06-22T00:00:00Z	2.3623623196200425	2.35525985776705	1.5385850696779468	EPPN01_H	Hybrid	5	2	74
2	2020-06-22T00:00:00Z	0.9985977538867683	1.0586617213199	1.5385850696779468	EPPN01_H	Hybrid	1	17	15
2	2020-06-22T00:00:00Z	0.5416710140339878	0.440147851097328	1.5385850696779468	EPPN01_H	Hybrid	7	13	120
2	2020-06-22T00:00:00Z	1.0223181976747528	0.781922571182183	1.5385850696779468	EPPN01_H	Hybrid	5	10	81
2	2020-06-22T00:00:00Z	1.4180289986426065	1.1796721780946	1.5385850696779468	EPPN01_H	Hybrid	3	15	49
2	2020-06-22T00:00:00Z	1.4547039349833606	1.54103523216177	1.53833453356085	EPPN02_H	Hybrid	2	9	27
2	2020-06-22T00:00:00Z	0.705419906329083	0.954248134894384	1.53833453356085	EPPN02_H	Hybrid	1	19	17
2	2020-06-22T00:00:00Z	1.14982878648872	1.12732156451487	1.53833453356085	EPPN02_H	Hybrid	3	18	52
2	2020-06-22T00:00:00Z	1.3133503661278654	1.23432391754598	1.53833453356085	EPPN02_H	Hybrid	5	8	79
2	2020-06-22T00:00:00Z	1.5307397256640096	1.15214495985515	1.53833453356085	EPPN02_H	Hybrid	4	14	68
2	2020-06-22T00:00:00Z	1.6538065499307244	1.60236023664089	1.53833453356085	EPPN02_H	Hybrid	4	6	60
2	2020-06-22T00:00:00Z	1.7378593695522402	1.66463445554206	1.53833453356085	EPPN02_H	Hybrid	2	12	30
2	2020-06-22T00:00:00Z	0.3920337519812793	0.743695117639617	1.53833453356085	EPPN02_H	Hybrid	7	4	114
2	2020-06-22T00:00:00Z	1.2020251793560361	0.803236749568219	1.53833453356085	EPPN02_H	Hybrid	5	15	86
2	2020-06-22T00:00:00Z	2.2160033381740716	2.36224952760215	1.540771536547257	EPPN03_H	Hybrid	6	6	96
2	2020-06-22T00:00:00Z	1.6908833712200946	1.69063717789155	1.540771536547257	EPPN03_H	Hybrid	1	12	11
2	2020-06-22T00:00:00Z	NA	0.45496134889599	1.540771536547257	EPPN03_H	Hybrid	5	16	87
2	2020-06-22T00:00:00Z	NA	3.08759316641546	1.540771536547257	EPPN03_H	Hybrid	7	2	112
2	2020-06-22T00:00:00Z	NA	0.550141667761567	1.540771536547257	EPPN03_H	Hybrid	4	10	64
2	2020-06-22T00:00:00Z	0.539153792215938	0.395908706215111	1.540771536547257	EPPN03_H	Hybrid	3	17	51
2	2020-06-22T00:00:00Z	2.536041802346688	2.31470251427945	1.540771536547257	EPPN03_H	Hybrid	6	14	104
2	2020-06-22T00:00:00Z	1.4837059086364661	1.54005725366632	1.540771536547257	EPPN03_H	Hybrid	3	8	44
2	2020-06-22T00:00:00Z	0.37809486257488123	0.52313220284323	1.540771536547257	EPPN03_H	Hybrid	7	19	125
2	2020-06-22T00:00:00Z	NA	2.03733055452703	1.540771536547257	EPPN03_H	Hybrid	2	3	21
2	2020-06-22T00:00:00Z	1.8766312778563985	1.90251334252251	1.5344078921820732	EPPN04_H	Hybrid	2	10	28
2	2020-06-22T00:00:00Z	2.6314310436949206	2.66254645385075	1.5344078921820732	EPPN04_H	Hybrid	1	11	10
2	2020-06-22T00:00:00Z	1.5442238298994817	1.30836264246589	1.5344078921820732	EPPN04_H	Hybrid	6	13	103
2	2020-06-22T00:00:00Z	2.0673090742795486	2.1414277361452	1.5344078921820732	EPPN04_H	Hybrid	3	6	42
2	2020-06-22T00:00:00Z	0.7567013683246672	0.697356195399531	1.5344078921820732	EPPN04_H	Hybrid	5	20	91
2	2020-06-22T00:00:00Z	2.3565214179844904	2.62311090922557	1.5344078921820732	EPPN04_H	Hybrid	7	8	116
2	2020-06-22T00:00:00Z	1.4191127632735159	1.04249631207166	1.5344078921820732	EPPN04_H	Hybrid	4	15	69
2	2020-06-22T00:00:00Z	0.6371356541909345	0.651966487581495	1.5456140560115184	EPPN05_H	Hybrid	7	11	118
2	2020-06-22T00:00:00Z	2.1922714923403253	2.22352040161584	1.5456140560115184	EPPN05_H	Hybrid	6	19	109
2	2020-06-22T00:00:00Z	0.8320530678309033	1.12991033112046	1.5456140560115184	EPPN05_H	Hybrid	1	5	5
2	2020-06-22T00:00:00Z	0.6687282488548192	0.715909022739603	1.5456140560115184	EPPN05_H	Hybrid	3	1	37
2	2020-06-22T00:00:00Z	NA	2.50676023234094	1.5456140560115184	EPPN05_H	Hybrid	5	19	90
2	2020-06-22T00:00:00Z	2.4779788062598964	2.86573586831628	1.5456140560115184	EPPN05_H	Hybrid	7	3	113
2	2020-06-22T00:00:00Z	1.0255689193124617	1.12130987317522	1.5456140560115184	EPPN05_H	Hybrid	6	7	97
2	2020-06-22T00:00:00Z	2.06505960080134	1.87121803066825	1.5456140560115184	EPPN05_H	Hybrid	5	18	89
2	2020-06-22T00:00:00Z	2.2690837590059507	2.19699992594523	1.5456140560115184	EPPN05_H	Hybrid	4	8	62
2	2020-06-22T00:00:00Z	NA	0.478749237594035	1.5456140560115184	EPPN05_H	Hybrid	6	9	99
2	2020-06-22T00:00:00Z	1.5820080020464584	1.47093718529703	1.5456140560115184	EPPN05_H	Hybrid	2	15	32
2	2020-06-22T00:00:00Z	2.1357829247215836	1.97077048868994	1.5456140560115184	EPPN05_H	Hybrid	4	18	71
2	2020-06-22T00:00:00Z	2.654890926187476	2.2567429063876	1.5456140560115184	EPPN05_H	Hybrid	4	13	67
2	2020-06-22T00:00:00Z	2.3421075247907783	2.63602597818014	1.5522398720668347	EPPN06_H	Hybrid	1	2	2
2	2020-06-22T00:00:00Z	NA	2.28539192348948	1.5522398720668347	EPPN06_H	Hybrid	3	16	50
2	2020-06-22T00:00:00Z	NA	0.41523816353686	1.5522398720668347	EPPN06_H	Hybrid	3	13	47
2	2020-06-22T00:00:00Z	1.9928443822659299	1.99947703393861	1.5522398720668347	EPPN06_H	Hybrid	4	3	57
2	2020-06-22T00:00:00Z	2.217112138022774	2.22786377669856	1.5522398720668347	EPPN06_H	Hybrid	5	3	75
2	2020-06-22T00:00:00Z	NA	2.50589731013908	1.5522398720668347	EPPN06_H	Hybrid	3	20	54
2	2020-06-22T00:00:00Z	1.2271688730754968	1.05155699519122	1.5522398720668347	EPPN06_H	Hybrid	5	9	80
2	2020-06-22T00:00:00Z	2.256362209261945	2.40835833725507	1.5522398720668347	EPPN06_H	Hybrid	6	1	92
2	2020-06-22T00:00:00Z	0.7115875242620754	0.413023329885409	1.5522398720668347	EPPN06_H	Hybrid	4	11	65
2	2020-06-22T00:00:00Z	0.15678103453350034	0.483639130071264	1.5522398720668347	EPPN06_H	Hybrid	7	1	111
2	2020-06-22T00:00:00Z	1.2012813307722439	0.959540724399149	1.5522398720668347	EPPN06_H	Hybrid	3	14	48
2	2020-06-22T00:00:00Z	NA	0.297679395569615	1.5522398720668347	EPPN06_H	Hybrid	6	15	105
2	2020-06-22T00:00:00Z	1.0695908952577455	0.785259203696057	1.5522398720668347	EPPN06_H	Hybrid	4	17	70
2	2020-06-22T00:00:00Z	0.5854998521158408	0.808356754632611	1.5522398720668347	EPPN06_H	Hybrid	1	7	7
2	2020-06-22T00:00:00Z	3.164801560603933	3.26653446700862	1.5522398720668347	EPPN06_H	Hybrid	3	4	40
2	2020-06-22T00:00:00Z	NA	2.17280934021965	1.5522398720668347	EPPN06_H	Hybrid	2	18	34
2	2020-06-22T00:00:00Z	3.116827124070621	3.21717531706201	1.5522398720668347	EPPN06_H	Hybrid	6	20	110
2	2020-06-22T00:00:00Z	1.1726455076559734	1.36750157736696	1.5522398720668347	EPPN06_H	Hybrid	2	6	24
2	2020-06-22T00:00:00Z	1.3374462575021369	1.02538168840136	1.53453580944637	EPPN08_H	Hybrid	5	11	82
2	2020-06-22T00:00:00Z	3.2853312524298848	3.18754832146469	1.53453580944637	EPPN08_H	Hybrid	3	10	46
2	2020-06-22T00:00:00Z	1.4490184680704783	1.33384761149427	1.53453580944637	EPPN08_H	Hybrid	2	14	31
2	2020-06-22T00:00:00Z	1.7402572702340997	2.05671753999557	1.53453580944637	EPPN08_H	Hybrid	1	3	3
2	2020-06-22T00:00:00Z	1.2200718607442576	1.11975661321186	1.53453580944637	EPPN08_H	Hybrid	4	19	72
2	2020-06-22T00:00:00Z	2.5739881193295306	2.75574205165204	1.53453580944637	EPPN08_H	Hybrid	1	18	16
2	2020-06-22T00:00:00Z	0.8636871787522524	0.808011585751865	1.53453580944637	EPPN08_H	Hybrid	7	16	122
2	2020-06-22T00:00:00Z	3.7230504877036945	4.07028896989796	1.5424092616010667	EPPN09_H	Hybrid	7	5	115
2	2020-06-22T00:00:00Z	2.4912612613358434	2.66493387194257	1.5424092616010667	EPPN09_H	Hybrid	2	19	35
2	2020-06-22T00:00:00Z	3.0948249980244347	2.9150087260427	1.5424092616010667	EPPN09_H	Hybrid	6	16	106
2	2020-06-22T00:00:00Z	3.2983656408257156	3.47691489982301	1.5424092616010667	EPPN09_H	Hybrid	2	8	26
2	2020-06-22T00:00:00Z	1.482892855151254	1.45549087788367	1.5424092616010667	EPPN09_H	Hybrid	7	12	119
2	2020-06-22T00:00:00Z	0.9952414605006514	0.941275537793032	1.5424092616010667	EPPN09_H	Hybrid	5	6	77
2	2020-06-22T00:00:00Z	1.6457030572030575	1.86673083521856	1.5424092616010667	EPPN09_H	Hybrid	2	4	22
2	2020-06-22T00:00:00Z	2.57918161451072	2.82929178732423	1.5424092616010667	EPPN09_H	Hybrid	1	8	8
2	2020-06-22T00:00:00Z	1.2064026726006913	0.790436736907239	1.5424092616010667	EPPN09_H	Hybrid	5	13	84
2	2020-06-22T00:00:00Z	1.2244600213342542	1.15323799464418	1.5424092616010667	EPPN09_H	Hybrid	4	1	55
2	2020-06-22T00:00:00Z	2.3059936690389344	2.46421816778905	1.5424092616010667	EPPN09_H	Hybrid	1	9	9
2	2020-06-22T00:00:00Z	2.254369136575902	2.21290645853292	1.5343306771566054	EPPN10_H	Hybrid	1	14	13
2	2020-06-22T00:00:00Z	3.4287823221627725	3.3319152058365	1.5343306771566054	EPPN10_H	Hybrid	7	15	121
2	2020-06-22T00:00:00Z	2.2598253346244186	2.09471488095098	1.5343306771566054	EPPN10_H	Hybrid	6	12	102
2	2020-06-22T00:00:00Z	2.8732384846125223	2.91684962674001	1.5343306771566054	EPPN10_H	Hybrid	3	19	53
2	2020-06-22T00:00:00Z	NA	0.620009602039139	1.5343306771566054	EPPN10_H	Hybrid	3	7	43
2	2020-06-22T00:00:00Z	1.1877310023801733	1.37362832500019	1.5343306771566054	EPPN10_H	Hybrid	6	5	95
2	2020-06-22T00:00:00Z	1.7018933259238054	1.53542623784965	1.5343306771566054	EPPN10_H	Hybrid	4	9	63
2	2020-06-22T00:00:00Z	2.2778377824921865	2.40574080657608	1.5387627635524814	EPPN11_H	Hybrid	3	3	39
2	2020-06-22T00:00:00Z	NA	1.81015190284969	1.5387627635524814	EPPN11_H	Hybrid	4	7	61
2	2020-06-22T00:00:00Z	1.0349323083077009	1.3007113989427	1.5387627635524814	EPPN11_H	Hybrid	1	6	6
2	2020-06-22T00:00:00Z	0.6177760846678545	0.580746641854336	1.5387627635524814	EPPN11_H	Hybrid	1	15	14
2	2020-06-22T00:00:00Z	0.7035647519159147	0.914266072874695	1.5387627635524814	EPPN11_H	Hybrid	7	20	126
2	2020-06-22T00:00:00Z	1.0806122757804282	1.06717588704496	1.5387627635524814	EPPN11_H	Hybrid	4	2	56
2	2020-06-22T00:00:00Z	0.9962411719989972	0.597659917010867	1.5387627635524814	EPPN11_H	Hybrid	5	14	85
2	2020-06-22T00:00:00Z	NA	1.82951012424483	1.5387627635524814	EPPN11_H	Hybrid	7	17	123
2	2020-06-22T00:00:00Z	1.2022514137339646	1.150534171745	1.5387627635524814	EPPN11_H	Hybrid	6	10	100
2	2020-06-22T00:00:00Z	1.4727772425566847	1.44671783549805	1.5408690043613897	EPPN12_H	Hybrid	4	20	73
