Unit ID	Timestamp	Device ID	Variable ID	Value
303	2019_11_11	Manual	Root_angle	57
304	2019_11_11	Manual	Root_angle	80
305	2019_11_11	Manual	Root_angle	NA
306	2019_11_11	Manual	Root_angle	NA
307	2019_11_11	Manual	Root_angle	NA
308	2019_11_11	Manual	Root_angle	NA
309	2019_11_11	Manual	Root_angle	NA
310	2019_11_11	Manual	Root_angle	100
311	2019_11_11	Manual	Root_angle	128
312	2019_11_11	Manual	Root_angle	12
313	2019_11_11	Manual	Root_angle	NA
314	2019_11_11	Manual	Root_angle	NA
315	2019_11_11	Manual	Root_angle	NA
316	2019_11_11	Manual	Root_angle	NA
317	2019_11_11	Manual	Root_angle	NA
318	2019_11_11	Manual	Root_angle	NA
401	2019_11_11	Manual	Root_angle	NA
402	2019_11_11	Manual	Root_angle	NA
403	2019_11_11	Manual	Root_angle	NA
404	2019_11_11	Manual	Root_angle	75
405	2019_11_11	Manual	Root_angle	NA
406	2019_11_11	Manual	Root_angle	NA
407	2019_11_11	Manual	Root_angle	NA
408	2019_11_11	Manual	Root_angle	75
409	2019_11_11	Manual	Root_angle	NA
410	2019_11_11	Manual	Root_angle	116
411	2019_11_11	Manual	Root_angle	91
412	2019_11_11	Manual	Root_angle	110
413	2019_11_11	Manual	Root_angle	23
414	2019_11_11	Manual	Root_angle	104
415	2019_11_11	Manual	Root_angle	120
416	2019_11_11	Manual	Root_angle	NA
417	2019_11_11	Manual	Root_angle	99
418	2019_11_11	Manual	Root_angle	NA
101	2019_11_11	Manual	Root_number	13
102	2019_11_11	Manual	Root_number	11
103	2019_11_11	Manual	Root_number	6
104	2019_11_11	Manual	Root_number	4
105	2019_11_11	Manual	Root_number	8
106	2019_11_11	Manual	Root_number	9
107	2019_11_11	Manual	Root_number	9
108	2019_11_11	Manual	Root_number	8
109	2019_11_11	Manual	Root_number	11
110	2019_11_11	Manual	Root_number	8
111	2019_11_11	Manual	Root_number	9
112	2019_11_11	Manual	Root_number	10
113	2019_11_11	Manual	Root_number	14
114	2019_11_11	Manual	Root_number	11
115	2019_11_11	Manual	Root_number	16
116	2019_11_11	Manual	Root_number	10
117	2019_11_11	Manual	Root_number	8
118	2019_11_11	Manual	Root_number	6
201	2019_11_11	Manual	Root_number	14
202	2019_11_11	Manual	Root_number	10
203	2019_11_11	Manual	Root_number	9
204	2019_11_11	Manual	Root_number	10
205	2019_11_11	Manual	Root_number	11
206	2019_11_11	Manual	Root_number	12
207	2019_11_11	Manual	Root_number	11
208	2019_11_11	Manual	Root_number	10
209	2019_11_11	Manual	Root_number	10
210	2019_11_11	Manual	Root_number	10
211	2019_11_11	Manual	Root_number	8
212	2019_11_11	Manual	Root_number	11
213	2019_11_11	Manual	Root_number	9
214	2019_11_11	Manual	Root_number	13
215	2019_11_11	Manual	Root_number	11
216	2019_11_11	Manual	Root_number	6
217	2019_11_11	Manual	Root_number	11
218	2019_11_11	Manual	Root_number	12
301	2019_11_11	Manual	Root_number	4
302	2019_11_11	Manual	Root_number	7
303	2019_11_11	Manual	Root_number	9
304	2019_11_11	Manual	Root_number	8
305	2019_11_11	Manual	Root_number	10
306	2019_11_11	Manual	Root_number	11
307	2019_11_11	Manual	Root_number	9
308	2019_11_11	Manual	Root_number	11
309	2019_11_11	Manual	Root_number	7
310	2019_11_11	Manual	Root_number	NA
311	2019_11_11	Manual	Root_number	8
312	2019_11_11	Manual	Root_number	17
313	2019_11_11	Manual	Root_number	9
314	2019_11_11	Manual	Root_number	NA
315	2019_11_11	Manual	Root_number	12
316	2019_11_11	Manual	Root_number	11
317	2019_11_11	Manual	Root_number	9
318	2019_11_11	Manual	Root_number	10
401	2019_11_11	Manual	Root_number	7
402	2019_11_11	Manual	Root_number	9
403	2019_11_11	Manual	Root_number	9
404	2019_11_11	Manual	Root_number	10
405	2019_11_11	Manual	Root_number	NA
406	2019_11_11	Manual	Root_number	11
407	2019_11_11	Manual	Root_number	11
408	2019_11_11	Manual	Root_number	9
409	2019_11_11	Manual	Root_number	12
410	2019_11_11	Manual	Root_number	9
411	2019_11_11	Manual	Root_number	11
412	2019_11_11	Manual	Root_number	9
413	2019_11_11	Manual	Root_number	NA
414	2019_11_11	Manual	Root_number	7
415	2019_11_11	Manual	Root_number	11
416	2019_11_11	Manual	Root_number	NA
417	2019_11_11	Manual	Root_number	11
418	2019_11_11	Manual	Root_number	9
101	2019_10_28	Manual	Leaf_number	2.2
101	2019_10_31	Manual	Leaf_number	3.2
101	2019_11_04	Manual	Leaf_number	4
101	2019_11_07	Manual	Leaf_number	4.8
101	2019_11_11	Manual	Leaf_number	5.8
102	2019_10_28	Manual	Leaf_number	2.2
102	2019_10_31	Manual	Leaf_number	3.5
102	2019_11_04	Manual	Leaf_number	4.5
102	2019_11_07	Manual	Leaf_number	5
102	2019_11_11	Manual	Leaf_number	5.8
103	2019_10_28	Manual	Leaf_number	2
103	2019_10_31	Manual	Leaf_number	3
103	2019_11_04	Manual	Leaf_number	3.8
103	2019_11_07	Manual	Leaf_number	4.8
103	2019_11_11	Manual	Leaf_number	5.2
104	2019_10_28	Manual	Leaf_number	2
104	2019_10_31	Manual	Leaf_number	3.2
104	2019_11_07	Manual	Leaf_number	4.8
104	2019_11_04	Manual	Leaf_number	4
104	2019_11_11	Manual	Leaf_number	4.8
