Unit.ID	Genotype	Soil	Replication	Row	Column	Platform
251	EPPN6_H	WW	1	5	11	M3P
252	EPPN2_H	WW	1	5	12	M3P
253	EPPN1_H	WW	1	5	13	M3P
254	EPPN3_H	WW	1	5	14	M3P
255	EPPN12_H	WW	1	5	15	M3P
256	EPPN8_L	WD2	2	5	16	M3P
257	EPPN10_L	WD2	2	5	17	M3P
258	EPPN12_L	WD2	2	5	18	M3P
259	EPPN14_L	WD2	2	5	19	M3P
260	EPPN20_T	WD2	2	5	20	M3P
261	EPPN3_L	WD2	2	5	21	M3P
262	EPPN7_L	WD2	2	5	22	M3P
263	EPPN9_L	WD2	2	5	23	M3P
264	EPPN1_L	WD2	2	5	24	M3P
265	EPPN4_L	WD2	2	5	25	M3P
266	EPPN6_L	WD2	2	5	26	M3P
267	EPPN2_L	WD2	2	5	27	M3P
268	EPPN5_L	WD2	2	5	28	M3P
269	EPPN13_L	WD2	2	5	29	M3P
270	EPPN11_L	WD2	2	5	30	M3P
271	EPPN15_H	WW	3	5	31	M3P
272	EPPN3_H	WW	3	5	32	M3P
273	EPPN2_H	WW	3	5	33	M3P
274	EPPN11_H	WW	3	5	34	M3P
275	EPPN13_H	WW	3	5	35	M3P
276	EPPN12_H	WW	3	5	36	M3P
277	EPPN9_H	WW	3	5	37	M3P
278	EPPN8_H	WW	3	5	38	M3P
279	EPPN10_H	WW	3	5	39	M3P
280	EPPN5_H	WW	3	5	40	M3P
281	EPPN14_H	WW	3	5	41	M3P
282	EPPN7_H	WW	3	5	42	M3P
283	EPPN1_H	WW	3	5	43	M3P
284	EPPN4_H	WW	3	5	44	M3P
285	EPPN6_H	WW	3	5	45	M3P
286	EPPN6_L	WD1	4	5	46	M3P
287	EPPN1_L	WD1	4	5	47	M3P
288	EPPN10_L	WD1	4	5	48	M3P
289	EPPN13_L	WD1	4	5	49	M3P
290	EPPN9_L	WD1	4	5	50	M3P
291	EPPN20_T	WD1	4	5	51	M3P
292	EPPN12_L	WD1	4	5	52	M3P
293	EPPN2_L	WD1	4	5	53	M3P
294	EPPN11_L	WD1	4	5	54	M3P
295	EPPN8_L	WD1	4	5	55	M3P
296	EPPN5_L	WD1	4	5	56	M3P
297	EPPN14_L	WD1	4	5	57	M3P
298	EPPN7_L	WD1	4	5	58	M3P
299	EPPN4_L	WD1	4	5	59	M3P
300	EPPN3_L	WD1	4	5	60	M3P
301	EPPN3_L	WW	1	6	1	M3P
302	EPPN13_L	WW	1	6	2	M3P
303	EPPN20_T	WW	1	6	3	M3P
304	EPPN8_L	WW	1	6	4	M3P
305	EPPN12_L	WW	1	6	5	M3P
306	EPPN5_L	WW	1	6	6	M3P
307	EPPN2_L	WW	1	6	7	M3P
308	EPPN4_L	WW	1	6	8	M3P
309	EPPN6_L	WW	1	6	9	M3P
310	EPPN14_L	WW	1	6	10	M3P
311	EPPN10_L	WW	1	6	11	M3P
312	EPPN11_L	WW	1	6	12	M3P
313	EPPN7_L	WW	1	6	13	M3P
314	EPPN1_L	WW	1	6	14	M3P
315	EPPN9_L	WW	1	6	15	M3P
316	EPPN10_H	WD2	2	6	16	M3P
317	EPPN14_H	WD2	2	6	17	M3P
318	EPPN15_H	WD2	2	6	18	M3P
