Unit.ID	Time	Date	Timestamp	Manual_Plant_height_cm	Leaf_number	Wue	Plant_biomass	Ligulated_leaf_number	Plant_emergence	Plant_transpiration	Daily_wu	Soil_water_potential	Genotype	Soil	Replication	Row	Column	Platform
86	10:26:56	2020-09-14	2020-09-14 10:26:56	NA	NA	-3.10523740513151	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	6	13	16	ALSIA
76	10:29:27	2020-09-14	2020-09-14 10:29:27	NA	NA	-13.8779363897654	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	6	17	16	ALSIA
6	10:30:27	2020-09-14	2020-09-14 10:30:27	NA	NA	-11.7600761517447	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	6	19	16	ALSIA
36	10:31:05	2020-09-14	2020-09-14 10:31:05	NA	NA	-4.19632237397581	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	6	20	16	ALSIA
16	10:31:28	2020-09-14	2020-09-14 10:31:28	NA	NA	-5.60526482900501	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	6	21	16	ALSIA
56	10:32:06	2020-09-14	2020-09-14 10:32:06	NA	NA	-15.5300336317763	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	6	22	16	ALSIA
66	10:32:44	2020-09-14	2020-09-14 10:32:44	NA	NA	-11.5845317421475	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	6	23	16	ALSIA
46	10:33:21	2020-09-14	2020-09-14 10:33:21	NA	NA	-13.2671433572849	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	6	24	16	ALSIA
26	10:34:36	2020-09-14	2020-09-14 10:34:36	NA	NA	-11.0008345240064	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	6	26	16	ALSIA
73	10:55:25	2020-09-14	2020-09-14 10:55:25	NA	NA	-15.2926692196359	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	3	1	17	ALSIA
13	10:55:41	2020-09-14	2020-09-14 10:55:41	NA	NA	-6.13406896895252	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	3	2	17	ALSIA
33	10:55:56	2020-09-14	2020-09-14 10:55:56	NA	NA	-8.19077871239673	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	3	3	17	ALSIA
3	10:57:11	2020-09-14	2020-09-14 10:57:11	NA	NA	-10.4962725966498	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	3	5	17	ALSIA
