Unit.ID	Timestamp	Date	Time	T_Area_cmsquared	T_Area_pixel	T_Perimeter_cm	T_Perimeter_pixel	T_Convex_hull_area_cmsquared	T_Solidity	T_Compactness	T_Roundness	T_Roundness2	T_Isotropy	T_Eccentricity	T_Rms	T_Sol	Genotype	Soil	Replication	Row	Column	Platform
69	2020-09-14 09:11:06	2020-09-14	09:11:06	49.3345497582508	NA	NA	NA	143.986842153874	0.342632347652494	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	9	1	14	ALSIA
59	2020-09-14 09:11:22	2020-09-14	09:11:22	89.1919287035466	NA	NA	NA	281.766179696318	0.316545899155378	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	9	2	14	ALSIA
29	2020-09-14 09:12:53	2020-09-14	09:12:53	63.1804342354293	NA	NA	NA	108.217074348688	0.583830551839302	NA	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	9	5	14	ALSIA
39	2020-09-14 09:13:31	2020-09-14	09:13:31	31.1453142506034	NA	NA	NA	61.1672751811609	0.509182633333909	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	9	6	14	ALSIA
79	2020-09-14 09:14:09	2020-09-14	09:14:09	83.7199404709996	NA	NA	NA	375.492735959899	0.222960213216856	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	9	7	14	ALSIA
49	2020-09-14 09:14:47	2020-09-14	09:14:47	99.7829418488895	NA	NA	NA	255.97449472074	0.389815953959591	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	9	8	14	ALSIA
89	2020-09-14 09:15:25	2020-09-14	09:15:25	26.4342050306933	NA	NA	NA	81.0167064233258	0.326280914118752	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	9	9	14	ALSIA
19	2020-09-14 09:16:04	2020-09-14	09:16:04	58.7483139868194	NA	NA	NA	205.601133754959	0.285739251111511	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	9	10	14	ALSIA
9	2020-09-14 09:17:59	2020-09-14	09:17:59	73.794696461714	NA	NA	NA	124.555894368659	0.592462499151565	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	9	13	14	ALSIA
50	2020-09-14 09:18:36	2020-09-14	09:18:36	95.4247959487304	NA	NA	NA	278.836795497666	0.342224546722455	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	10	14	14	ALSIA
30	2020-09-14 09:19:13	2020-09-14	09:19:13	61.8996212308239	NA	NA	NA	99.1023778431421	0.624602785301457	NA	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	10	15	14	ALSIA
20	2020-09-14 09:19:51	2020-09-14	09:19:51	28.8436552373768	NA	NA	NA	66.4680656358645	0.433947565066696	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	10	16	14	ALSIA
40	2020-09-14 09:20:29	2020-09-14	09:20:29	21.6681434376483	NA	NA	NA	46.0532590162542	0.470501847219991	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	10	17	14	ALSIA
10	2020-09-14 09:21:08	2020-09-14	09:21:08	59.2027278415887	NA	NA	NA	183.083342086532	0.323364906751632	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	10	18	14	ALSIA
70	2020-09-14 09:21:46	2020-09-14	09:21:46	29.8898638797525	NA	NA	NA	101.053187089431	0.295783485317493	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	10	19	14	ALSIA
80	2020-09-14 09:24:19	2020-09-14	09:24:19	61.4346396119902	NA	NA	NA	172.513464469318	0.356115041808325	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	10	23	14	ALSIA
90	2020-09-14 09:24:56	2020-09-14	09:24:56	39.711543801207	NA	NA	NA	103.564087831132	0.383448979591837	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	10	24	14	ALSIA
60	2020-09-14 09:25:20	2020-09-14	09:25:20	80.2980984669465	NA	NA	NA	185.913389302979	0.431911325849083	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	10	25	14	ALSIA
7	2020-09-14 09:45:24	2020-09-14	09:45:24	64.5774926447432	NA	NA	NA	172.17740957207	0.375063678825486	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	7	1	15	ALSIA
57	2020-09-14 09:45:54	2020-09-14	09:45:54	85.7700866994934	NA	NA	NA	211.475753798359	0.405578820072559	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	7	3	15	ALSIA
77	2020-09-14 09:46:32	2020-09-14	09:46:32	56.991951599316	NA	NA	NA	175.107850547129	0.325467712733856	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	7	4	15	ALSIA
47	2020-09-14 09:46:56	2020-09-14	09:46:56	69.9924149513424	NA	NA	NA	138.529648791017	0.505252237063935	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	7	5	15	ALSIA
87	2020-09-14 09:48:11	2020-09-14	09:48:11	26.1066043446969	NA	NA	NA	58.3477957287786	0.447430858674587	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	7	7	15	ALSIA
27	2020-09-14 09:49:25	2020-09-14	09:49:25	74.21740702429	NA	NA	NA	153.661630154833	0.482992448729764	NA	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	7	9	15	ALSIA
37	2020-09-14 09:51:05	2020-09-14	09:51:05	50.8880110757178	NA	NA	NA	163.525581132545	0.311192968850976	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	7	12	15	ALSIA
17	2020-09-14 09:51:29	2020-09-14	09:51:29	17.5086715019	NA	NA	NA	32.3246767201906	0.54165032038708	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	7	13	15	ALSIA
67	2020-09-14 09:52:06	2020-09-14	09:52:06	80.5474976988664	NA	NA	NA	242.373782369856	0.332327601241759	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	7	14	15	ALSIA
18	2020-09-14 09:52:44	2020-09-14	09:52:44	44.1986164229518	NA	NA	NA	150.289456641882	0.294089934254474	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	8	15	15	ALSIA
58	2020-09-14 09:53:22	2020-09-14	09:53:22	75.0966449944482	NA	NA	NA	308.800633725869	0.243188118134219	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	8	16	15	ALSIA
88	2020-09-14 09:54:38	2020-09-14	09:54:38	26.4616812172607	NA	NA	NA	88.9182236142786	0.297595702451837	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	8	18	15	ALSIA
48	2020-09-14 09:55:16	2020-09-14	09:55:16	64.8564816160434	NA	NA	NA	123.655520870372	0.524493214371176	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	8	19	15	ALSIA
38	2020-09-14 09:55:51	2020-09-14	09:55:51	37.0378994929135	NA	NA	NA	91.409045604258	0.405188559273047	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	8	20	15	ALSIA
8	2020-09-14 09:56:29	2020-09-14	09:56:29	67.3483603824292	NA	NA	NA	188.808956656625	0.356701088629558	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	8	21	15	ALSIA
28	2020-09-14 09:57:07	2020-09-14	09:57:07	82.7033215680042	NA	NA	NA	241.193363123862	0.342892194448704	NA	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	8	22	15	ALSIA
78	2020-09-14 09:59:01	2020-09-14	09:59:01	68.939865650528	NA	NA	NA	151.176092046886	0.456023599479917	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	8	25	15	ALSIA
68	2020-09-14 09:59:41	2020-09-14	09:59:41	61.5403172526342	NA	NA	NA	263.319090745499	0.233710047677909	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	8	26	15	ALSIA
35	2020-09-14 10:20:24	2020-09-14	10:20:24	37.6804195480291	NA	NA	NA	92.7775710505979	0.406137163555181	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	5	1	16	ALSIA
5	2020-09-14 10:20:54	2020-09-14	10:20:54	79.3047286448928	NA	NA	NA	179.672067846544	0.44138596274534	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	5	3	16	ALSIA
75	2020-09-14 10:21:32	2020-09-14	10:21:32	115.137903034465	NA	NA	NA	668.228254755065	0.172303254486998	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	5	4	16	ALSIA
