Unit.ID	Time	Date	Timestamp	DW_shoot_g	FW_shoot_g	DW_root_g	FW_root_g	Leaf_number	Plant_height_cm	DW_plant_g	Root_length_cm	Root_number	Root_angle	Total_wu	DW_seed_g	FW_seed_g	Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
137	NA	2020-12-23	NA	0.2015	3.11	0.0748	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN10_L	NA	NA	38	2	UCL
139	NA	2020-12-23	NA	0.1932	2.81	0.0798	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	NA	40	2	UCL
140	NA	2020-12-23	NA	0.0037	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN14_L	NA	NA	41	2	UCL
141	NA	2020-12-23	NA	0.4361	6.94	0.1952	5.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN6_H	NA	NA	42	2	UCL
142	NA	2020-12-23	NA	0.3188	4.6	0.1332	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Local	NA	NA	43	2	UCL
143	NA	2020-12-23	NA	0.3266	4.91	0.1145	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN11_H	NA	NA	44	2	UCL
144	NA	2020-12-23	NA	0.2982	4.52	0.1538	3.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN13_H	NA	NA	45	2	UCL
145	NA	2020-12-23	NA	0.3577	5.77	0.1688	4.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN12_H	NA	NA	46	2	UCL
146	NA	2020-12-23	NA	0.2726	3.53	0.1276	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN8_L	NA	NA	47	2	UCL
148	NA	2020-12-23	NA	0.2542	3.95	0.1131	3.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	NA	49	2	UCL
149	NA	2020-12-23	NA	0.2704	3.79	0.1878	4.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN15_H	NA	NA	50	2	UCL
151	NA	2020-12-23	NA	0.2511	3.46	0.1294	3.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	NA	52	2	UCL
156	NA	2020-12-23	NA	0.2478	3.48	0.1258	2.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN14_H	NA	NA	57	2	UCL
157	NA	2020-12-23	NA	0.42	5.84	0.2464	6.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN5_H	NA	NA	58	2	UCL
159	NA	2020-12-23	NA	0.2537	3.58	0.1237	3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	NA	60	2	UCL
162	NA	2020-12-23	NA	0.1758	2.9	0.0762	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN10_H	NA	NA	63	2	UCL
163	NA	2020-12-23	NA	0.2357	3.3	0.0708	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Local	NA	NA	64	2	UCL
167	NA	2020-12-23	NA	0.3088	4.97	0.1948	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN6_H	NA	NA	68	2	UCL
169	NA	2020-12-23	NA	NA	NA	0.0127	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN8_H	NA	NA	70	2	UCL
170	NA	2020-12-23	NA	0.2206	2.89	0.1225	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN6_L	NA	NA	71	2	UCL
