timestamp	date	plantbarcode	genotype	type	Column	Row	replica	potId	irrigation	water_consumed
2020-09-14 11:02:13	2020-09-14	DIC09D11I03	EPPN20_T	Line	17	13	3	c13r17	115	100
2020-09-14 11:02:50	2020-09-14	DIC09D11G04	EPPN3_H	Hybrid	17	14	4	c14r17	170	160
2020-09-14 11:04:05	2020-09-14	DIC09D11E04	EPPN1_H	Hybrid	17	16	4	c16r17	150	140
2020-09-14 11:04:42	2020-09-14	DIC09D11H04	EPPN4_H	Hybrid	17	17	4	c17r17	160	150
2020-09-14 11:05:18	2020-09-14	DIC09D11C04	EPPN3_L	Line	17	18	4	c18r17	155	145
2020-09-14 11:05:57	2020-09-14	DIC09D11D04	EPPN4_L	Line	17	19	4	c19r17	105	95
2020-09-14 11:06:35	2020-09-14	DIC09D11A04	EPPN1_L	Line	17	20	4	c20r17	135	125
2020-09-14 11:07:51	2020-09-14	DIC09D11F04	EPPN2_H	Hybrid	17	22	4	c22r17	165	155
2020-09-14 11:09:05	2020-09-14	DIC09D11I04	EPPN20_T	Line	17	24	4	c24r17	120	110
2020-09-14 11:09:42	2020-09-14	DIC09D11B04	EPPN2_L	Line	17	25	4	c25r17	110	100
2020-09-14 11:30:24	2020-09-14	DIC09D11G01	EPPN3_H	Hybrid	18	1	1	c1r18	120	110
2020-09-14 11:30:40	2020-09-14	DIC09D11C01	EPPN3_L	Line	18	2	1	c2r18	155	145
2020-09-14 11:30:55	2020-09-14	DIC09D11H01	EPPN4_H	Hybrid	18	3	1	c3r18	150	140
2020-09-14 11:32:09	2020-09-14	DIC09D11B01	EPPN2_L	Line	18	5	1	c5r18	135	125
2020-09-14 11:32:47	2020-09-14	DIC09D11A01	EPPN1_L	Line	18	6	1	c6r18	140	130
2020-09-14 11:34:40	2020-09-14	DIC09D11D01	EPPN4_L	Line	18	9	1	c9r18	140	130
2020-09-14 11:35:17	2020-09-14	DIC09D11F01	EPPN2_H	Hybrid	18	10	1	c10r18	170	155
2020-09-14 11:35:55	2020-09-14	DIC09D11E01	EPPN1_H	Hybrid	18	11	1	c11r18	160	150
2020-09-14 11:36:32	2020-09-14	DIC09D11I01	EPPN20_T	Line	18	12	1	c12r18	150	140
2020-09-14 11:37:10	2020-09-14	DIC09D11G02	EPPN3_H	Hybrid	18	13	2	c13r18	145	135
2020-09-14 11:37:47	2020-09-14	DIC09D11D02	EPPN4_L	Line	18	14	2	c14r18	165	155
2020-09-14 11:38:26	2020-09-14	DIC09D11A02	EPPN1_L	Line	18	15	2	c15r18	165	150
2020-09-14 11:40:20	2020-09-14	DIC09D11C02	EPPN3_L	Line	18	18	2	c18r18	190	180
2020-09-14 11:40:58	2020-09-14	DIC09D11I02	EPPN20_T	Line	18	19	2	c19r18	130	120
2020-09-14 11:41:37	2020-09-14	DIC09D11F02	EPPN2_H	Hybrid	18	20	2	c20r18	160	145
2020-09-14 11:42:52	2020-09-14	DIC09D11H02	EPPN4_H	Hybrid	18	22	2	c22r18	150	140
2020-09-14 11:43:33	2020-09-14	DIC09D11B02	EPPN2_L	Line	18	23	2	c23r18	130	120
2020-09-14 11:45:26	2020-09-14	DIC09D11E02	EPPN1_H	Hybrid	18	26	2	c26r18	170	160
2020-09-15 11:05:09	2020-09-15	DIC09D11G09	EPPN3_H	Hybrid	14	1	9	c1r14	100	80
2020-09-15 11:05:24	2020-09-15	DIC09D11F09	EPPN2_H	Hybrid	14	2	9	c2r14	110	90
2020-09-15 11:06:18	2020-09-15	DIC09D11C09	EPPN3_L	Line	14	5	9	c5r14	105	85
2020-09-15 11:06:40	2020-09-15	DIC09D11D09	EPPN4_L	Line	14	6	9	c6r14	0	-115
2020-09-15 11:07:02	2020-09-15	DIC09D11H09	EPPN4_H	Hybrid	14	7	9	c7r14	115	95
2020-09-15 11:07:16	2020-09-15	DIC09D11E09	EPPN1_H	Hybrid	14	8	9	c8r14	105	90
2020-09-15 11:07:29	2020-09-15	DIC09D11I09	EPPN20_T	Line	14	9	9	c9r14	90	75
2020-09-15 11:07:51	2020-09-15	DIC09D11B09	EPPN2_L	Line	14	10	9	c10r14	90	75
2020-09-15 11:08:50	2020-09-15	DIC09D11A09	EPPN1_L	Line	14	13	9	c13r14	110	90
2020-09-15 11:09:12	2020-09-15	DIC09D11E10	EPPN1_H	Hybrid	14	14	10	c14r14	120	100
2020-09-15 11:09:33	2020-09-15	DIC09D11C10	EPPN3_L	Line	14	15	10	c15r14	110	90
2020-09-15 11:09:46	2020-09-15	DIC09D11B10	EPPN2_L	Line	14	16	10	c16r14	75	65
2020-09-15 11:09:59	2020-09-15	DIC09D11D10	EPPN4_L	Line	14	17	10	c17r14	80	65
2020-09-15 11:10:22	2020-09-15	DIC09D11A10	EPPN1_L	Line	14	18	10	c18r14	110	95
2020-09-15 11:10:45	2020-09-15	DIC09D11G10	EPPN3_H	Hybrid	14	19	10	c19r14	95	75
2020-09-15 11:12:12	2020-09-15	DIC09D11H10	EPPN4_H	Hybrid	14	23	10	c23r14	95	80
2020-09-15 11:12:33	2020-09-15	DIC09D11I10	EPPN20_T	Line	14	24	10	c24r14	75	65
2020-09-15 11:12:46	2020-09-15	DIC09D11F10	EPPN2_H	Hybrid	14	25	10	c25r14	95	75
2020-09-15 11:22:03	2020-09-15	DIC09D11A07	EPPN1_L	Line	15	1	7	c1r15	100	85
2020-09-15 11:22:42	2020-09-15	DIC09D11F07	EPPN2_H	Hybrid	15	3	7	c3r15	105	85
2020-09-15 11:22:57	2020-09-15	DIC09D11H07	EPPN4_H	Hybrid	15	4	7	c4r15	95	80
2020-09-15 11:23:12	2020-09-15	DIC09D11E07	EPPN1_H	Hybrid	15	5	7	c5r15	105	90
2020-09-15 11:23:47	2020-09-15	DIC09D11I07	EPPN20_T	Line	15	7	7	c7r15	90	80
2020-09-15 11:24:32	2020-09-15	DIC09D11C07	EPPN3_L	Line	15	9	7	c9r15	100	85
2020-09-15 11:25:29	2020-09-15	DIC09D11D07	EPPN4_L	Line	15	12	7	c12r15	90	75
2020-09-15 11:25:42	2020-09-15	DIC09D11B07	EPPN2_L	Line	15	13	7	c13r15	75	60
2020-09-15 11:26:04	2020-09-15	DIC09D11G07	EPPN3_H	Hybrid	15	14	7	c14r15	105	85
2020-09-15 11:26:17	2020-09-15	DIC09D11B08	EPPN2_L	Line	15	15	8	c15r15	75	65
2020-09-15 11:26:30	2020-09-15	DIC09D11F08	EPPN2_H	Hybrid	15	16	8	c16r15	100	85
2020-09-15 11:27:12	2020-09-15	DIC09D11I08	EPPN20_T	Line	15	18	8	c18r15	85	65
2020-09-15 11:27:34	2020-09-15	DIC09D11E08	EPPN1_H	Hybrid	15	19	8	c19r15	105	90
2020-09-15 11:27:55	2020-09-15	DIC09D11D08	EPPN4_L	Line	15	20	8	c20r15	85	70
2020-09-15 11:28:17	2020-09-15	DIC09D11A08	EPPN1_L	Line	15	21	8	c21r15	105	90
2020-09-15 11:28:30	2020-09-15	DIC09D11C08	EPPN3_L	Line	15	22	8	c22r15	100	80
2020-09-15 11:29:35	2020-09-15	DIC09D11H08	EPPN4_H	Hybrid	15	25	8	c25r15	95	80
2020-09-15 11:29:57	2020-09-15	DIC09D11G08	EPPN3_H	Hybrid	15	26	8	c26r15	95	80
2020-09-15 11:39:03	2020-09-15	DIC09D11D05	EPPN4_L	Line	16	1	5	c1r16	85	65
2020-09-15 11:39:42	2020-09-15	DIC09D11A05	EPPN1_L	Line	16	3	5	c3r16	95	80
2020-09-15 11:39:57	2020-09-15	DIC09D11H05	EPPN4_H	Hybrid	16	4	5	c4r16	105	90
2020-09-15 11:40:12	2020-09-15	DIC09D11E05	EPPN1_H	Hybrid	16	5	5	c5r16	105	85
2020-09-15 11:41:08	2020-09-15	DIC09D11F05	EPPN2_H	Hybrid	16	8	5	c8r16	100	85
2020-09-15 11:41:30	2020-09-15	DIC09D11C05	EPPN3_L	Line	16	9	5	c9r16	105	85
2020-09-15 11:41:53	2020-09-15	DIC09D11I05	EPPN20_T	Line	16	10	5	c10r16	70	60
2020-09-15 11:42:06	2020-09-15	DIC09D11B05	EPPN2_L	Line	16	11	5	c11r16	80	65
2020-09-15 11:42:19	2020-09-15	DIC09D11G05	EPPN3_H	Hybrid	16	12	5	c12r16	105	90
2020-09-15 11:42:41	2020-09-15	DIC09D11I06	EPPN20_T	Line	16	13	6	c13r16	85	70
2020-09-15 11:44:07	2020-09-15	DIC09D11H06	EPPN4_H	Hybrid	16	17	6	c17r16	95	80
2020-09-15 11:44:41	2020-09-15	DIC09D11A06	EPPN1_L	Line	16	19	6	c19r16	100	85
2020-09-15 11:44:54	2020-09-15	DIC09D11D06	EPPN4_L	Line	16	20	6	c20r16	80	65
2020-09-15 11:45:07	2020-09-15	DIC09D11B06	EPPN2_L	Line	16	21	6	c21r16	95	80
2020-09-15 11:45:29	2020-09-15	DIC09D11F06	EPPN2_H	Hybrid	16	22	6	c22r16	90	75
2020-09-15 11:45:42	2020-09-15	DIC09D11G06	EPPN3_H	Hybrid	16	23	6	c23r16	85	70
2020-09-15 11:46:04	2020-09-15	DIC09D11E06	EPPN1_H	Hybrid	16	24	6	c24r16	105	85
2020-09-15 11:46:46	2020-09-15	DIC09D11C06	EPPN3_L	Line	16	26	6	c26r16	100	80
2020-09-15 11:58:34	2020-09-15	DIC09D11H03	EPPN4_H	Hybrid	17	1	3	c1r17	95	80
2020-09-15 11:58:50	2020-09-15	DIC09D11B03	EPPN2_L	Line	17	2	3	c2r17	85	70
2020-09-15 11:59:12	2020-09-15	DIC09D11D03	EPPN4_L	Line	17	3	3	c3r17	90	75
2020-09-15 11:59:43	2020-09-15	DIC09D11A03	EPPN1_L	Line	17	5	3	c5r17	110	90
2020-09-15 12:00:04	2020-09-15	DIC09D11F03	EPPN2_H	Hybrid	17	6	3	c6r17	95	75
2020-09-15 12:00:26	2020-09-15	DIC09D11G03	EPPN3_H	Hybrid	17	7	3	c7r17	105	85
2020-09-15 12:01:23	2020-09-15	DIC09D11E03	EPPN1_H	Hybrid	17	10	3	c10r17	100	85
2020-09-15 12:01:45	2020-09-15	DIC09D11C03	EPPN3_L	Line	17	11	3	c11r17	95	80
2020-09-15 12:02:20	2020-09-15	DIC09D11I03	EPPN20_T	Line	17	13	3	c13r17	80	65
2020-09-15 12:02:33	2020-09-15	DIC09D11G04	EPPN3_H	Hybrid	17	14	4	c14r17	100	85
2020-09-15 12:03:17	2020-09-15	DIC09D11E04	EPPN1_H	Hybrid	17	16	4	c16r17	110	90
2020-09-15 12:03:30	2020-09-15	DIC09D11H04	EPPN4_H	Hybrid	17	17	4	c17r17	110	90
2020-09-15 12:03:51	2020-09-15	DIC09D11C04	EPPN3_L	Line	17	18	4	c18r17	100	80
2020-09-15 12:04:13	2020-09-15	DIC09D11D04	EPPN4_L	Line	17	19	4	c19r17	80	70
2020-09-15 12:04:26	2020-09-15	DIC09D11A04	EPPN1_L	Line	17	20	4	c20r17	95	80
2020-09-15 12:05:12	2020-09-15	DIC09D11F04	EPPN2_H	Hybrid	17	22	4	c22r17	105	85
2020-09-15 12:05:54	2020-09-15	DIC09D11I04	EPPN20_T	Line	17	24	4	c24r17	80	65
2020-09-15 12:06:16	2020-09-15	DIC09D11B04	EPPN2_L	Line	17	25	4	c25r17	75	60
2020-09-15 12:15:20	2020-09-15	DIC09D11G01	EPPN3_H	Hybrid	18	1	1	c1r18	85	70
2020-09-15 12:15:36	2020-09-15	DIC09D11C01	EPPN3_L	Line	18	2	1	c2r18	105	90
2020-09-15 12:15:58	2020-09-15	DIC09D11H01	EPPN4_H	Hybrid	18	3	1	c3r18	100	80
2020-09-15 12:16:29	2020-09-15	DIC09D11B01	EPPN2_L	Line	18	5	1	c5r18	80	65
2020-09-15 12:16:50	2020-09-15	DIC09D11A01	EPPN1_L	Line	18	6	1	c6r18	85	70
2020-09-15 12:17:47	2020-09-15	DIC09D11D01	EPPN4_L	Line	18	9	1	c9r18	95	75
2020-09-15 12:18:08	2020-09-15	DIC09D11F01	EPPN2_H	Hybrid	18	10	1	c10r18	95	80
2020-09-15 12:18:29	2020-09-15	DIC09D11E01	EPPN1_H	Hybrid	18	11	1	c11r18	105	85
2020-09-15 12:18:43	2020-09-15	DIC09D11I01	EPPN20_T	Line	18	12	1	c12r18	90	70
2020-09-15 12:18:56	2020-09-15	DIC09D11G02	EPPN3_H	Hybrid	18	13	2	c13r18	100	80
2020-09-15 12:19:17	2020-09-15	DIC09D11D02	EPPN4_L	Line	18	14	2	c14r18	100	80
2020-09-15 12:19:39	2020-09-15	DIC09D11A02	EPPN1_L	Line	18	15	2	c15r18	105	85
2020-09-15 12:20:45	2020-09-15	DIC09D11C02	EPPN3_L	Line	18	18	2	c18r18	110	90
2020-09-15 12:21:07	2020-09-15	DIC09D11I02	EPPN20_T	Line	18	19	2	c19r18	80	65
2020-09-15 12:21:30	2020-09-15	DIC09D11F02	EPPN2_H	Hybrid	18	20	2	c20r18	100	80
2020-09-15 12:21:56	2020-09-15	DIC09D11H02	EPPN4_H	Hybrid	18	22	2	c22r18	100	80
2020-09-15 12:22:19	2020-09-15	DIC09D11B02	EPPN2_L	Line	18	23	2	c23r18	85	70
2020-09-15 12:23:15	2020-09-15	DIC09D11E02	EPPN1_H	Hybrid	18	26	2	c26r18	100	85
2020-09-16 09:10:38	2020-09-16	DIC09D11G09	EPPN3_H	Hybrid	14	1	9	c1r14	80	60
2020-09-16 09:10:54	2020-09-16	DIC09D11F09	EPPN2_H	Hybrid	14	2	9	c2r14	80	65
2020-09-16 09:12:25	2020-09-16	DIC09D11C09	EPPN3_L	Line	14	5	9	c5r14	75	60
2020-09-16 09:12:59	2020-09-16	DIC09D11D09	EPPN4_L	Line	14	6	9	c6r14	0	45
2020-09-16 09:13:34	2020-09-16	DIC09D11H09	EPPN4_H	Hybrid	14	7	9	c7r14	90	75
2020-09-16 09:14:12	2020-09-16	DIC09D11E09	EPPN1_H	Hybrid	14	8	9	c8r14	80	65
2020-09-16 09:14:51	2020-09-16	DIC09D11I09	EPPN20_T	Line	14	9	9	c9r14	65	55
2020-09-16 09:15:29	2020-09-16	DIC09D11B09	EPPN2_L	Line	14	10	9	c10r14	65	55
2020-09-16 09:17:24	2020-09-16	DIC09D11A09	EPPN1_L	Line	14	13	9	c13r14	85	70
2020-09-16 09:17:58	2020-09-16	DIC09D11E10	EPPN1_H	Hybrid	14	14	10	c14r14	85	70
2020-09-16 09:18:31	2020-09-16	DIC09D11C10	EPPN3_L	Line	14	15	10	c15r14	80	65
2020-09-16 09:19:09	2020-09-16	DIC09D11B10	EPPN2_L	Line	14	16	10	c16r14	55	45
2020-09-16 09:19:47	2020-09-16	DIC09D11D10	EPPN4_L	Line	14	17	10	c17r14	65	50
2020-09-16 09:20:26	2020-09-16	DIC09D11A10	EPPN1_L	Line	14	18	10	c18r14	80	70
2020-09-16 09:21:04	2020-09-16	DIC09D11G10	EPPN3_H	Hybrid	14	19	10	c19r14	70	55
2020-09-16 09:23:34	2020-09-16	DIC09D11H10	EPPN4_H	Hybrid	14	23	10	c23r14	70	60
2020-09-16 09:24:07	2020-09-16	DIC09D11I10	EPPN20_T	Line	14	24	10	c24r14	55	45
2020-09-16 09:24:32	2020-09-16	DIC09D11F10	EPPN2_H	Hybrid	14	25	10	c25r14	75	60
2020-09-16 09:45:28	2020-09-16	DIC09D11A07	EPPN1_L	Line	15	1	7	c1r15	70	55
2020-09-16 09:45:59	2020-09-16	DIC09D11F07	EPPN2_H	Hybrid	15	3	7	c3r15	75	60
2020-09-16 09:46:37	2020-09-16	DIC09D11H07	EPPN4_H	Hybrid	15	4	7	c4r15	70	60
2020-09-16 09:47:01	2020-09-16	DIC09D11E07	EPPN1_H	Hybrid	15	5	7	c5r15	75	65
2020-09-16 09:48:17	2020-09-16	DIC09D11I07	EPPN20_T	Line	15	7	7	c7r15	70	55
2020-09-16 09:49:29	2020-09-16	DIC09D11C07	EPPN3_L	Line	15	9	7	c9r15	70	60
2020-09-16 09:51:10	2020-09-16	DIC09D11D07	EPPN4_L	Line	15	12	7	c12r15	65	55
2020-09-16 09:51:34	2020-09-16	DIC09D11B07	EPPN2_L	Line	15	13	7	c13r15	55	45
2020-09-16 09:52:08	2020-09-16	DIC09D11G07	EPPN3_H	Hybrid	15	14	7	c14r15	80	65
2020-09-16 09:52:46	2020-09-16	DIC09D11B08	EPPN2_L	Line	15	15	8	c15r15	55	45
2020-09-16 09:53:24	2020-09-16	DIC09D11F08	EPPN2_H	Hybrid	15	16	8	c16r15	75	60
2020-09-16 09:54:40	2020-09-16	DIC09D11I08	EPPN20_T	Line	15	18	8	c18r15	65	50
2020-09-16 09:55:18	2020-09-16	DIC09D11E08	EPPN1_H	Hybrid	15	19	8	c19r15	75	65
2020-09-16 09:55:50	2020-09-16	DIC09D11D08	EPPN4_L	Line	15	20	8	c20r15	60	45
2020-09-16 09:56:29	2020-09-16	DIC09D11A08	EPPN1_L	Line	15	21	8	c21r15	85	70
2020-09-16 09:57:07	2020-09-16	DIC09D11C08	EPPN3_L	Line	15	22	8	c22r15	75	60
2020-09-16 09:59:01	2020-09-16	DIC09D11H08	EPPN4_H	Hybrid	15	25	8	c25r15	70	60
2020-09-16 09:59:35	2020-09-16	DIC09D11G08	EPPN3_H	Hybrid	15	26	8	c26r15	70	60
2020-09-16 10:20:28	2020-09-16	DIC09D11D05	EPPN4_L	Line	16	1	5	c1r16	65	55
2020-09-16 10:20:58	2020-09-16	DIC09D11A05	EPPN1_L	Line	16	3	5	c3r16	75	60
2020-09-16 10:21:36	2020-09-16	DIC09D11H05	EPPN4_H	Hybrid	16	4	5	c4r16	80	65
2020-09-16 10:22:00	2020-09-16	DIC09D11E05	EPPN1_H	Hybrid	16	5	5	c5r16	75	60
2020-09-16 10:23:53	2020-09-16	DIC09D11F05	EPPN2_H	Hybrid	16	8	5	c8r16	80	65
2020-09-16 10:24:27	2020-09-16	DIC09D11C05	EPPN3_L	Line	16	9	5	c9r16	80	70
2020-09-16 10:25:01	2020-09-16	DIC09D11I05	EPPN20_T	Line	16	10	5	c10r16	50	40
2020-09-16 10:25:39	2020-09-16	DIC09D11B05	EPPN2_L	Line	16	11	5	c11r16	60	45
2020-09-16 10:26:16	2020-09-16	DIC09D11G05	EPPN3_H	Hybrid	16	12	5	c12r16	75	65
2020-09-16 10:26:54	2020-09-16	DIC09D11I06	EPPN20_T	Line	16	13	6	c13r16	65	55
2020-09-16 10:29:22	2020-09-16	DIC09D11H06	EPPN4_H	Hybrid	16	17	6	c17r16	65	55
2020-09-16 10:30:18	2020-09-16	DIC09D11A06	EPPN1_L	Line	16	19	6	c19r16	75	60
2020-09-16 10:30:56	2020-09-16	DIC09D11D06	EPPN4_L	Line	16	20	6	c20r16	60	50
2020-09-16 10:31:20	2020-09-16	DIC09D11B06	EPPN2_L	Line	16	21	6	c21r16	70	60
2020-09-16 10:31:57	2020-09-16	DIC09D11F06	EPPN2_H	Hybrid	16	22	6	c22r16	65	55
2020-09-16 10:32:35	2020-09-16	DIC09D11G06	EPPN3_H	Hybrid	16	23	6	c23r16	65	50
2020-09-16 10:33:13	2020-09-16	DIC09D11E06	EPPN1_H	Hybrid	16	24	6	c24r16	80	65
2020-09-16 10:34:29	2020-09-16	DIC09D11C06	EPPN3_L	Line	16	26	6	c26r16	75	65
2020-09-16 10:55:28	2020-09-16	DIC09D11H03	EPPN4_H	Hybrid	17	1	3	c1r17	75	60
2020-09-16 10:55:44	2020-09-16	DIC09D11B03	EPPN2_L	Line	17	2	3	c2r17	65	55
2020-09-16 10:55:58	2020-09-16	DIC09D11D03	EPPN4_L	Line	17	3	3	c3r17	70	60
2020-09-16 10:57:14	2020-09-16	DIC09D11A03	EPPN1_L	Line	17	5	3	c5r17	90	75
2020-09-16 10:57:52	2020-09-16	DIC09D11F03	EPPN2_H	Hybrid	17	6	3	c6r17	75	60
2020-09-16 10:58:25	2020-09-16	DIC09D11G03	EPPN3_H	Hybrid	17	7	3	c7r17	80	65
2020-09-16 11:00:18	2020-09-16	DIC09D11E03	EPPN1_H	Hybrid	17	10	3	c10r17	75	65
2020-09-16 11:00:52	2020-09-16	DIC09D11C03	EPPN3_L	Line	17	11	3	c11r17	75	60
2020-09-16 11:02:03	2020-09-16	DIC09D11I03	EPPN20_T	Line	17	13	3	c13r17	60	45
2020-09-16 11:02:41	2020-09-16	DIC09D11G04	EPPN3_H	Hybrid	17	14	4	c14r17	80	65
2020-09-16 11:03:52	2020-09-16	DIC09D11E04	EPPN1_H	Hybrid	17	16	4	c16r17	90	75
2020-09-16 11:04:30	2020-09-16	DIC09D11H04	EPPN4_H	Hybrid	17	17	4	c17r17	80	70
2020-09-16 11:05:03	2020-09-16	DIC09D11C04	EPPN3_L	Line	17	18	4	c18r17	80	65
2020-09-16 11:05:41	2020-09-16	DIC09D11D04	EPPN4_L	Line	17	19	4	c19r17	65	50
2020-09-16 11:06:18	2020-09-16	DIC09D11A04	EPPN1_L	Line	17	20	4	c20r17	75	65
2020-09-16 11:07:34	2020-09-16	DIC09D11F04	EPPN2_H	Hybrid	17	22	4	c22r17	85	75
2020-09-16 11:08:45	2020-09-16	DIC09D11I04	EPPN20_T	Line	17	24	4	c24r17	65	55
2020-09-16 11:09:23	2020-09-16	DIC09D11B04	EPPN2_L	Line	17	25	4	c25r17	55	45
2020-09-16 11:30:26	2020-09-16	DIC09D11G01	EPPN3_H	Hybrid	18	1	1	c1r18	60	50
2020-09-16 11:30:42	2020-09-16	DIC09D11C01	EPPN3_L	Line	18	2	1	c2r18	90	75
2020-09-16 11:30:57	2020-09-16	DIC09D11H01	EPPN4_H	Hybrid	18	3	1	c3r18	70	55
2020-09-16 11:32:12	2020-09-16	DIC09D11B01	EPPN2_L	Line	18	5	1	c5r18	65	55
2020-09-16 11:32:50	2020-09-16	DIC09D11A01	EPPN1_L	Line	18	6	1	c6r18	65	50
2020-09-16 11:34:40	2020-09-16	DIC09D11D01	EPPN4_L	Line	18	9	1	c9r18	60	50
2020-09-16 11:35:12	2020-09-16	DIC09D11F01	EPPN2_H	Hybrid	18	10	1	c10r18	75	65
2020-09-16 11:35:45	2020-09-16	DIC09D11E01	EPPN1_H	Hybrid	18	11	1	c11r18	85	65
2020-09-16 11:36:22	2020-09-16	DIC09D11I01	EPPN20_T	Line	18	12	1	c12r18	70	60
2020-09-16 11:37:00	2020-09-16	DIC09D11G02	EPPN3_H	Hybrid	18	13	2	c13r18	80	65
2020-09-16 11:37:38	2020-09-16	DIC09D11D02	EPPN4_L	Line	18	14	2	c14r18	75	65
2020-09-16 11:38:15	2020-09-16	DIC09D11A02	EPPN1_L	Line	18	15	2	c15r18	80	65
2020-09-16 11:40:09	2020-09-16	DIC09D11C02	EPPN3_L	Line	18	18	2	c18r18	90	75
2020-09-16 11:40:42	2020-09-16	DIC09D11I02	EPPN20_T	Line	18	19	2	c19r18	60	50
2020-09-16 11:41:16	2020-09-16	DIC09D11F02	EPPN2_H	Hybrid	18	20	2	c20r18	70	60
2020-09-16 11:42:31	2020-09-16	DIC09D11H02	EPPN4_H	Hybrid	18	22	2	c22r18	80	65
2020-09-16 11:43:09	2020-09-16	DIC09D11B02	EPPN2_L	Line	18	23	2	c23r18	55	45
2020-09-16 11:44:56	2020-09-16	DIC09D11E02	EPPN1_H	Hybrid	18	26	2	c26r18	85	65
2020-09-17 09:06:12	2020-09-17	DIC09D11G09	EPPN3_H	Hybrid	14	1	9	c1r14	90	80
2020-09-17 09:06:29	2020-09-17	DIC09D11F09	EPPN2_H	Hybrid	14	2	9	c2r14	100	85
2020-09-17 09:07:22	2020-09-17	DIC09D11C09	EPPN3_L	Line	14	5	9	c5r14	85	75
2020-09-17 09:07:43	2020-09-17	DIC09D11D09	EPPN4_L	Line	14	6	9	c6r14	0	50
2020-09-17 09:08:06	2020-09-17	DIC09D11H09	EPPN4_H	Hybrid	14	7	9	c7r14	110	100
2020-09-17 09:08:19	2020-09-17	DIC09D11E09	EPPN1_H	Hybrid	14	8	9	c8r14	105	90
2020-09-17 09:08:32	2020-09-17	DIC09D11I09	EPPN20_T	Line	14	9	9	c9r14	75	65
2020-09-17 09:08:53	2020-09-17	DIC09D11B09	EPPN2_L	Line	14	10	9	c10r14	75	65
2020-09-17 09:09:51	2020-09-17	DIC09D11A09	EPPN1_L	Line	14	13	9	c13r14	100	90
2020-09-17 09:10:12	2020-09-17	DIC09D11E10	EPPN1_H	Hybrid	14	14	10	c14r14	110	100
2020-09-17 09:10:32	2020-09-17	DIC09D11C10	EPPN3_L	Line	14	15	10	c15r14	95	85
2020-09-17 09:10:46	2020-09-17	DIC09D11B10	EPPN2_L	Line	14	16	10	c16r14	65	55
2020-09-17 09:10:59	2020-09-17	DIC09D11D10	EPPN4_L	Line	14	17	10	c17r14	70	60
2020-09-17 09:11:21	2020-09-17	DIC09D11A10	EPPN1_L	Line	14	18	10	c18r14	100	90
2020-09-17 09:11:43	2020-09-17	DIC09D11G10	EPPN3_H	Hybrid	14	19	10	c19r14	80	70
2020-09-17 09:13:07	2020-09-17	DIC09D11H10	EPPN4_H	Hybrid	14	23	10	c23r14	80	70
2020-09-17 09:13:28	2020-09-17	DIC09D11I10	EPPN20_T	Line	14	24	10	c24r14	65	55
2020-09-17 09:13:41	2020-09-17	DIC09D11F10	EPPN2_H	Hybrid	14	25	10	c25r14	85	75
2020-09-17 09:22:59	2020-09-17	DIC09D11A07	EPPN1_L	Line	15	1	7	c1r15	85	75
2020-09-17 09:23:38	2020-09-17	DIC09D11F07	EPPN2_H	Hybrid	15	3	7	c3r15	85	75
2020-09-17 09:23:54	2020-09-17	DIC09D11H07	EPPN4_H	Hybrid	15	4	7	c4r15	85	75
2020-09-17 09:24:09	2020-09-17	DIC09D11E07	EPPN1_H	Hybrid	15	5	7	c5r15	90	80
2020-09-17 09:24:43	2020-09-17	DIC09D11I07	EPPN20_T	Line	15	7	7	c7r15	75	65
2020-09-17 09:25:25	2020-09-17	DIC09D11C07	EPPN3_L	Line	15	9	7	c9r15	85	75
2020-09-17 09:26:21	2020-09-17	DIC09D11D07	EPPN4_L	Line	15	12	7	c12r15	80	70
2020-09-17 09:26:34	2020-09-17	DIC09D11B07	EPPN2_L	Line	15	13	7	c13r15	65	55
2020-09-17 09:26:55	2020-09-17	DIC09D11G07	EPPN3_H	Hybrid	15	14	7	c14r15	100	90
2020-09-17 09:27:08	2020-09-17	DIC09D11B08	EPPN2_L	Line	15	15	8	c15r15	60	50
2020-09-17 09:27:22	2020-09-17	DIC09D11F08	EPPN2_H	Hybrid	15	16	8	c16r15	90	80
2020-09-17 09:28:02	2020-09-17	DIC09D11I08	EPPN20_T	Line	15	18	8	c18r15	65	55
2020-09-17 09:28:24	2020-09-17	DIC09D11E08	EPPN1_H	Hybrid	15	19	8	c19r15	95	85
2020-09-17 09:28:44	2020-09-17	DIC09D11D08	EPPN4_L	Line	15	20	8	c20r15	70	60
2020-09-17 09:29:05	2020-09-17	DIC09D11A08	EPPN1_L	Line	15	21	8	c21r15	95	85
2020-09-17 09:29:18	2020-09-17	DIC09D11C08	EPPN3_L	Line	15	22	8	c22r15	90	80
2020-09-17 09:30:20	2020-09-17	DIC09D11H08	EPPN4_H	Hybrid	15	25	8	c25r15	80	70
2020-09-17 09:30:42	2020-09-17	DIC09D11G08	EPPN3_H	Hybrid	15	26	8	c26r15	80	70
2020-09-17 09:39:48	2020-09-17	DIC09D11D05	EPPN4_L	Line	16	1	5	c1r16	75	65
2020-09-17 09:40:27	2020-09-17	DIC09D11A05	EPPN1_L	Line	16	3	5	c3r16	80	70
2020-09-17 09:40:43	2020-09-17	DIC09D11H05	EPPN4_H	Hybrid	16	4	5	c4r16	90	80
