Date and Time,Type:,Fixture ID:,Measurement:
16/06/2021 14.01.17,Height (mm)                   ,80,"284,00"
16/06/2021 13.58.23,Height (mm)                   ,71,"240,00"
16/06/2021 13.55.30,Height (mm)                   ,62,"249,00"
16/06/2021 13.52.48,Height (mm)                   ,53,"182,00"
16/06/2021 13.49.55,Height (mm)                   ,44,"209,00"
16/06/2021 13.47.00,Height (mm)                   ,35,"238,00"
16/06/2021 13.44.06,Height (mm)                   ,26,"258,00"
16/06/2021 13.41.13,Height (mm)                   ,17,"316,00"
16/06/2021 13.39.16,Height (mm)                   ,8,"347,00"
16/06/2021 13.35.33,Height (mm)                   ,117,"233,00"
16/06/2021 13.32.40,Height (mm)                   ,108,"240,00"
16/06/2021 13.29.48,Height (mm)                   ,99,"286,00"
16/06/2021 13.26.55,Height (mm)                   ,90,"290,00"
16/06/2021 13.24.02,Height (mm)                   ,81,"233,00"
16/06/2021 13.21.11,Height (mm)                   ,72,"272,00"
16/06/2021 13.18.27,Height (mm)                   ,63,"265,00"
16/06/2021 13.15.27,Height (mm)                   ,54,"344,00"
16/06/2021 13.12.31,Height (mm)                   ,45,"192,00"
16/06/2021 13.09.38,Height (mm)                   ,36,"291,00"
16/06/2021 13.06.57,Height (mm)                   ,27,"285,00"
16/06/2021 13.04.11,Height (mm)                   ,18,"286,00"
16/06/2021 13.03.10,Height (mm)                   ,9,"276,00"
16/06/2021 11.07.13,Height (mm)                   ,109,"332,00"
16/06/2021 11.05.14,Height (mm)                   ,100,"233,00"
16/06/2021 11.03.12,Height (mm)                   ,91,"241,00"
16/06/2021 11.01.21,Height (mm)                   ,82,"298,00"
16/06/2021 10.59.32,Height (mm)                   ,73,"297,00"
16/06/2021 10.57.42,Height (mm)                   ,64,"230,00"
16/06/2021 10.55.40,Height (mm)                   ,55,"292,00"
16/06/2021 10.53.38,Height (mm)                   ,46,"311,00"
16/06/2021 10.51.38,Height (mm)                   ,37,"253,00"
16/06/2021 10.49.35,Height (mm)                   ,28,"355,00"
16/06/2021 10.47.32,Height (mm)                   ,19,"316,00"
16/06/2021 10.45.13,Height (mm)                   ,10,"232,00"
16/06/2021 10.43.45,Height (mm)                   ,1,"219,00"
16/06/2021 10.40.51,Height (mm)                   ,110,"258,00"
16/06/2021 10.38.50,Height (mm)                   ,101,"296,00"
16/06/2021 10.36.47,Height (mm)                   ,92,"214,00"
16/06/2021 10.34.59,Height (mm)                   ,83,"291,00"
16/06/2021 10.33.09,Height (mm)                   ,74,"334,00"
16/06/2021 10.31.18,Height (mm)                   ,65,"290,00"
16/06/2021 10.29.16,Height (mm)                   ,56,"237,00"
16/06/2021 10.27.14,Height (mm)                   ,47,"266,00"
16/06/2021 10.25.12,Height (mm)                   ,38,"143,00"
16/06/2021 10.23.10,Height (mm)                   ,29,"278,00"
16/06/2021 10.21.21,Height (mm)                   ,20,"232,00"
16/06/2021 10.19.02,Height (mm)                   ,11,"277,00"
16/06/2021 10.17.34,Height (mm)                   ,2,"257,00"
16/06/2021 10.14.39,Height (mm)                   ,111,"275,00"
16/06/2021 10.12.39,Height (mm)                   ,102,"282,00"
16/06/2021 10.10.37,Height (mm)                   ,93,"194,00"
16/06/2021 10.08.35,Height (mm)                   ,84,"228,00"
16/06/2021 10.06.33,Height (mm)                   ,75,"243,00"
16/06/2021 10.04.32,Height (mm)                   ,66,"308,00"
16/06/2021 10.02.29,Height (mm)                   ,57,"294,00"
16/06/2021 10.00.25,Height (mm)                   ,48,"327,00"
16/06/2021 09.58.24,Height (mm)                   ,39,"258,00"
16/06/2021 09.56.22,Height (mm)                   ,30,"243,00"
16/06/2021 09.54.21,Height (mm)                   ,21,"213,00"
16/06/2021 09.52.00,Height (mm)                   ,12,"293,00"
16/06/2021 09.50.33,Height (mm)                   ,3,"258,00"
16/06/2021 09.47.39,Height (mm)                   ,112,"246,00"
16/06/2021 09.45.38,Height (mm)                   ,103,"298,00"
16/06/2021 09.43.50,Height (mm)                   ,94,"210,00"
16/06/2021 09.41.47,Height (mm)                   ,85,"192,00"
16/06/2021 09.39.46,Height (mm)                   ,76,"254,00"
16/06/2021 09.37.42,Height (mm)                   ,67,"296,00"
16/06/2021 09.35.53,Height (mm)                   ,58,"234,00"
16/06/2021 09.34.03,Height (mm)                   ,49,"257,00"
16/06/2021 09.32.02,Height (mm)                   ,40,"297,00"
16/06/2021 09.30.00,Height (mm)                   ,31,"298,00"
16/06/2021 09.27.59,Height (mm)                   ,22,"330,00"
16/06/2021 09.25.39,Height (mm)                   ,13,"280,00"
16/06/2021 09.24.11,Height (mm)                   ,4,"233,00"
16/06/2021 09.21.16,Height (mm)                   ,113,"233,00"
16/06/2021 09.19.14,Height (mm)                   ,104,"276,00"
16/06/2021 09.17.15,Height (mm)                   ,95,"334,00"
16/06/2021 09.15.11,Height (mm)                   ,86,"222,00"
16/06/2021 09.13.20,Height (mm)                   ,77,"263,00"
16/06/2021 09.11.31,Height (mm)                   ,68,"213,00"
16/06/2021 09.09.30,Height (mm)                   ,59,"223,00"
16/06/2021 09.07.39,Height (mm)                   ,50,"268,00"
16/06/2021 09.05.49,Height (mm)                   ,41,"267,00"
16/06/2021 09.04.01,Height (mm)                   ,32,"345,00"
16/06/2021 09.01.57,Height (mm)                   ,23,"184,00"
16/06/2021 08.59.39,Height (mm)                   ,14,"237,00"
16/06/2021 08.58.09,Height (mm)                   ,5,"321,00"
16/06/2021 08.55.14,Height (mm)                   ,114,"250,00"
16/06/2021 08.53.15,Height (mm)                   ,105,"218,00"
16/06/2021 08.51.14,Height (mm)                   ,96,"263,00"
16/06/2021 08.49.25,Height (mm)                   ,87,"304,00"
16/06/2021 08.47.23,Height (mm)                   ,78,"367,00"
16/06/2021 08.45.20,Height (mm)                   ,69,"250,00"
16/06/2021 08.43.19,Height (mm)                   ,60,"338,00"
16/06/2021 08.41.15,Height (mm)                   ,51,"354,00"
16/06/2021 08.39.14,Height (mm)                   ,42,"269,00"
16/06/2021 08.37.12,Height (mm)                   ,33,"261,00"
16/06/2021 08.35.22,Height (mm)                   ,24,"214,00"
16/06/2021 08.33.02,Height (mm)                   ,15,"233,00"
16/06/2021 08.31.36,Height (mm)                   ,6,"213,00"
16/06/2021 08.28.39,Height (mm)                   ,115,"214,00"
16/06/2021 08.26.53,Height (mm)                   ,106,"240,00"
16/06/2021 08.25.04,Height (mm)                   ,97,"325,00"
16/06/2021 08.23.01,Height (mm)                   ,88,"296,00"
16/06/2021 08.21.00,Height (mm)                   ,79,"141,00"
16/06/2021 08.18.57,Height (mm)                   ,70,"238,00"
16/06/2021 08.16.56,Height (mm)                   ,61,"280,00"
16/06/2021 08.15.05,Height (mm)                   ,52,"280,00"
16/06/2021 08.13.02,Height (mm)                   ,43,"293,00"
16/06/2021 08.11.02,Height (mm)                   ,34,"247,00"
16/06/2021 08.08.59,Height (mm)                   ,25,"319,00"
16/06/2021 08.06.40,Height (mm)                   ,16,"322,00"
16/06/2021 08.05.14,Height (mm)                   ,7,"219,00"
16/06/2021 08.02.16,Height (mm)                   ,116,"210,00"
16/06/2021 08.00.18,Height (mm)                   ,107,"346,00"
16/06/2021 07.58.16,Height (mm)                   ,98,"326,00"
16/06/2021 07.56.14,Height (mm)                   ,89,"215,00"
16/06/2021 07.54.12,Height (mm)                   ,80,"271,00"
16/06/2021 07.52.23,Height (mm)                   ,71,"232,00"
16/06/2021 07.50.35,Height (mm)                   ,62,"235,00"
16/06/2021 07.48.44,Height (mm)                   ,53,"174,00"
16/06/2021 07.46.42,Height (mm)                   ,44,"209,00"
16/06/2021 07.44.39,Height (mm)                   ,35,"248,00"
16/06/2021 07.42.39,Height (mm)                   ,26,"257,00"
16/06/2021 07.40.19,Height (mm)                   ,17,"299,00"
16/06/2021 07.38.52,Height (mm)                   ,8,"335,00"
16/06/2021 07.35.56,Height (mm)                   ,117,"223,00"
16/06/2021 07.33.56,Height (mm)                   ,108,"243,00"
16/06/2021 07.31.55,Height (mm)                   ,99,"276,00"
16/06/2021 07.29.53,Height (mm)                   ,90,"268,00"
16/06/2021 07.27.50,Height (mm)                   ,81,"244,00"
16/06/2021 07.25.48,Height (mm)                   ,72,"260,00"
16/06/2021 07.23.47,Height (mm)                   ,63,"242,00"
16/06/2021 07.21.46,Height (mm)                   ,54,"337,00"
16/06/2021 07.19.42,Height (mm)                   ,45,"204,00"
16/06/2021 07.17.42,Height (mm)                   ,36,"280,00"
16/06/2021 07.15.52,Height (mm)                   ,27,"292,00"
16/06/2021 07.14.14,Height (mm)                   ,18,"278,00"
16/06/2021 07.13.17,Height (mm)                   ,9,"256,00"
15/06/2021 17.18.26,Height (mm)                   ,109,"327,00"
15/06/2021 17.16.38,Height (mm)                   ,100,"223,00"
15/06/2021 17.14.47,Height (mm)                   ,91,"223,00"
15/06/2021 17.12.58,Height (mm)                   ,82,"278,00"
15/06/2021 17.10.58,Height (mm)                   ,73,"267,00"
15/06/2021 17.09.09,Height (mm)                   ,64,"217,00"
15/06/2021 17.07.06,Height (mm)                   ,55,"283,00"
15/06/2021 17.05.03,Height (mm)                   ,46,"321,00"
15/06/2021 17.03.16,Height (mm)                   ,37,"229,00"
15/06/2021 17.01.12,Height (mm)                   ,28,"320,00"
15/06/2021 16.59.12,Height (mm)                   ,19,"285,00"
15/06/2021 16.56.51,Height (mm)                   ,10,"229,00"
15/06/2021 16.55.24,Height (mm)                   ,1,"201,00"
15/06/2021 16.52.30,Height (mm)                   ,110,"224,00"
15/06/2021 16.50.31,Height (mm)                   ,101,"248,00"
15/06/2021 16.48.26,Height (mm)                   ,92,"199,00"
15/06/2021 16.46.24,Height (mm)                   ,83,"260,00"
15/06/2021 16.44.22,Height (mm)                   ,74,"278,00"
15/06/2021 16.42.33,Height (mm)                   ,65,"309,00"
15/06/2021 16.40.42,Height (mm)                   ,56,"216,00"
15/06/2021 16.38.40,Height (mm)                   ,47,"240,00"
15/06/2021 16.36.53,Height (mm)                   ,38,"140,00"
15/06/2021 16.34.51,Height (mm)                   ,29,"259,00"
15/06/2021 16.32.49,Height (mm)                   ,20,"203,00"
15/06/2021 16.30.30,Height (mm)                   ,11,"241,00"
15/06/2021 16.29.01,Height (mm)                   ,2,"243,00"
15/06/2021 16.26.07,Height (mm)                   ,111,"257,00"
15/06/2021 16.24.06,Height (mm)                   ,102,"240,00"
15/06/2021 16.22.16,Height (mm)                   ,93,"173,00"
15/06/2021 16.20.14,Height (mm)                   ,84,"220,00"
15/06/2021 16.18.24,Height (mm)                   ,75,"225,00"
15/06/2021 16.16.24,Height (mm)                   ,66,"277,00"
15/06/2021 16.14.20,Height (mm)                   ,57,"267,00"
15/06/2021 16.12.18,Height (mm)                   ,48,"297,00"
15/06/2021 16.10.16,Height (mm)                   ,39,"231,00"
15/06/2021 16.08.26,Height (mm)                   ,30,"254,00"
15/06/2021 16.06.25,Height (mm)                   ,21,"184,00"
15/06/2021 16.04.05,Height (mm)                   ,12,"274,00"
15/06/2021 16.02.36,Height (mm)                   ,3,"266,00"
15/06/2021 15.59.44,Height (mm)                   ,112,"217,00"
15/06/2021 15.57.44,Height (mm)                   ,103,"286,00"
15/06/2021 15.55.43,Height (mm)                   ,94,"215,00"
15/06/2021 15.53.40,Height (mm)                   ,85,"172,00"
15/06/2021 15.51.39,Height (mm)                   ,76,"266,00"
15/06/2021 15.49.36,Height (mm)                   ,67,"261,00"
15/06/2021 15.47.34,Height (mm)                   ,58,"222,00"
15/06/2021 15.45.31,Height (mm)                   ,49,"217,00"
15/06/2021 15.43.42,Height (mm)                   ,40,"262,00"
15/06/2021 15.41.40,Height (mm)                   ,31,"307,00"
15/06/2021 15.39.38,Height (mm)                   ,22,"304,00"
15/06/2021 15.37.17,Height (mm)                   ,13,"254,00"
15/06/2021 15.35.50,Height (mm)                   ,4,"209,00"
15/06/2021 15.32.54,Height (mm)                   ,113,"196,00"
15/06/2021 15.30.56,Height (mm)                   ,104,"248,00"
15/06/2021 15.28.54,Height (mm)                   ,95,"293,00"
15/06/2021 15.26.50,Height (mm)                   ,86,"192,00"
15/06/2021 15.24.48,Height (mm)                   ,77,"297,00"
15/06/2021 15.22.47,Height (mm)                   ,68,"223,00"
15/06/2021 15.20.45,Height (mm)                   ,59,"189,00"
15/06/2021 15.18.43,Height (mm)                   ,50,"278,00"
15/06/2021 15.16.41,Height (mm)                   ,41,"252,00"
15/06/2021 15.14.51,Height (mm)                   ,32,"329,00"
15/06/2021 15.13.01,Height (mm)                   ,23,"181,00"
15/06/2021 15.10.42,Height (mm)                   ,14,"238,00"
15/06/2021 15.09.14,Height (mm)                   ,5,"284,00"
15/06/2021 15.06.20,Height (mm)                   ,114,"230,00"
15/06/2021 15.04.20,Height (mm)                   ,105,"207,00"
15/06/2021 15.02.29,Height (mm)                   ,96,"239,00"
15/06/2021 15.00.28,Height (mm)                   ,87,"299,00"
15/06/2021 14.58.26,Height (mm)                   ,78,"320,00"
15/06/2021 14.56.36,Height (mm)                   ,69,"220,00"
15/06/2021 14.54.32,Height (mm)                   ,60,"299,00"
15/06/2021 14.52.43,Height (mm)                   ,51,"331,00"
15/06/2021 14.50.42,Height (mm)                   ,42,"217,00"
15/06/2021 14.48.39,Height (mm)                   ,33,"239,00"
15/06/2021 14.46.50,Height (mm)                   ,24,"232,00"
15/06/2021 14.44.31,Height (mm)                   ,15,"208,00"
15/06/2021 14.43.03,Height (mm)                   ,6,"221,00"
15/06/2021 14.40.09,Height (mm)                   ,115,"211,00"
15/06/2021 14.38.07,Height (mm)                   ,106,"202,00"
15/06/2021 14.36.17,Height (mm)                   ,97,"265,00"
15/06/2021 14.34.27,Height (mm)                   ,88,"275,00"
15/06/2021 14.32.27,Height (mm)                   ,79,"139,00"
15/06/2021 14.30.25,Height (mm)                   ,70,"228,00"
15/06/2021 14.28.22,Height (mm)                   ,61,"231,00"
15/06/2021 14.26.20,Height (mm)                   ,52,"264,00"
15/06/2021 14.24.19,Height (mm)                   ,43,"285,00"
15/06/2021 14.22.18,Height (mm)                   ,34,"237,00"
15/06/2021 14.20.16,Height (mm)                   ,25,"299,00"
15/06/2021 14.17.56,Height (mm)                   ,16,"294,00"
15/06/2021 14.16.27,Height (mm)                   ,7,"202,00"
15/06/2021 14.13.34,Height (mm)                   ,116,"231,00"
15/06/2021 14.11.33,Height (mm)                   ,107,"329,00"
15/06/2021 14.09.31,Height (mm)                   ,98,"279,00"
15/06/2021 14.07.28,Height (mm)                   ,89,"209,00"
15/06/2021 14.05.27,Height (mm)                   ,80,"241,00"
15/06/2021 14.03.38,Height (mm)                   ,71,"213,00"
15/06/2021 14.01.48,Height (mm)                   ,62,"201,00"
15/06/2021 14.00.00,Height (mm)                   ,53,"146,00"
15/06/2021 13.57.57,Height (mm)                   ,44,"199,00"
15/06/2021 13.55.56,Height (mm)                   ,35,"234,00"
15/06/2021 13.54.07,Height (mm)                   ,26,"235,00"
15/06/2021 13.51.47,Height (mm)                   ,17,"254,00"
15/06/2021 13.50.18,Height (mm)                   ,8,"306,00"
15/06/2021 13.47.24,Height (mm)                   ,117,"263,00"
15/06/2021 13.45.37,Height (mm)                   ,108,"235,00"
15/06/2021 13.43.47,Height (mm)                   ,99,"274,00"
15/06/2021 13.41.57,Height (mm)                   ,90,"216,00"
15/06/2021 13.39.55,Height (mm)                   ,81,"229,00"
15/06/2021 13.37.53,Height (mm)                   ,72,"227,00"
15/06/2021 13.35.51,Height (mm)                   ,63,"241,00"
15/06/2021 13.34.02,Height (mm)                   ,54,"314,00"
15/06/2021 13.32.07,Height (mm)                   ,45,"176,00"
15/06/2021 13.09.23,Height (mm)                   ,36,"245,00"
15/06/2021 13.06.34,Height (mm)                   ,27,"276,00"
15/06/2021 13.03.50,Height (mm)                   ,18,"235,00"
15/06/2021 13.03.00,Height (mm)                   ,9,"199,00"
15/06/2021 12.25.10,Height (mm)                   ,109,"319,00"
15/06/2021 12.22.23,Height (mm)                   ,100,"214,00"
15/06/2021 12.19.35,Height (mm)                   ,91,"211,00"
15/06/2021 12.16.48,Height (mm)                   ,82,"278,00"
15/06/2021 12.14.00,Height (mm)                   ,73,"270,00"
15/06/2021 12.11.14,Height (mm)                   ,64,"210,00"
15/06/2021 12.08.26,Height (mm)                   ,55,"282,00"
15/06/2021 12.05.37,Height (mm)                   ,46,"308,00"
