date	sample_Name	trait	Scale_name	raw_value	OutLier	Corrected_Value
2019-12-05	PLAT015_U4L14R17_193_RT_5664_1pl_EPPN2020_3H_Prel04	Shoot_dry_biomass	g	0.1254	NA	NA
2019-12-05	PLAT015_U4L14R18_194_RT_5386_1pl_EPPN2020_1H_Prel04	Shoot_dry_biomass	g	0.345	NA	NA
2019-12-05	PLAT015_U4L14R19_195_RT_5219_1pl_EPPN2020_8L_Prel04	Shoot_dry_biomass	g	0.1989	NA	NA
2019-12-05	PLAT015_U4L14R20_196_RT_5321_1pl_EPPN2020_15H_Prel04	Shoot_dry_biomass	g	0.2917	NA	NA
2019-12-05	PLAT015_U4L14R21_197_RT_5061_1pl_EPPN2020_5L_Prel04	Shoot_dry_biomass	g	0.1601	NA	NA
2019-12-05	PLAT015_U4L14R22_198_RT_5831_1pl_EPPN2020_15L_Prel04	Shoot_dry_biomass	g	NA	NA	NA
2019-12-05	PLAT015_U4L13R1_199_RT_5426_1pl_EPPN2020_1H_Prel04	Shoot_dry_biomass	g	0.1609	NA	NA
2019-12-05	PLAT015_U4L13R2_200_RT_6112_1pl_EPPN2020_15L_Prel04	Shoot_dry_biomass	g	0.1515	NA	NA
2019-12-05	PLAT015_U4L13R3_201_RT_6184_1pl_EPPN2020_9L_Prel04	Shoot_dry_biomass	g	0.1531	NA	NA
2019-12-05	PLAT015_U4L13R4_202_RT_5611_1pl_EPPN2020_4L_Prel04	Shoot_dry_biomass	g	0.0695	NA	NA
2019-12-05	PLAT015_U4L13R5_203_RT_5961_1pl_EPPN2020_12H_Prel04	Shoot_dry_biomass	g	0.1861	NA	NA
2019-12-05	PLAT015_U4L13R6_204_RT_5725_1pl_EPPN2020_11L_Prel04	Shoot_dry_biomass	g	0.1562	NA	NA
2019-12-05	PLAT015_U4L13R7_205_RT_5590_1pl_EPPN2020_15H_Prel04	Shoot_dry_biomass	g	0.1711	NA	NA
2019-12-05	PLAT015_U4L13R8_206_RT_6098_1pl_EPPN2020_14H_Prel04	Shoot_dry_biomass	g	0.1929	NA	NA
2019-12-05	PLAT015_U4L13R9_207_RT_5422_1pl_EPPN2020_3L_Prel04	Shoot_dry_biomass	g	0.0912	NA	NA
2019-12-05	PLAT015_U4L13R10_208_RT_5292_1pl_EPPN2020_5H_Prel04	Shoot_dry_biomass	g	0.4321	NA	NA
2019-12-05	PLAT015_U4L13R11_209_RT_5275_1pl_EPPN2020_10L_Prel04	Shoot_dry_biomass	g	0.33	NA	NA
2019-12-05	PLAT015_U4L13R12_210_RT_5355_1pl_EPPN2020_5L_Prel04	Shoot_dry_biomass	g	0.2309	NA	NA
2019-12-05	PLAT015_U4L13R13_211_RT_5685_1pl_EPPN2020_10H_Prel04	Shoot_dry_biomass	g	0.4072	NA	NA
2019-12-05	PLAT015_U4L13R14_212_RT_5877_1pl_EPPN2020_24T_Prel04	Shoot_dry_biomass	g	0.1481	NA	NA
2019-12-05	PLAT015_U4L13R15_213_RT_5855_1pl_EPPN2020_8H_Prel04	Shoot_dry_biomass	g	0.3744	NA	NA
2019-12-05	PLAT015_U4L13R16_214_RT_5456_1pl_EPPN2020_4H_Prel04	Shoot_dry_biomass	g	0.2721	NA	NA
2019-12-05	PLAT015_U4L13R17_215_RT_5448_1pl_EPPN2020_20T_Prel04	Shoot_dry_biomass	g	0.2069	NA	NA
2019-12-05	PLAT015_U4L13R18_216_RT_5471_1pl_EPPN2020_23T_Prel04	Shoot_dry_biomass	g	0.4058	NA	NA
2019-12-05	PLAT015_U4L13R19_217_RT_6138_1pl_EPPN2020_7H_Prel04	Shoot_dry_biomass	g	0.2077	NA	NA
2019-12-05	PLAT015_U4L13R20_218_RT_5033_1pl_EPPN2020_12L_Prel04	Shoot_dry_biomass	g	0.1575	NA	NA
2019-12-05	PLAT015_U4L13R21_219_RT_5839_1pl_EPPN2020_7L_Prel04	Shoot_dry_biomass	g	0.2071	NA	NA
2019-12-05	PLAT015_U4L13R22_220_RT_6051_1pl_EPPN2020_3H_Prel04	Shoot_dry_biomass	g	0.2541	NA	NA
2019-12-05	PLAT015_U4L12R1_221_RT_5257_1pl_EPPN2020_24T_Prel04	Shoot_dry_biomass	g	0.1269	NA	NA
2019-12-05	PLAT015_U4L12R2_222_RT_5450_1pl_EPPN2020_13H_Prel04	Shoot_dry_biomass	g	0.231	NA	NA
2019-12-05	PLAT015_U4L12R3_223_RT_6099_1pl_EPPN2020_8L_Prel04	Shoot_dry_biomass	g	0.1309	NA	NA
2019-12-05	PLAT015_U4L12R4_224_RT_5970_1pl_EPPN2020_7H_Prel04	Shoot_dry_biomass	g	0.149	NA	NA
2019-12-05	PLAT015_U4L12R5_225_RT_5223_1pl_EPPN2020_13L_Prel04	Shoot_dry_biomass	g	0.0289	NA	NA
2019-12-05	PLAT015_U4L12R6_226_RT_6046_1pl_EPPN2020_2L_Prel04	Shoot_dry_biomass	g	0.1671	NA	NA
2019-12-05	PLAT015_U4L12R7_227_RT_5058_1pl_EPPN2020_2H_Prel04	Shoot_dry_biomass	g	0.2349	NA	NA
2019-12-05	PLAT015_U4L12R8_228_RT_5901_1pl_EPPN2020_4H_Prel04	Shoot_dry_biomass	g	0.1444	NA	NA
2019-12-05	PLAT015_U4L12R9_229_RT_5731_1pl_EPPN2020_23T_Prel04	Shoot_dry_biomass	g	0.3435	NA	NA
2019-12-05	PLAT015_U4L12R10_230_RT_5986_1pl_EPPN2020_10H_Prel04	Shoot_dry_biomass	g	0.3589	NA	NA
2019-12-05	PLAT015_U4L12R11_231_RT_5499_1pl_EPPN2020_20T_Prel04	Shoot_dry_biomass	g	0.1953	NA	NA
2019-12-05	PLAT015_U4L12R12_232_RT_5124_1pl_EPPN2020_15L_Prel04	Shoot_dry_biomass	g	0.2001	NA	NA
2019-12-05	PLAT015_U4L12R13_233_RT_6023_1pl_EPPN2020_6L_Prel04	Shoot_dry_biomass	g	0.1739	NA	NA
2019-12-05	PLAT015_U4L12R14_234_RT_6076_1pl_EPPN2020_14H_Prel04	Shoot_dry_biomass	g	0.2694	NA	NA
2019-12-05	PLAT015_U4L12R15_235_RT_5152_1pl_EPPN2020_6H_Prel04	Shoot_dry_biomass	g	0.4368	NA	NA
2019-12-05	PLAT015_U4L12R16_236_RT_5636_1pl_EPPN2020_3L_Prel04	Shoot_dry_biomass	g	0.2271	NA	NA
2019-12-05	PLAT015_U4L12R17_237_RT_6113_1pl_EPPN2020_14L_Prel04	Shoot_dry_biomass	g	0.0612	NA	NA
2019-12-05	PLAT015_U4L12R18_238_RT_5001_1pl_EPPN2020_5H_Prel04	Shoot_dry_biomass	g	0.4669	NA	NA
2019-12-05	PLAT015_U4L12R19_239_RT_5771_1pl_EPPN2020_9H_Prel04	Shoot_dry_biomass	g	0.305	NA	NA
2019-12-05	PLAT015_U4L12R20_240_RT_5826_1pl_EPPN2020_9L_Prel04	Shoot_dry_biomass	g	0.2781	NA	NA
2019-12-05	PLAT015_U4L12R21_241_RT_5815_1pl_EPPN2020_1L_Prel04	Shoot_dry_biomass	g	0.2201	NA	NA
2019-12-05	PLAT015_U4L12R22_242_RT_5738_1pl_EPPN2020_11H_Prel04	Shoot_dry_biomass	g	0.2942	NA	NA
2019-12-05	PLAT015_U4L11R1_243_RT_5916_1pl_EPPN2020_3H_Prel04	Shoot_dry_biomass	g	0.1308	NA	NA
2019-12-05	PLAT015_U4L11R2_244_RT_5458_1pl_EPPN2020_12L_Prel04	Shoot_dry_biomass	g	0.1224	NA	NA
2019-12-05	PLAT015_U4L11R3_245_RT_6187_1pl_EPPN2020_5L_Prel04	Shoot_dry_biomass	g	0.078	NA	NA
2019-12-05	PLAT015_U4L11R4_246_RT_5322_1pl_EPPN2020_7L_Prel04	Shoot_dry_biomass	g	0.0827	NA	NA
2019-12-05	PLAT015_U4L11R5_247_RT_6198_1pl_EPPN2020_6H_Prel04	Shoot_dry_biomass	g	0.2903	NA	NA
2019-12-05	PLAT015_U4L11R6_248_RT_5317_1pl_EPPN2020_14L_Prel04	Shoot_dry_biomass	g	0.0129	NA	NA
2019-12-05	PLAT015_U4L11R7_249_RT_5400_1pl_EPPN2020_6L_Prel04	Shoot_dry_biomass	g	0.1604	NA	NA
2019-12-05	PLAT015_U4L11R8_250_RT_5334_1pl_EPPN2020_8H_Prel04	Shoot_dry_biomass	g	0.4266	NA	NA
2019-12-05	PLAT015_U4L11R9_251_RT_5759_1pl_EPPN2020_9H_Prel04	Shoot_dry_biomass	g	0.2727	NA	NA
2019-12-05	PLAT015_U4L11R10_252_RT_5221_1pl_EPPN2020_11H_Prel04	Shoot_dry_biomass	g	0.4263	NA	NA
2019-12-05	PLAT015_U4L11R11_253_RT_5014_1pl_EPPN2020_1L_Prel04	Shoot_dry_biomass	g	0.1364	NA	NA
2019-12-05	PLAT015_U4L11R12_254_RT_5632_1pl_EPPN2020_11L_Prel04	Shoot_dry_biomass	g	0.1509	NA	NA
2019-12-05	PLAT015_U4L11R13_255_RT_5935_1pl_EPPN2020_10L_Prel04	Shoot_dry_biomass	g	0.2171	NA	NA
2019-12-05	PLAT015_U4L11R14_256_RT_5767_1pl_EPPN2020_4L_Prel04	Shoot_dry_biomass	g	0.2266	NA	NA
2019-12-05	PLAT015_U4L11R15_257_RT_5084_1pl_EPPN2020_1H_Prel04	Shoot_dry_biomass	g	0.3	NA	NA
2019-12-05	PLAT015_U4L11R16_258_RT_5976_1pl_EPPN2020_12H_Prel04	Shoot_dry_biomass	g	0.2989	NA	NA
2019-12-05	PLAT015_U4L11R17_259_RT_5310_1pl_EPPN2020_13L_Prel04	Shoot_dry_biomass	g	0.0983	NA	NA
2019-12-05	PLAT015_U4L11R18_260_RT_6183_1pl_EPPN2020_8L_Prel04	Shoot_dry_biomass	g	0.1829	NA	NA
2019-12-05	PLAT015_U4L11R19_261_RT_5813_1pl_EPPN2020_13H_Prel04	Shoot_dry_biomass	g	0.4146	NA	NA
2019-12-05	PLAT015_U4L11R20_262_RT_5047_1pl_EPPN2020_2L_Prel04	Shoot_dry_biomass	g	0.2068	NA	NA
2019-12-05	PLAT015_U4L11R21_263_RT_5476_1pl_EPPN2020_15H_Prel04	Shoot_dry_biomass	g	0.1551	NA	NA
2019-12-05	PLAT015_U4L11R22_264_RT_5519_1pl_EPPN2020_2H_Prel04	Shoot_dry_biomass	g	0.2114	NA	NA
2019-12-05	PLAT015_U4L10R1_265_RT_5086_1pl_EPPN2020_4L_Prel04	Shoot_dry_biomass	g	0.0565	NA	NA
2019-12-05	PLAT015_U4L10R2_266_RT_6001_1pl_EPPN2020_20T_Prel04	Shoot_dry_biomass	g	0.0483	NA	NA
2019-12-05	PLAT015_U4L10R3_267_RT_5462_1pl_EPPN2020_1H_Prel04	Shoot_dry_biomass	g	0.1727	NA	NA
2019-12-05	PLAT015_U4L10R4_268_RT_6194_1pl_EPPN2020_11H_Prel04	Shoot_dry_biomass	g	0.3425	NA	NA
2019-12-05	PLAT015_U4L10R5_269_RT_5904_1pl_EPPN2020_23T_Prel04	Shoot_dry_biomass	g	0.3182	NA	NA
2019-12-05	PLAT015_U4L10R6_270_RT_5507_1pl_EPPN2020_5H_Prel04	Shoot_dry_biomass	g	0.3621	NA	NA
2019-12-05	PLAT015_U4L10R7_271_RT_5191_1pl_EPPN2020_7L_Prel04	Shoot_dry_biomass	g	0.1655	NA	NA
2019-12-05	PLAT015_U4L10R8_272_RT_6149_1pl_EPPN2020_3L_Prel04	Shoot_dry_biomass	g	0.199	NA	NA
2019-12-05	PLAT015_U4L10R9_273_RT_6034_1pl_EPPN2020_6H_Prel04	Shoot_dry_biomass	g	0.3548	NA	NA
2019-12-05	PLAT015_U4L10R10_274_RT_5944_1pl_EPPN2020_14L_Prel04	Shoot_dry_biomass	g	0.01883	NA	NA
2019-12-05	PLAT015_U4L10R11_275_RT_6156_1pl_EPPN2020_2L_Prel04	Shoot_dry_biomass	g	0.2307	NA	NA
2019-12-05	PLAT015_U4L10R12_276_RT_5192_1pl_EPPN2020_4H_Prel04	Shoot_dry_biomass	g	0.3012	NA	NA
2019-12-05	PLAT015_U4L10R13_277_RT_5411_1pl_EPPN2020_15H_Prel04	Shoot_dry_biomass	g	0.2059	NA	NA
2019-12-05	PLAT015_U4L10R14_278_RT_6115_1pl_EPPN2020_9H_Prel04	Shoot_dry_biomass	g	0.4011	NA	NA
2019-12-05	PLAT015_U4L10R15_279_RT_5265_1pl_EPPN2020_8L_Prel04	Shoot_dry_biomass	g	0.2035	NA	NA
2019-12-05	PLAT015_U4L10R16_280_RT_5710_1pl_EPPN2020_2H_Prel04	Shoot_dry_biomass	g	0.235	NA	NA
2019-12-05	PLAT015_U4L10R17_281_RT_5030_1pl_EPPN2020_15L_Prel04	Shoot_dry_biomass	g	0.2821	NA	NA
2019-12-05	PLAT015_U4L10R18_282_RT_5888_1pl_EPPN2020_14H_Prel04	Shoot_dry_biomass	g	0.2721	NA	NA
2019-12-05	PLAT015_U4L10R19_283_RT_6125_1pl_EPPN2020_1L_Prel04	Shoot_dry_biomass	g	0.1947	NA	NA
2019-12-05	PLAT015_U4L10R20_284_RT_6058_1pl_EPPN2020_10H_Prel04	Shoot_dry_biomass	g	0.3638	NA	NA
2019-12-05	PLAT015_U4L10R21_285_RT_5029_1pl_EPPN2020_12H_Prel04	Shoot_dry_biomass	g	0.2687	NA	NA
2019-12-05	PLAT015_U4L10R22_286_RT_5393_1pl_EPPN2020_12L_Prel04	Shoot_dry_biomass	g	0.0116	NA	NA
2019-12-05	PLAT015_U4L9R1_287_RT_5652_1pl_EPPN2020_6L_Prel04	Shoot_dry_biomass	g	0.1611	NA	NA
2019-12-05	PLAT015_U4L9R2_288_RT_5540_1pl_EPPN2020_11L_Prel04	Shoot_dry_biomass	g	0.0281	NA	NA
2019-12-05	PLAT015_U4L9R3_289_RT_5809_1pl_EPPN2020_4H_Prel04	Shoot_dry_biomass	g	0.1637	NA	NA
2019-12-05	PLAT015_U4L9R4_290_RT_5589_1pl_EPPN2020_8L_Prel04	Shoot_dry_biomass	g	0.0933	NA	NA
2019-12-05	PLAT015_U4L9R5_291_RT_5283_1pl_EPPN2020_9L_Prel04	Shoot_dry_biomass	g	0.1616	NA	NA
2019-12-05	PLAT015_U4L9R6_292_RT_5592_1pl_EPPN2020_15L_Prel04	Shoot_dry_biomass	g	0.1745	NA	NA
2019-12-05	PLAT015_U4L9R7_293_RT_6196_1pl_EPPN2020_13L_Prel04	Shoot_dry_biomass	g	0.0631	NA	NA
2019-12-05	PLAT015_U4L9R8_294_RT_5872_1pl_EPPN2020_1L_Prel04	Shoot_dry_biomass	g	0.1565	NA	NA
2019-12-05	PLAT015_U4L9R9_295_RT_6071_1pl_EPPN2020_13H_Prel04	Shoot_dry_biomass	g	0.3174	NA	NA
2019-12-05	PLAT015_U4L9R10_296_RT_6039_1pl_EPPN2020_7H_Prel04	Shoot_dry_biomass	g	0.3923	NA	NA
2019-12-05	PLAT015_U4L9R11_297_RT_5382_1pl_EPPN2020_8H_Prel04	Shoot_dry_biomass	g	0.391	NA	NA
2019-12-05	PLAT015_U4L9R12_298_RT_5588_1pl_EPPN2020_5H_Prel04	Shoot_dry_biomass	g	0.2639	NA	NA
2019-12-05	PLAT015_U4L9R13_299_RT_6005_1pl_EPPN2020_20T_Prel04	Shoot_dry_biomass	g	0.0962	NA	NA
2019-12-05	PLAT015_U4L9R14_300_RT_6083_1pl_EPPN2020_3H_Prel04	Shoot_dry_biomass	g	0.2029	NA	NA
2019-12-05	PLAT015_U4L9R15_301_RT_5765_1pl_EPPN2020_10L_Prel04	Shoot_dry_biomass	g	0.1898	NA	NA
2019-12-05	PLAT015_U4L9R16_302_RT_5020_1pl_EPPN2020_23T_Prel04	Shoot_dry_biomass	g	0.2036	NA	NA
2019-12-05	PLAT015_U4L9R17_303_RT_6179_1pl_EPPN2020_2L_Prel04	Shoot_dry_biomass	g	0.1881	NA	NA
2019-12-05	PLAT015_U4L9R18_304_RT_5560_1pl_EPPN2020_14L_Prel04	Shoot_dry_biomass	g	0.0699	NA	NA
2019-12-05	PLAT015_U4L9R19_305_RT_5799_1pl_EPPN2020_24T_Prel04	Shoot_dry_biomass	g	0.1856	NA	NA
2019-12-05	PLAT015_U4L9R20_306_RT_6180_1pl_EPPN2020_7L_Prel04	Shoot_dry_biomass	g	0.1517	NA	NA
2019-12-05	PLAT015_U4L9R21_307_RT_5566_1pl_EPPN2020_6H_Prel04	Shoot_dry_biomass	g	0.3345	NA	NA
2019-12-05	PLAT015_U4L9R22_308_RT_6141_1pl_EPPN2020_5L_Prel04	Shoot_dry_biomass	g	0.1229	NA	NA
2019-12-05	PLAT015_U4L8R1_309_RT_5392_1pl_EPPN2020_14H_Prel04	Shoot_dry_biomass	g	0.1549	NA	NA
2019-12-05	PLAT015_U4L8R2_310_RT_5843_1pl_EPPN2020_5L_Prel04	Shoot_dry_biomass	g	0.0639	NA	NA
2019-12-05	PLAT015_U4L8R3_311_RT_5240_1pl_EPPN2020_12H_Prel04	Shoot_dry_biomass	g	0.2041	NA	NA
2019-12-05	PLAT015_U4L8R4_312_RT_5870_1pl_EPPN2020_10H_Prel04	Shoot_dry_biomass	g	0.3096	NA	NA
2019-12-05	PLAT015_U4L8R5_313_RT_5919_1pl_EPPN2020_10L_Prel04	Shoot_dry_biomass	g	0.1854	NA	NA
2019-12-05	PLAT015_U4L8R6_314_RT_5994_1pl_EPPN2020_2H_Prel04	Shoot_dry_biomass	g	0.2386	NA	NA
2019-12-05	PLAT015_U4L8R7_315_RT_6069_1pl_EPPN2020_9H_Prel04	Shoot_dry_biomass	g	0.3063	NA	NA
2019-12-05	PLAT015_U4L8R8_316_RT_6118_1pl_EPPN2020_12L_Prel04	Shoot_dry_biomass	g	0.1505	NA	NA
2019-12-05	PLAT015_U4L8R9_317_RT_5583_1pl_EPPN2020_24T_Prel04	Shoot_dry_biomass	g	0.1132	NA	NA
2019-12-05	PLAT015_U4L8R10_318_RT_5345_1pl_EPPN2020_3H_Prel04	Shoot_dry_biomass	g	0.3095	NA	NA
2019-12-05	PLAT015_U4L8R11_319_RT_5707_1pl_EPPN2020_15H_Prel04	Shoot_dry_biomass	g	0.3215	NA	NA
2019-12-05	PLAT015_U4L8R12_320_RT_5788_1pl_EPPN2020_1H_Prel04	Shoot_dry_biomass	g	0.2153	NA	NA
2019-12-05	PLAT015_U4L8R13_321_RT_5547_1pl_EPPN2020_7H_Prel04	Shoot_dry_biomass	g	0.3343	NA	NA
2019-12-05	PLAT015_U4L8R14_322_RT_5401_1pl_EPPN2020_8H_Prel04	Shoot_dry_biomass	g	0.3246	NA	NA
2019-12-05	PLAT015_U4L8R15_323_RT_5571_1pl_EPPN2020_13L_Prel04	Shoot_dry_biomass	g	NA	NA	NA
2019-12-05	PLAT015_U4L8R16_324_RT_5956_1pl_EPPN2020_4L_Prel04	Shoot_dry_biomass	g	0.1146	NA	NA
2019-12-05	PLAT015_U4L8R17_325_RT_5797_1pl_EPPN2020_11H_Prel04	Shoot_dry_biomass	g	0.4804	NA	NA
2019-12-05	PLAT015_U4L8R18_326_RT_6110_1pl_EPPN2020_3L_Prel04	Shoot_dry_biomass	g	0.2083	NA	NA
2019-12-05	PLAT015_U4L8R19_327_RT_5504_1pl_EPPN2020_6L_Prel04	Shoot_dry_biomass	g	0.1539	NA	NA
2019-12-05	PLAT015_U4L8R20_328_RT_6173_1pl_EPPN2020_13H_Prel04	Shoot_dry_biomass	g	0.2865	NA	NA
2019-12-05	PLAT015_U4L8R21_329_RT_5818_1pl_EPPN2020_11L_Prel04	Shoot_dry_biomass	g	0.1632	NA	NA
2019-12-05	PLAT015_U4L8R22_330_RT_5416_1pl_EPPN2020_9L_Prel04	Shoot_dry_biomass	g	0.1826	NA	NA
2019-12-06	PLAT015_U4L22R1_1_RT_6087_1pl_EPPN2020_7L_Prel05	Shoot_dry_biomass	g	0.2009	NA	NA
2019-12-06	PLAT015_U4L22R2_2_RT_5137_1pl_EPPN2020_8H_Prel05	Shoot_dry_biomass	g	0.3198	NA	NA
2019-12-06	PLAT015_U4L22R3_3_RT_5251_1pl_EPPN2020_15H_Prel05	Shoot_dry_biomass	g	0.196	NA	NA
2019-12-06	PLAT015_U4L22R4_4_RT_5294_1pl_EPPN2020_14H_Prel05	Shoot_dry_biomass	g	0.1937	NA	NA
2019-12-06	PLAT015_U4L22R5_5_RT_5500_1pl_EPPN2020_8L_Prel05	Shoot_dry_biomass	g	0.1926	NA	NA
2019-12-06	PLAT015_U4L22R6_6_RT_5515_1pl_EPPN2020_13H_Prel05	Shoot_dry_biomass	g	0.2479	NA	NA
2019-12-06	PLAT015_U4L22R7_7_RT_5962_1pl_EPPN2020_11H_Prel05	Shoot_dry_biomass	g	0.3294	NA	NA
2019-12-06	PLAT015_U4L22R8_8_RT_5509_1pl_EPPN2020_24T_Prel05	Shoot_dry_biomass	g	0.1863	NA	NA
2019-12-06	PLAT015_U4L22R9_9_RT_5823_1pl_EPPN2020_5H_Prel05	Shoot_dry_biomass	g	0.4581	NA	NA
2019-12-06	PLAT015_U4L22R10_10_RT_5095_1pl_EPPN2020_9L_Prel05	Shoot_dry_biomass	g	0.2331	NA	NA
2019-12-06	PLAT015_U4L22R11_11_RT_5899_1pl_EPPN2020_7H_Prel05	Shoot_dry_biomass	g	0.3349	NA	NA
2019-12-06	PLAT015_U4L22R12_12_RT_5969_1pl_EPPN2020_2L_Prel05	Shoot_dry_biomass	g	0.2793	NA	NA
2019-12-06	PLAT015_U4L22R13_13_RT_5423_1pl_EPPN2020_9H_Prel05	Shoot_dry_biomass	g	0.3153	NA	NA
2019-12-06	PLAT015_U4L22R14_14_RT_5959_1pl_EPPN2020_5L_Prel05	Shoot_dry_biomass	g	0.3361	NA	NA
2019-12-06	PLAT015_U4L22R15_15_RT_6012_1pl_EPPN2020_4H_Prel05	Shoot_dry_biomass	g	0.3625	NA	NA
2019-12-06	PLAT015_U4L22R16_16_RT_5853_1pl_EPPN2020_10L_Prel05	Shoot_dry_biomass	g	0.331	NA	NA
2019-12-06	PLAT015_U4L22R17_17_RT_6000_1pl_EPPN2020_3L_Prel05	Shoot_dry_biomass	g	0.1283	NA	NA
2019-12-06	PLAT015_U4L22R18_18_RT_5304_1pl_EPPN2020_2H_Prel05	Shoot_dry_biomass	g	0.3894	NA	NA
2019-12-06	PLAT015_U4L22R19_19_RT_5429_1pl_EPPN2020_12L_Prel05	Shoot_dry_biomass	g	0.15	NA	NA
2019-12-06	PLAT015_U4L22R20_20_RT_5427_1pl_EPPN2020_11L_Prel05	Shoot_dry_biomass	g	0.1756	NA	NA
2019-12-06	PLAT015_U4L22R21_21_RT_6101_1pl_EPPN2020_15L_Prel05	Shoot_dry_biomass	g	0.2157	NA	NA
2019-12-06	PLAT015_U4L22R22_22_RT_5667_1pl_EPPN2020_23T_Prel05	Shoot_dry_biomass	g	0.4101	NA	NA
2019-12-06	PLAT015_U4L21R1_23_RT_5452_1pl_EPPN2020_20T_Prel05	Shoot_dry_biomass	g	0.0732	NA	NA
2019-12-06	PLAT015_U4L21R2_24_RT_5764_1pl_EPPN2020_6L_Prel05	Shoot_dry_biomass	g	0.1542	NA	NA
2019-12-06	PLAT015_U4L21R3_25_RT_5025_1pl_EPPN2020_4L_Prel05	Shoot_dry_biomass	g	0.0976	NA	NA
2019-12-06	PLAT015_U4L21R4_26_RT_5946_1pl_EPPN2020_11L_Prel05	Shoot_dry_biomass	g	0.0611	NA	NA
2019-12-06	PLAT015_U4L21R5_27_RT_5569_1pl_EPPN2020_9H_Prel05	Shoot_dry_biomass	g	0.2281	NA	NA
2019-12-06	PLAT015_U4L21R6_28_RT_5384_1pl_EPPN2020_10L_Prel05	Shoot_dry_biomass	g	0.2156	NA	NA
2019-12-06	PLAT015_U4L21R7_29_RT_5193_1pl_EPPN2020_23T_Prel05	Shoot_dry_biomass	g	0.4072	NA	NA
2019-12-06	PLAT015_U4L21R8_30_RT_6030_1pl_EPPN2020_2H_Prel05	Shoot_dry_biomass	g	0.2125	NA	NA
2019-12-06	PLAT015_U4L21R9_31_RT_5770_1pl_EPPN2020_1L_Prel05	Shoot_dry_biomass	g	0.2245	NA	NA
2019-12-06	PLAT015_U4L21R10_32_RT_5212_1pl_EPPN2020_6H_Prel05	Shoot_dry_biomass	g	0.2214	NA	NA
2019-12-06	PLAT015_U4L21R11_33_RT_5757_1pl_EPPN2020_1H_Prel05	Shoot_dry_biomass	g	0.3738	NA	NA
2019-12-06	PLAT015_U4L21R12_34_RT_5605_1pl_EPPN2020_12H_Prel05	Shoot_dry_biomass	g	0.27	NA	NA
2019-12-06	PLAT015_U4L21R13_35_RT_5952_1pl_EPPN2020_14L_Prel05	Shoot_dry_biomass	g	NA	NA	NA
2019-12-06	PLAT015_U4L21R14_36_RT_5513_1pl_EPPN2020_13H_Prel05	Shoot_dry_biomass	g	0.4597	NA	NA
2019-12-06	PLAT015_U4L21R15_37_RT_5182_1pl_EPPN2020_7H_Prel05	Shoot_dry_biomass	g	0.2511	NA	NA
2019-12-06	PLAT015_U4L21R16_38_RT_5114_1pl_EPPN2020_10H_Prel05	Shoot_dry_biomass	g	0.3876	NA	NA
2019-12-06	PLAT015_U4L21R17_39_RT_5742_1pl_EPPN2020_7L_Prel05	Shoot_dry_biomass	g	0.2977	NA	NA
2019-12-06	PLAT015_U4L21R18_40_RT_5109_1pl_EPPN2020_3H_Prel05	Shoot_dry_biomass	g	0.4008	NA	NA
2019-12-06	PLAT015_U4L21R19_41_RT_5378_1pl_EPPN2020_8H_Prel05	Shoot_dry_biomass	g	0.632	NA	NA
2019-12-06	PLAT015_U4L21R20_42_RT_5743_1pl_EPPN2020_8L_Prel05	Shoot_dry_biomass	g	0.0329	NA	NA
2019-12-06	PLAT015_U4L21R21_43_RT_6057_1pl_EPPN2020_14H_Prel05	Shoot_dry_biomass	g	0.2856	NA	NA
2019-12-06	PLAT015_U4L21R22_44_RT_6038_1pl_EPPN2020_13L_Prel05	Shoot_dry_biomass	g	0.0771	NA	NA
2019-12-06	PLAT015_U4L20R1_45_RT_5795_1pl_EPPN2020_4H_Prel05	Shoot_dry_biomass	g	0.2473	NA	NA
2019-12-06	PLAT015_U4L20R2_46_RT_5533_1pl_EPPN2020_14L_Prel05	Shoot_dry_biomass	g	0.0063	NA	NA
2019-12-06	PLAT015_U4L20R3_47_RT_5245_1pl_EPPN2020_15L_Prel05	Shoot_dry_biomass	g	0.147	NA	NA
2019-12-06	PLAT015_U4L20R4_48_RT_5790_1pl_EPPN2020_12H_Prel05	Shoot_dry_biomass	g	0.2355	NA	NA
2019-12-06	PLAT015_U4L20R5_49_RT_5096_1pl_EPPN2020_3L_Prel05	Shoot_dry_biomass	g	0.2035	NA	NA
2019-12-06	PLAT015_U4L20R6_50_RT_5218_1pl_EPPN2020_3H_Prel05	Shoot_dry_biomass	g	0.1374	NA	NA
2019-12-06	PLAT015_U4L20R7_51_RT_6067_1pl_EPPN2020_12L_Prel05	Shoot_dry_biomass	g	0.2002	NA	NA
2019-12-06	PLAT015_U4L20R8_52_RT_5597_1pl_EPPN2020_13L_Prel05	Shoot_dry_biomass	g	0.1463	NA	NA
2019-12-06	PLAT015_U4L20R9_53_RT_5691_1pl_EPPN2020_5L_Prel05	Shoot_dry_biomass	g	0.1383	NA	NA
2019-12-06	PLAT015_U4L20R10_54_RT_5550_1pl_EPPN2020_2L_Prel05	Shoot_dry_biomass	g	0.1758	NA	NA
2019-12-06	PLAT015_U4L20R11_55_RT_5974_1pl_EPPN2020_10H_Prel05	Shoot_dry_biomass	g	0.4391	NA	NA
2019-12-06	PLAT015_U4L20R12_56_RT_5586_1pl_EPPN2020_6L_Prel05	Shoot_dry_biomass	g	0.2444	NA	NA
