SessionName:,2021-06 TNA - Mspec v1.0 0001
SessionRecipe:,2021-06 TNA - Mspec v1.0
Date:,17-09-2021
Time:,18:34:34
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
,NoImageBands,BlobSizeMin,BlobSizeMax,HistMinimum,HistMaximum,HistogramImageBand,HistogramNumBins,Scale,NumKeyValues,MultiCapture,MultiCaptureIndex,
,15,0,10000,0,0,1,100,5,30,1,-1,
,
Index,Sample ID,Comment,Initials,Status,TimeStamp,ImageFileName,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,
46,Giant__PlantId_103_2021-06-22 10.42.49.138,,,,2021-06-22_10.41.53.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_103_2021-06-22 10.42.49.138.hips,3.9526,2.390364,4.331665,4.323855,2.716215,1.988888,2.950805,17.35029,17.25147,16.24982,8.229564,8.33958,8.303379,8.689377,15.24098,1.214018,0.909485,1.453754,1.427801,1.025832,0.8332317,1.030439,5.181818,5.17798,4.950034,0.8662623,0.8325164,0.5585935,0.5013961,2.081711,
47,Giant__PlantId_103_2021-06-23 16.42.36.630,,,,2021-06-23_16.41.41.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_103_2021-06-23 16.42.36.630.hips,3.432571,1.840134,3.561369,3.652146,2.001929,1.480689,2.32745,15.70074,15.84325,14.94872,8.138244,8.216293,8.231318,8.638956,14.84956,0.974026,0.7063152,1.09793,1.133865,0.7602845,0.6273035,0.785783,3.752588,3.758328,3.642286,0.9115822,0.9724405,0.5060244,0.4952025,1.576386,
48,Giant__PlantId_103_2021-06-24 10.38.47.537,,,,2021-06-24_10.37.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_103_2021-06-24 10.38.47.537.hips,3.745389,2.253957,4.029327,3.992979,2.532686,1.862178,2.747728,16.00181,16.04032,15.12631,8.212905,8.305748,8.281842,8.657821,14.648,1.167027,0.9190221,1.249671,1.249501,1.006774,0.8493852,0.9877946,4.480173,4.405806,4.252597,0.8207334,0.8439472,0.5745826,0.5268569,1.81285,
49,Giant__PlantId_104_2021-06-14 18.19.47.098,,,,2021-06-14_18.18.49.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-14 18.19.47.098.hips,4.034044,2.860861,5.257318,5.447225,3.253159,2.339874,3.593506,19.81271,19.61652,18.41448,8.238659,8.430313,8.309834,8.743402,14.25352,0.8889952,0.9389262,1.646682,1.765898,1.151666,0.8563674,1.17825,4.574827,4.501815,4.350188,0.5165197,0.5260292,0.4881931,0.4727473,2.040394,
50,Giant__PlantId_104_2021-06-15 09.59.45.877,,,,2021-06-15_09.58.48.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-15 09.59.45.877.hips,4.069338,2.917255,5.366653,5.351744,3.362036,2.363709,3.656438,19.67084,19.47014,18.23315,8.301963,8.479074,8.362203,8.766073,13.97744,1.02796,1.054544,1.810218,1.829175,1.213478,0.8897449,1.246011,4.726504,4.808538,4.648561,0.6572091,0.6786869,0.5829482,0.5319563,1.91442,
51,Giant__PlantId_104_2021-06-16 16.03.34.842,,,,2021-06-16_16.02.39.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-16 16.03.34.842.hips,4.319958,3.137899,5.663627,5.691826,3.580397,2.581209,3.872147,20.70208,20.5773,19.26268,8.215178,8.393035,8.279526,8.744884,14.41213,1.199352,1.180333,2.057045,2.074748,1.490917,1.116069,1.452769,5.594373,5.900396,5.696795,0.5457379,0.5491483,0.5183336,0.5046409,1.836016,
52,Giant__PlantId_104_2021-06-17 10.03.20.040,,,,2021-06-17_10.02.22.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-17 10.03.20.040.hips,4.540563,3.077482,5.794382,5.66408,3.567621,2.474521,3.891114,22.06405,21.84583,20.47179,8.292163,8.45759,8.377175,8.832971,15.11598,1.173311,1.091317,1.714342,1.667205,1.156329,0.8641245,1.144814,6.138845,6.175906,5.963861,0.7475816,0.7542782,0.646135,0.5719661,2.090844,
53,Giant__PlantId_104_2021-06-21 16.03.39.662,,,,2021-06-21_16.02.44.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-21 16.03.39.662.hips,4.208949,2.595389,4.588294,4.646269,2.664593,2.016207,3.10853,19.21832,19.16959,18.04983,8.162777,8.282969,8.255238,8.739724,15.54309,1.328297,0.9337587,1.394505,1.413364,1.008852,0.8388328,1.062203,5.761635,5.707835,5.457056,0.7021165,0.7654151,0.5007305,0.5120577,2.585053,
54,Giant__PlantId_104_2021-06-22 10.05.10.441,,,,2021-06-22_10.04.15.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-22 10.05.10.441.hips,4.006939,2.601083,4.436815,4.356627,2.692727,2.028829,3.020111,18.13466,18.0572,16.9723,8.204147,8.326509,8.269246,8.700375,14.49773,1.151233,0.8552849,1.235956,1.236821,0.9041949,0.7595778,0.946479,5.310977,5.231419,5.039924,0.7742049,0.7814206,0.5406468,0.5097108,1.929785,
55,Giant__PlantId_104_2021-06-23 16.05.20.631,,,,2021-06-23_16.04.25.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-23 16.05.20.631.hips,3.694896,2.290054,3.864263,3.858914,2.297227,1.771444,2.64627,16.99297,16.98136,15.9744,8.163178,8.259928,8.233044,8.626458,14.03781,1.059357,0.7156908,1.135464,1.172935,0.805701,0.6773266,0.8710226,5.200012,5.22213,4.972747,0.5730633,0.5980967,0.4751928,0.4690588,1.944351,
56,Giant__PlantId_104_2021-06-24 10.02.06.030,,,,2021-06-24_10.01.08.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_104_2021-06-24 10.02.06.030.hips,3.518281,2.296852,3.780503,3.634369,2.330725,1.766897,2.595884,16.2303,16.25597,15.26678,8.256001,8.355138,8.300484,8.629822,13.48613,0.9750738,0.7120768,1.087705,1.065152,0.803656,0.6688808,0.8449094,4.552845,4.680613,4.455139,0.6290092,0.6471332,0.5552071,0.5114626,1.725115,
57,Giant__PlantId_105_2021-06-14 17.43.18.383,,,,2021-06-14_17.42.21.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-14 17.43.18.383.hips,4.111151,3.53494,6.392211,6.55937,4.162936,3.07432,4.558124,23.14261,22.94872,21.44061,8.228219,8.480711,8.270036,8.621619,12.61377,1.011529,1.187423,1.868315,1.931177,1.419463,1.164864,1.415663,5.252832,5.303647,5.116512,0.5317402,0.5531988,0.5309994,0.4741088,1.232833,
58,Giant__PlantId_105_2021-06-15 09.23.23.995,,,,2021-06-15_09.22.26.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-15 09.23.23.995.hips,3.764714,3.191826,5.754358,5.722541,3.770986,2.741421,4.054366,20.63705,20.28915,18.96,8.261135,8.477877,8.296897,8.573842,12.25993,0.9817226,1.050681,1.820089,1.820417,1.32975,1.054498,1.331999,5.284993,5.248856,5.032603,0.620209,0.6170055,0.5925245,0.5130015,1.279214,
59,Giant__PlantId_105_2021-06-16 15.26.27.408,,,,2021-06-16_15.25.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-16 15.26.27.408.hips,3.754615,3.074439,5.405384,5.348563,3.379151,2.492064,3.652712,19.44637,19.17188,17.85806,8.194867,8.360816,8.236064,8.503718,12.76947,0.896946,0.9501547,1.428938,1.451617,1.057722,0.8247833,1.059705,4.638947,4.493841,4.275678,0.5557654,0.550047,0.5387247,0.4611919,1.52894,
60,Giant__PlantId_105_2021-06-17 09.26.34.196,,,,2021-06-17_09.25.39.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-17 09.26.34.196.hips,3.932694,3.173968,5.545354,5.371896,3.565637,2.6111,3.815597,20.09488,19.72809,18.48129,8.27918,8.431485,8.311412,8.615269,13.17909,1.03555,1.051063,1.533522,1.500304,1.171354,0.9185531,1.126694,4.813997,4.662192,4.487598,0.7095733,0.7032771,0.6193228,0.5229986,1.636148,
61,Giant__PlantId_105_2021-06-21 15.25.20.109,,,,2021-06-21_15.24.24.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-21 15.25.20.109.hips,3.020968,2.011902,3.615934,3.683596,2.061064,1.540867,2.406136,16.37427,16.37497,15.41871,8.14738,8.244835,8.199307,8.512057,12.94958,0.7893361,0.653872,1.004358,1.029218,0.700487,0.579739,0.7511063,4.13412,4.201107,4.078999,0.6517023,0.7059876,0.5052749,0.4838034,1.324958,
62,Giant__PlantId_105_2021-06-22 09.27.25.566,,,,2021-06-22_09.26.30.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-22 09.27.25.566.hips,3.093067,2.226079,3.768073,3.764194,2.256232,1.701128,2.542741,16.65526,16.63563,15.67993,8.177894,8.254361,8.216213,8.487458,12.80697,1.003493,0.8789971,1.358316,1.352935,0.9214317,0.7580194,0.9833062,5.606739,5.524741,5.304242,1.002939,1.117047,0.8524494,0.8066518,1.404697,
63,Giant__PlantId_105_2021-06-23 15.27.02.389,,,,2021-06-23_15.26.07.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-23 15.27.02.389.hips,2.817779,1.742577,3.096345,3.135796,1.770571,1.330475,2.09023,14.57634,14.61399,13.77005,8.161397,8.226652,8.20263,8.512753,13.18717,0.9751742,0.6946537,1.067881,1.054381,0.6799883,0.5633833,0.7275981,4.13484,4.264347,4.039733,0.9346167,1.03495,0.4754179,0.4530706,1.830097,
64,Giant__PlantId_105_2021-06-24 09.24.23.059,,,,2021-06-24_09.23.25.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_105_2021-06-24 09.24.23.059.hips,3.306895,2.095672,3.530967,3.435599,2.156466,1.643435,2.448192,16.18446,16.32944,15.40767,8.197194,8.274333,8.252316,8.588896,13.82269,0.9671662,0.7753559,1.053209,0.9871666,0.7606987,0.6411318,0.772933,4.155892,4.275365,4.100288,0.9499259,1.015018,0.5949827,0.5380675,1.461132,
65,Giant__PlantId_106_2021-06-14 17.06.50.105,,,,2021-06-14_17.05.54.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-14 17.06.50.105.hips,4.184635,3.416893,6.374638,6.464826,4.149053,3.047045,4.539681,23.08372,22.83588,21.36925,8.171769,8.383548,8.219622,8.592701,13.43046,0.978684,1.086725,1.833638,1.929501,1.580854,1.204718,1.556421,4.814645,4.857749,4.64978,0.5318148,0.5468671,0.526361,0.4848613,1.482157,
66,Giant__PlantId_106_2021-06-15 08.46.58.556,,,,2021-06-15_08.46.01.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-15 08.46.58.556.hips,4.335222,3.432237,6.505266,6.570781,4.091284,2.933152,4.499849,23.13692,22.91084,21.52057,8.231952,8.435093,8.28606,8.660462,13.82742,1.1066,1.147208,1.706498,1.79519,1.438617,1.123897,1.431305,4.716766,4.794763,4.64173,1.275982,1.435006,1.38794,1.368857,2.036557,
67,Giant__PlantId_106_2021-06-16 14.49.05.388,,,,2021-06-16_14.48.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-16 14.49.05.388.hips,3.250458,2.498064,4.819813,4.782274,2.911573,2.045836,3.220916,17.5166,17.40307,16.2819,8.266063,8.432672,8.299958,8.573339,12.17092,0.8913234,0.7845247,1.410574,1.416254,0.8989105,0.6811048,0.959349,4.446015,4.471205,4.297898,1.209332,1.356664,1.09585,1.072264,1.661589,
68,Giant__PlantId_106_2021-06-17 08.50.10.723,,,,2021-06-17_08.49.13.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-17 08.50.10.723.hips,3.472052,2.799825,5.238109,5.208916,3.246067,2.322118,3.540116,18.69783,18.54369,17.46223,8.222206,8.405246,8.244725,8.571575,12.11392,0.8993778,0.8285089,1.451338,1.462728,0.9836027,0.7499715,1.021733,4.781539,4.736512,4.561594,0.5699712,0.5813435,0.5547917,0.5105489,1.48536,
69,Giant__PlantId_106_2021-06-21 14.47.46.404,,,,2021-06-21_14.46.51.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-21 14.47.46.404.hips,2.734697,1.935792,3.632684,3.667504,2.061112,1.531164,2.423633,15.75316,15.87298,14.84889,8.217752,8.328935,8.244575,8.518983,12.14281,0.9138476,0.7657632,1.432835,1.495387,0.9189393,0.7295529,1.035675,4.764547,4.60213,4.433592,0.9537198,1.054669,0.8600141,0.8242458,1.147842,
70,Giant__PlantId_106_2021-06-22 08.50.06.339,,,,2021-06-22_08.49.12.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-22 08.50.06.339.hips,2.945845,2.19051,3.877077,3.893952,2.288909,1.73661,2.631433,16.58496,16.85714,15.91651,8.209789,8.320214,8.24,8.507789,12.08603,1.085493,0.9531927,1.595747,1.609364,1.047591,0.8557012,1.157521,5.940234,6.017076,5.850398,1.0139,1.092293,0.7812253,0.7487674,1.238224,
71,Giant__PlantId_106_2021-06-23 14.50.04.938,,,,2021-06-23_14.49.09.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-23 14.50.04.938.hips,3.348067,2.204973,4.135478,4.155903,2.391472,1.768261,2.802809,18.64495,18.82876,17.63961,8.163518,8.268029,8.215224,8.564679,13.63521,1.17677,0.923682,1.441169,1.463693,0.9695043,0.8008644,1.048088,6.103137,6.130198,5.866729,0.797374,0.7718171,0.5011871,0.4618104,1.877189,
72,Giant__PlantId_106_2021-06-24 08.47.50.194,,,,2021-06-24_08.46.52.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_106_2021-06-24 08.47.50.194.hips,3.224425,2.179821,3.876997,3.857553,2.360449,1.781061,2.69583,18.3771,18.49527,17.40359,8.199529,8.291834,8.238073,8.547291,13.33328,1.292069,1.096804,1.439572,1.403884,1.101884,0.9438369,1.137171,6.648749,6.701022,6.402278,0.748152,0.7529727,0.5389755,0.4867821,1.763155,
73,Giant__PlantId_107_2021-06-14 16.30.37.583,,,,2021-06-14_16.29.42.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-14 16.30.37.583.hips,2.990198,2.258917,4.035654,4.011157,2.486728,1.822048,2.768091,16.84442,16.66139,15.50507,8.278405,8.418671,8.323131,8.621372,12.64412,0.8277718,0.8081405,1.430656,1.48908,1.004905,0.741468,1.015905,4.867905,4.608766,4.334151,0.566073,0.5793496,0.5395491,0.4874788,1.308674,
74,Giant__PlantId_107_2021-06-15 08.10.40.230,,,,2021-06-15_08.09.45.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-15 08.10.40.230.hips,2.825675,2.150226,3.938952,4.034626,2.343467,1.701206,2.64106,16.25703,16.18381,15.10672,8.159165,8.304063,8.183899,8.487824,11.90794,0.8321096,0.8363712,1.55803,1.665727,1.070689,0.790509,1.101102,5.121868,4.858579,4.53419,0.5535026,0.5475914,0.4947832,0.4448515,1.22982,
75,Giant__PlantId_107_2021-06-16 14.12.25.628,,,,2021-06-16_14.11.30.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-16 14.12.25.628.hips,3.351554,2.367245,4.232526,4.186644,2.493609,1.859622,2.855406,18.32845,18.48261,17.42002,8.268196,8.377208,8.315683,8.642511,13.21024,1.067858,0.9273827,1.474266,1.436303,1.015762,0.8221693,1.04068,5.866335,6.001109,5.816866,0.5535539,0.560296,0.5295559,0.4851083,1.297387,
76,Giant__PlantId_107_2021-06-17 08.13.35.596,,,,2021-06-17_08.12.38.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-17 08.13.35.596.hips,3.559882,2.643854,4.547913,4.584588,2.765447,2.080568,3.099849,18.72926,18.72187,17.66367,8.222585,8.330641,8.268209,8.599905,13.17102,1.012003,0.9554083,1.380934,1.387974,1.035248,0.8640195,1.058544,5.514363,5.590733,5.37388,0.515467,0.5111316,0.4752568,0.4419567,1.18093,
77,Giant__PlantId_107_2021-06-21 14.10.08.799,,,,2021-06-21_14.09.14.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-21 14.10.08.799.hips,3.484645,2.255066,3.863753,3.867159,2.282089,1.752118,2.649582,17.77791,17.82893,16.84752,8.204888,8.302485,8.273317,8.617369,13.43174,1.139143,0.8283393,1.374796,1.404872,0.9299693,0.7664384,1.017969,5.990609,5.95255,5.748539,0.5670336,0.5861899,0.5036184,0.4868777,2.24686,
78,Giant__PlantId_107_2021-06-22 08.13.05.799,,,,2021-06-22_08.12.10.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-22 08.13.05.799.hips,3.489243,2.325102,3.884543,3.982813,2.326451,1.829191,2.667596,17.239,17.37736,16.48315,8.122811,8.210716,8.181474,8.532686,13.32915,1.057726,0.8288319,1.243191,1.27329,0.8634052,0.7500156,0.9395033,5.44845,5.544946,5.344626,0.5008615,0.5140273,0.4549852,0.4519571,1.794477,
79,Giant__PlantId_107_2021-06-23 14.12.14.744,,,,2021-06-23_14.11.19.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-23 14.12.14.744.hips,2.606334,1.565807,2.718121,2.733863,1.629763,1.241503,1.897847,12.72619,12.75382,12.04477,8.160216,8.225885,8.217745,8.514405,12.87644,0.6865164,0.5684389,0.6605913,0.6576269,0.5917926,0.5202585,0.5776672,2.472291,2.49193,2.366235,0.5985738,0.6182886,0.4787046,0.4420055,1.170791,
80,Giant__PlantId_107_2021-06-24 08.11.02.884,,,,2021-06-24_08.10.05.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_107_2021-06-24 08.11.02.884.hips,2.762285,1.715317,2.966826,3.054108,1.839455,1.457255,2.133181,13.3005,13.49941,12.79312,8.138357,8.21069,8.169552,8.465086,12.76096,0.8932043,0.7533937,0.8506178,0.8501348,0.7571332,0.6844506,0.7538352,2.713538,2.744374,2.658362,0.6726156,0.6606776,0.4597986,0.449772,1.350824,
81,Giant__PlantId_108_2021-06-14 15.54.31.566,,,,2021-06-14_15.53.31.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-14 15.54.31.566.hips,3.443902,2.581661,4.504821,4.391998,2.865518,2.141659,3.158641,17.48833,17.24839,16.04884,8.231027,8.375151,8.279781,8.665398,14.05761,0.7613019,0.7983922,1.094108,1.05362,0.8204916,0.6835831,0.8049214,3.920007,3.903974,3.71115,0.582009,0.5881283,0.5493019,0.5033408,1.747597,
82,Giant__PlantId_108_2021-06-15 07.34.28.987,,,,2021-06-15_07.33.31.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-15 07.34.28.987.hips,3.80732,2.858869,5.022877,5.196266,3.122756,2.384314,3.50571,19.20767,19.28837,18.08961,8.110936,8.270578,8.159053,8.585311,14.22732,0.9470679,0.9899905,1.334306,1.333453,0.9563332,0.8284829,0.9941695,4.831268,5.063249,4.878209,0.4582524,0.4609891,0.4493629,0.4391886,1.849045,
83,Giant__PlantId_108_2021-06-16 13.35.23.373,,,,2021-06-16_13.34.28.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-16 13.35.23.373.hips,4.254728,3.05493,5.456315,5.455072,3.30242,2.50377,3.743614,21.82945,21.83673,20.53114,8.206738,8.3575,8.271715,8.734178,15.68503,1.112969,1.05716,1.39353,1.354851,0.9800383,0.8465753,1.004724,5.649829,5.812726,5.593711,0.8019093,0.7766351,0.9275462,0.7679681,2.204177,
84,Giant__PlantId_108_2021-06-17 07.37.08.738,,,,2021-06-17_07.36.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-17 07.37.08.738.hips,4.082383,3.025362,5.231689,5.409293,3.203467,2.447395,3.606001,20.06384,20.21677,18.99082,8.097174,8.269064,8.163503,8.596704,14.41163,1.012399,1.043715,1.254756,1.275315,0.9531631,0.8240574,0.9758691,4.791923,4.943676,4.786472,0.6434819,0.6188734,0.4657981,0.4558161,1.83787,
85,Giant__PlantId_108_2021-06-21 13.34.44.902,,,,2021-06-21_13.33.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-21 13.34.44.902.hips,4.085141,2.808261,4.695548,4.699435,2.841515,2.231412,3.314375,20.74331,21.13105,19.82815,8.21476,8.332431,8.295216,8.702148,15.42858,2.023138,1.903706,2.348909,2.525417,1.450408,1.516404,2.100431,6.949418,7.38648,7.123634,0.5876357,0.5972387,0.5371381,0.5217965,3.633322,
86,Giant__PlantId_108_2021-06-22 07.35.06.979,,,,2021-06-22_07.34.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-22 07.35.06.979.hips,3.471713,2.3701,3.987152,4.173347,2.436761,1.921291,2.812529,18.16227,18.71037,17.55584,8.103771,8.206808,8.162476,8.519034,14.0167,1.533337,1.316551,1.605893,1.753406,1.533945,1.349995,1.612905,6.740246,7.184461,6.773739,0.4501778,0.4590834,0.4200311,0.4446005,3.012117,
87,Giant__PlantId_108_2021-06-23 13.35.30.102,,,,2021-06-23_13.34.34.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-23 13.35.30.102.hips,3.323583,2.097391,3.745961,3.741576,2.206623,1.684082,2.553783,17.7313,18.11238,16.9955,8.18059,8.275118,8.246103,8.632128,14.95953,1.24668,0.8492967,1.535992,1.580366,1.033896,0.8237697,1.132704,6.948925,7.109056,6.719401,0.7027183,0.6909733,0.5076306,0.4892498,3.031946,
88,Giant__PlantId_108_2021-06-24 07.34.27.554,,,,2021-06-24_07.33.30.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_108_2021-06-24 07.34.27.554.hips,3.046332,1.895553,3.246068,3.451198,1.947,1.528991,2.247665,13.12139,13.34598,12.65994,8.069839,8.140453,8.127117,8.492393,14.06836,1.097413,0.750075,1.290196,1.429409,0.9372097,0.7687668,1.003416,2.822886,2.785336,2.732646,0.8026467,0.824594,0.4278558,0.4386731,2.813648,
89,Giant__PlantId_109_2021-06-14 20.47.35.573,,,,2021-06-14_20.46.40.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-14 20.47.35.573.hips,3.786844,2.404452,4.928905,5.195735,2.759389,1.980134,3.246306,21.25485,21.27477,19.94063,8.092288,8.258542,8.167809,8.674256,14.703,0.8607314,0.7249135,1.129232,1.215512,0.7164329,0.5825238,0.8083921,5.747987,5.703266,5.540929,0.4876912,0.4866656,0.4743881,0.4716893,1.852011,
90,Giant__PlantId_109_2021-06-15 12.27.43.946,,,,2021-06-15_12.26.46.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-15 12.27.43.946.hips,3.960658,2.709266,4.973081,4.966318,3.033725,2.22785,3.419886,20.84855,20.67118,19.39489,8.182624,8.355781,8.276157,8.766624,14.85194,1.009148,0.8451194,1.281948,1.291299,0.855855,0.7089722,0.9380783,5.965451,5.879307,5.751766,0.6500656,0.6488191,0.6377773,0.6114599,2.123878,
91,Giant__PlantId_109_2021-06-16 18.33.59.349,,,,2021-06-16_18.33.05.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-16 18.33.59.349.hips,4.525592,2.960328,5.364844,5.268276,3.292912,2.427098,3.698251,23.24061,23.1574,21.80093,8.191877,8.338615,8.309665,8.8398,15.92964,1.447318,1.109683,1.729185,1.697055,1.172676,0.9437573,1.263817,8.081057,8.091195,7.846076,0.6080835,0.6063206,0.6037081,0.572277,2.620584,
92,Giant__PlantId_109_2021-06-17 12.32.09.200,,,,2021-06-17_12.31.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-17 12.32.09.200.hips,3.991902,2.619506,4.690997,4.642097,2.867411,2.119334,3.197699,19.56916,19.45565,18.2819,8.166659,8.299751,8.265493,8.716757,15.05656,1.258163,0.9638143,1.472302,1.446004,1.019328,0.8298398,1.076268,5.993335,6.047204,5.852429,0.5997595,0.5934773,0.5645813,0.542336,2.344867,
93,Giant__PlantId_109_2021-06-21 18.35.19.267,,,,2021-06-21_18.34.24.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-21 18.35.19.267.hips,3.481366,1.828973,3.439886,3.552224,1.936009,1.450246,2.264176,15.73682,15.99327,15.07828,8.144985,8.21977,8.238265,8.64625,14.91949,1.274927,0.7419451,1.263718,1.316709,0.8089024,0.6540578,0.8841167,5.249689,5.279215,5.083199,0.7892974,0.743969,0.4733781,0.4671084,2.122685,
94,Giant__PlantId_109_2021-06-22 12.38.51.820,,,,2021-06-22_12.37.56.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_109_2021-06-22 12.38.51.820.hips,3.359712,1.83745,3.333495,3.251675,1.9982,1.474445,2.236025,14.72223,14.75348,13.90775,8.205074,8.285319,8.2904,8.693466,14.8592,1.152594,0.7409309,1.116009,1.096982,0.8062357,0.6604151,0.8365996,4.720778,4.660676,4.514451,0.6197072,0.6270939,0.5464345,0.514116,1.881281,
