plotId	timePoint	S_Width_cm	yPred	sd_yPred	lwr	upr	outlier
7	2020-06-22T00:00:00Z	5.33103554868627	5.336922544729871	0.17213461846532732	4.820518689333889	5.853326400125853	0
7	2020-06-23T00:00:00Z	5.87808346213294	5.824468390708429	0.10679304590725684	5.504089252986658	6.1448475284301995	0
7	2020-06-24T00:00:00Z	6.09261205564145	6.2294759982140135	0.11726641696000877	5.877676747333988	6.581275249094039	0
7	2020-06-25T00:00:00Z	6.7147449768161	6.5405769720136835	0.1389152299764144	6.12383128208444	6.957322661942927	0
7	2020-06-27T00:00:00Z	6.78982998454408	7.030378969659127	0.13472292141493242	6.6262102054143295	7.4345477339039245	0
7	2020-06-28T00:00:00Z	7.48704791344671	7.261692371767553	0.1253176954356258	6.885739285460676	7.63764545807443	0
7	2020-06-29T00:00:00Z	7.33687789799075	7.448143923413742	0.1334384175483995	7.047828670768544	7.84845917605894	0
7	2020-06-30T00:00:00Z	7.48168469860899	7.530253929336185	0.12238313175527848	7.163104534070349	7.8974033246020205	0
7	2020-07-01T00:00:00Z	7.73911901081919	7.71036294073466	0.12299950245728555	7.341364433362803	8.079361448106516	0
7	2020-07-02T00:00:00Z	7.91610510046371	7.946113769589142	0.13386700621430211	7.544512750946236	8.347714788232048	0
7	2020-07-04T00:00:00Z	8.55969088098921	8.497960346482182	0.11774459265905035	8.144726568505032	8.851194124459333	0
7	2020-07-05T00:00:00Z	8.75276661514687	8.783873865444448	0.17010841082401368	8.273548632972407	9.29419909791649	0
8	2020-06-17T00:00:00Z	2.94440494590418	3.943141530946973	0.6572875890579747	1.9712787637730487	5.915004298120897	0
8	2020-06-22T00:00:00Z	7.16525502318395	7.136652091886101	0.1275557831475782	6.753984742443366	7.519319441328836	0
8	2020-06-23T00:00:00Z	7.55676970633697	7.666824102160636	0.07913614778284289	7.429415658812107	7.904232545509164	0
8	2020-06-24T00:00:00Z	8.21644513137561	8.051774920966103	0.08689716098715682	7.791083438004633	8.312466403927575	0
8	2020-06-25T00:00:00Z	8.18426584234934	8.298390014860104	0.10293943838111018	7.989571699716773	8.607208330003434	0
8	2020-06-27T00:00:00Z	8.37197836166927	8.284848245849023	0.09983283956604472	7.985349727150889	8.584346764547158	0
8	2020-06-28T00:00:00Z	8.07163833075737	8.11145443951952	0.092863346873835	7.832864398898015	8.390044480141025	0
8	2020-06-29T00:00:00Z	7.93755795981456	7.875967352213971	0.09888099212180328	7.579324375848561	8.172610328579381	0
8	2020-06-30T00:00:00Z	7.59967542503867	7.6505587836907925	0.09068876646821754	7.37849248428614	7.922625083095445	0
8	2020-07-01T00:00:00Z	7.46023183925814	7.4389698182619926	0.091145511591916	7.165533283486244	7.712406353037741	0
8	2020-07-02T00:00:00Z	7.30469860896448	7.373540444084504	0.09919858635946903	7.075944685006096	7.671136203162911	0
8	2020-07-04T00:00:00Z	7.89465224111286	7.750599131120112	0.08725150037755479	7.488844629987448	8.012353632252777	0
8	2020-07-05T00:00:00Z	8.02873261205567	8.101495855651033	0.1260543158377969	7.723332908137642	8.479658803164423	0
9	2020-06-17T00:00:00Z	3.66843894899538	-1.7233942365546766	0.8709596699456701	-4.336273246391687	0.8894847732823337	1
9	2020-06-22T00:00:00Z	6.1998763523957	6.3041047103581365	0.16902181729781177	5.797039258464701	6.811170162251572	0
9	2020-06-23T00:00:00Z	7.73375579598148	7.561800235230678	0.10486185088706625	7.24721468256948	7.876385787891877	0
9	2020-06-24T00:00:00Z	8.66159196290575	8.556799021194093	0.11514582644266895	8.211361541866086	8.9022365005221	0
9	2020-06-25T00:00:00Z	9.18718701700158	9.241952234291636	0.136403152545904	8.832742776653925	9.651161691929348	0
9	2020-06-27T00:00:00Z	10.168655332303	10.273678831962338	0.13228665571306272	9.87681886482315	10.670538799101525	0
9	2020-06-28T00:00:00Z	10.7800618238022	10.736721488040121	0.12305150939971839	10.367566959840966	11.105876016239277	0
9	2020-06-29T00:00:00Z	11.1447604327667	10.983423650232288	0.13102538020797777	10.590347509608355	11.37649979085622	0
9	2020-06-30T00:00:00Z	10.7746986089645	11.00986859981567	0.1201700129834216	10.649358560865405	11.370378638765935	0
9	2020-07-01T00:00:00Z	11.1447604327667	11.201537959254916	0.12077523752867103	10.839212246668902	11.56386367184093	0
9	2020-07-02T00:00:00Z	11.5416383307574	11.389049729289292	0.13144621847880297	10.994711073852883	11.7833883847257	0
9	2020-07-04T00:00:00Z	11.5523647604328	11.543065119134804	0.1156153550381382	11.19621905402039	11.889911184249218	0
9	2020-07-05T00:00:00Z	11.4290108191654	11.439097394917392	0.1670322506388162	10.938000643000944	11.94019414683384	0
10	2020-06-17T00:00:00Z	5.44366306027823	3.700422085585498	0.9522965439534276	0.8435324537252153	6.5573117174457805	0
10	2020-06-22T00:00:00Z	7.74984544049462	7.69425329795707	0.18480636706803466	7.139834196752966	8.248672399161174	0
10	2020-06-23T00:00:00Z	8.28616692426587	8.362278881754431	0.11465465237735063	8.018314924622379	8.706242838886483	0
10	2020-06-24T00:00:00Z	8.93511591962909	9.033679724804186	0.12589902420953075	8.655982652175593	9.411376797432778	0
10	2020-06-25T00:00:00Z	9.74496136012369	9.744075068536677	0.1491415219741683	9.296650502614172	10.191499634459182	0
10	2020-06-27T00:00:00Z	11.0106800618238	10.859768186424082	0.14464059518917205	10.425846400856566	11.293689971991599	0
10	2020-06-28T00:00:00Z	10.876599690881	10.702227643734709	0.13454300029404834	10.298598642852564	11.105856644616853	0
10	2020-06-29T00:00:00Z	10.5119010819166	10.635893782394671	0.14326153213273865	10.206109185996455	11.065678378792887	0
10	2020-06-30T00:00:00Z	10.8229675425039	10.927037255384235	0.13139240770825755	10.532860032259462	11.321214478509008	0
10	2020-07-01T00:00:00Z	11.6971715610511	11.39145957046442	0.13205415274955523	10.995297112215754	11.787622028713086	0
10	2020-07-02T00:00:00Z	11.6649922720248	11.771587920696495	0.14372167149934695	11.340422906198455	12.202752935194535	0
10	2020-07-04T00:00:00Z	11.8205255023184	11.891687072323894	0.1264124009756221	11.512449869397027	12.27092427525076	0
10	2020-07-05T00:00:00Z	11.8151622874807	11.77319414736014	0.1826309994606635	11.22530114897815	12.32108714574213	0
