Unit.ID	Timestamp	Date	Time	S_Height_cm	S_Height_pixel	S_Area_cmsquared	S_Area_pixel	S_Perimeter_cm	S_Perimeter_pixel	S_Convex_hull_area_cmsquared	S_Solidity	S_Compactness	S_Width_cm	S_Width_pixel	S_Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
16	2020-03-01 22:44:01	2020-03-01	22:44:01	3.12393162393162	731	0.282484409988376	16192	12.8662122549252	3080.37590053231	NA	NA	0.0947970348360339	2.78824255022	683	NA	EPPN_T	S1	1	1	16	SPPU
17	2020-03-01 22:46:32	2020-03-01	22:46:32	3.3974358974359	795	0.443143928984359	25401	15.8775181775073	3801.33044482729	NA	NA	0.110136972046256	2.83314835996	694	NA	EPPN2_H	S1	1	1	17	SPPU
18	2020-03-01 22:49:21	2020-03-01	22:49:21	3.25641025641026	762	0.363102027241111	20813	10.7455391807926	2572.65302910484	NA	NA	0.447543274916676	2.2861139504	560	NA	EPPN3_L	S1	1	1	18	SPPU
19	2020-03-01 22:51:55	2020-03-01	22:51:55	3.88247863247863	908.5	0.964009451749487	55257	24.4092346046131	5843.95908731468	NA	NA	0.307119028208998	4.38035762282	1073	NA	EPPN1_L	S1	2	2	1	SPPU
20	2020-03-01 22:54:32	2020-03-01	22:54:32	3.02564102564103	708	0.662351970702735	37966	19.7904806577905	4738.15591335923	NA	NA	0.254600762648944	3.66186466698	897	NA	EPPN2_L	S1	2	2	2	SPPU
21	2020-03-01 22:57:22	2020-03-01	22:57:22	4.58119658119658	1072	1.0001748533	57330	22.1080075773521	5293.00872710163	NA	NA	0.212976249239494	3.63737058894	891	NA	EPPN_T	S1	2	2	3	SPPU
22	2020-03-01 23:00:11	2020-03-01	23:00:11	4.03418803418803	944	0.699790924743932	40112	17.3205011844337	4146.80353289269	NA	NA	0.137629808573256	2.8372307063	695	NA	EPPN1_H	S1	2	2	4	SPPU
23	2020-03-01 23:02:58	2020-03-01	23:02:58	4.99358974358974	1168.5	1.53058329678299	87733	28.9052620191414	6920.37957700028	NA	NA	0.120440520269629	4.98454488114	1221	NA	EPPN2_H	S1	2	2	5	SPPU
24	2020-03-01 23:05:33	2020-03-01	23:05:33	2.90811965811966	680.5	0.414916423094957	23783	12.8020210364156	3065.00750161234	NA	NA	0.271908262544731	2.58412523322	633	NA	EPPN4_H	S1	2	2	6	SPPU
25	2020-03-01 23:08:25	2020-03-01	23:08:25	6.93162393162393	1622	1.82034265730034	104342	35.0412703361244	8389.43758495169	NA	NA	0.225443774141747	4.76001583244	1166	NA	EPPN3_H	S1	2	2	7	SPPU
26	2020-03-01 23:10:54	2020-03-01	23:10:54	4.53846153846154	1062	1.40350718250709	80449	22.8919205669476	5480.68996796878	NA	NA	0.15165293384683	3.8374055596	940	NA	EPPN3_L	S1	2	2	8	SPPU
27	2020-03-01 23:13:38	2020-03-01	23:13:38	3.30769230769231	774	0.758147542296496	43457	17.5538821179993	4202.67864121168	NA	NA	0.197627038482178	4.09051103268	1002	NA	EPPN4_L	S1	2	2	9	SPPU
28	2020-03-01 23:16:23	2020-03-01	23:16:23	4.57905982905983	1071.5	1.56517856512581	89716	27.7088474049615	6633.9388847792	NA	NA	0.0989350662812894	5.76835537842	1413	NA	EPPN2_H	S2	2	2	10	SPPU
29	2020-03-01 23:19:04	2020-03-01	23:19:04	2.45940170940171	575.5	0.306071299952821	17544	9.09616131147494	2177.76572747709	NA	NA	0.164394344024963	2.48614892106	609	NA	EPPN4_L	S2	2	2	11	SPPU
30	2020-03-01 23:21:55	2020-03-01	23:21:55	4.43376068376068	1037.5	1.6448366565294	94282	28.5054138446391	6824.64956289788	NA	NA	0.212751778793313	4.25788723262	1043	NA	EPPN1_L	S2	2	2	12	SPPU
31	2020-03-01 23:24:45	2020-03-01	23:24:45	5.70299145299145	1334.5	2.61291100869436	149772	35.6433998280864	8533.59696451809	NA	NA	0.167072299148251	6.92365939264	1696	NA	EPPN1_H	S2	2	2	13	SPPU
32	2020-03-01 23:27:33	2020-03-01	23:27:33	5.02777777777778	1176.5	1.0578510797959	60636	24.6742913546804	5907.41789003015	NA	NA	0.249526874068574	4.19665203752	1028	NA	EPPN_T	S2	2	2	14	SPPU
33	2020-03-01 23:30:28	2020-03-01	23:30:28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	S2	2	2	15	SPPU
34	2020-03-01 23:33:19	2020-03-01	23:33:19	5.90384615384616	1381.5	1.30833966419641	74994	36.9977963268944	8857.86103323001	NA	NA	0.378788340288142	6.07044900758	1487	NA	EPPN4_H	S2	2	2	16	SPPU
35	2020-03-01 23:36:09	2020-03-01	23:36:09	4.16452991452991	974.5	0.694225674818889	39793	20.3703014663614	4876.97423921619	NA	NA	0.365301288877465	3.53531193044	866	NA	EPPN3_L	S2	2	2	17	SPPU
36	2020-03-01 23:38:58	2020-03-01	23:38:58	3.83974358974359	898.5	0.577268196770342	33089	15.9387286554514	3815.98520703572	NA	NA	0.178991042063355	2.71067796976	664	NA	EPPN3_H	S2	2	2	18	SPPU
