Unit.ID	Timestamp	Time	Date	T_Area_cm_squared	T_Area_pixel	T_Perimeter_cm	T_Perimeter_pixel	T_Convex_hull_area_cmsquared	T_Solidity	T_Compactness	T_Roundness	T_Roundness2	T_Isotropy	T_Eccentricity	T_Rms	T_Sol	Genotype	Soil	Replication	Row	Column	Platform
68	2020-02-18 08:54:01	08:54:01	2020-02-18	0.0610858820778121	6865	1.25366890198189	420.274169979696	NA	NA	0.968537414965986	0.836457424544951	0.944350777800737	0	0.636922192568888	0.828207484721411	1.08174783083	EPPN3_L	S2	4	4	14	SPPU
70	2020-02-18 09:14:08	09:14:08	2020-02-18	0.0395167374082394	4441	0.960788817654123	322.090403795622	NA	NA	0.940347071583514	0.68400590925947	0.829123312978257	0.259853593393376	0.692580355224927	0.891691482220109	1.76144516325412	EPPN3_H	S2	4	4	16	SPPU
72	2020-02-18 09:33:34	09:33:34	2020-02-18	0.0788572836421443	8546	1.65466867802906	544.717820793592	NA	NA	0.692167411324884	0.373746245101695	0.776191881627925	0.558861486555126	0.563635991097523	0.852964044301234	5.34115068088903	EPPN2_H	S2	4	4	18	SPPU
74	2020-02-18 09:53:09	09:53:09	2020-02-18	0.0448645327656706	5042	1.11343253016756	373.261976670876	NA	NA	0.852553263442678	0.45476308308668	0.648938824538788	0.35473791111195	1.26548790139317	0.928438342800836	4.66069204312517	EPPN4_H	S1	5	5	2	SPPU
76	2020-02-18 10:14:08	10:14:08	2020-02-18	0.0318643180947772	3581	0.780962119893385	261.80613254816	NA	NA	0.994818652849741	0.986451766678295	1.04177501891346	0.300588955132509	0.295525696253256	0.605423425056222	0.869508051754631	EPPN3_H	S1	5	5	4	SPPU
78	2020-02-18 10:34:22	10:34:22	2020-02-18	0.0532643976864943	5986	0.972172561884585	325.906637611549	NA	NA	0.966731266149871	0.708206918705665	0.823181940242764	0	0.607960278981538	0.881726378858983	1.42962119316932	EPPN4_L	S1	5	5	6	SPPU
80	2020-02-18 10:52:27	10:52:27	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	S1	5	5	8	SPPU
82	2020-02-18 11:10:05	11:10:05	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	S2	5	5	10	SPPU
84	2020-02-18 11:26:34	11:26:34	2020-02-18	0.0423997418937764	4765	0.989770629688245	331.806132548161	NA	NA	0.906755470980019	0.543881080827519	0.821828566966617	0.3758034852312	0.630496973999388	0.863247779240073	2.92600080612108	EPPN1_H	S2	5	5	12	SPPU
86	2020-02-18 11:45:13	11:45:13	2020-02-18	0.0352278233279036	3959	0.886601965029328	297.220346110533	NA	NA	0.980716253443526	0.860975928220314	0.945444165600888	0.491859603063843	0.465900762760866	0.618685141494337	1.65287454839067	EPPN_T	S2	5	5	14	SPPU
88	2020-02-18 12:06:34	12:06:34	2020-02-18	0.0459145158807736	5160	1.06618029663958	357.42135623731	NA	NA	0.964666292765003	0.662224667984797	0.827650081576236	0.257453746971089	0.772689021552962	0.911293781277029	2.61378899548178	EPPN2_L	S2	5	5	16	SPPU
90	2020-02-18 12:21:42	12:21:42	2020-02-18	0.0473649162855345	5323	1.01188707090624	339.220346110534	NA	NA	0.986160040261701	0.879795234889594	0.970750275586333	0.254178338730563	0.340225358842722	0.752444091313775	0.951297831434089	EPPN1_L	S2	5	5	18	SPPU
92	2020-02-18 12:42:01	12:42:01	2020-02-18	0.0550044778599136	5961	1.15913503530021	381.587878478681	NA	NA	0.83804301982286	0.514446059429056	0.768370445998128	0.477526773989218	0.599990890288012	0.723648866912453	4.27605313283946	EPPN2_H	S2	6	6	2	SPPU
94	2020-02-18 13:02:14	13:02:14	2020-02-18	0.0571729147492073	6196	1.4698400892337	483.872149726143	NA	NA	0.85676613462873	0.489983455246449	0.688794722502085	0	1.16099337441114	0.961249431690093	4.01853235999208	EPPN4_H	S2	6	6	4	SPPU
96	2020-02-18 13:22:01	13:22:01	2020-02-18	0.105847402370587	11471	2.00006795290608	658.423448278365	NA	NA	0.818830751659647	0.41873051006539	0.679568209639827	0.160702395645184	1.09549238313255	0.961113011909292	3.90666050158229	EPPN1_L	S2	6	6	6	SPPU
98	2020-02-18 13:40:53	13:40:53	2020-02-18	0.0346850354463673	3898	0.921849538950631	309.03657992646	NA	NA	0.881103074141049	0.512899081172924	0.682939336578395	0.196995095364254	0.933204051307973	0.940095891853214	3.72150566452306	EPPN4_L	S2	6	6	8	SPPU
100	2020-02-18 13:56:37	13:56:37	2020-02-18	0.0407227592331608	4839	0.753273215033683	259.663996924429	NA	NA	0.992615384615385	0.901865991899602	0.991708631881824	0.536991280662936	0.277670981357501	0.636979007216425	0.381491926717169	EPPN1_H	S1	6	6	10	SPPU
102	2020-02-18 14:15:42	14:15:42	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	S1	6	6	12	SPPU
104	2020-02-18 14:35:37	14:35:37	2020-02-18	0.0299677093674903	3561	0.660613491006221	227.722871427475	NA	NA	0.986153420105234	0.862916026598323	0.9618293189829	0	0.702605783497966	0.8313811045267	2.21370521172249	EPPN4_L	S1	6	6	14	SPPU
106	2020-02-18 14:57:28	14:57:28	2020-02-18	0.0285034068036197	3387	0.711010548766938	245.095454429505	NA	NA	0.989482909728309	0.83079615849174	0.94455144302029	0	0.473409444795554	0.790743232243138	1.0855746695567	EPPN2_H	S1	6	6	16	SPPU
108	2020-02-18 15:15:34	15:15:34	2020-02-18	0.0300757875343052	3380	1.01742904078924	341.078210486803	NA	NA	0.947368421052632	0.659581990202369	0.798461983703604	0	0.970227542394401	0.926325710121794	3.24524983563445	EPPN_T	S1	6	6	18	SPPU
2	2020-02-19 22:04:03	22:04:03	2020-02-19	0.0664187605495149	7198	1.45443589874801	478.801081914278	NA	NA	0.850827423167849	0.401113181354847	0.650777470368783	0	1.19451709590306	0.962310068847071	4.16072756449006	EPPN_T	S2	1	1	2	SPPU
4	2020-02-19 22:09:26	22:09:26	2020-02-19	0.0858427979291666	8519	2.13598425061811	672.884343034963	NA	NA	0.833777304208844	0.551828605197192	0.824781279877948	0.161786237265457	1.08236397060915	0.911412215818922	5.02751641041431	EPPN3_H	S2	1	1	4	SPPU
6	2020-02-19 22:14:55	22:14:55	2020-02-19	0.0302715470981379	3402	0.669232134259487	224.350288425445	NA	NA	0.992295839753467	0.959458320539251	1.02588913280045	0.379059576626195	0.151834658170545	0.412126533581323	0.271681619507706	EPPN3_L	S2	1	1	6	SPPU
8	2020-02-19 22:20:32	22:20:32	2020-02-19	0.0531497722652412	5760	1.50715555439688	496.156420973606	NA	NA	0.841490138787436	0.469319204957077	0.673375823174097	0	1.40458819308358	0.959730412669347	4.19897500109297	EPPN2_L	S2	1	1	8	SPPU
10	2020-02-19 22:25:57	22:25:57	2020-02-19	0.0572559920532294	5883	1.1071058512262	354.877200360026	NA	NA	0.900367309458219	0.587019483251893	0.797061571585052	0.381080232504013	0.729332682426381	0.919811211462941	3.43109155189191	EPPN3_H	S1	1	1	10	SPPU
12	2020-02-19 22:31:27	22:31:27	2020-02-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	S1	1	1	12	SPPU
14	2020-02-19 22:37:01	22:37:01	2020-02-19	0.0506394398987369	5691	1.12621242009241	377.546247918338	NA	NA	0.901234567901235	0.786957643300865	0.962348287531193	NA	0.654448485599939	0.874823997837406	1.70351167308151	EPPN2_L	S1	1	1	14	SPPU
16	2020-02-19 22:42:38	22:42:38	2020-02-19	0.0165196892694141	1963	0.532850762863474	183.681240867132	NA	NA	0.95849609375	0.731140016777385	0.874912743176862	0.159659434279255	0.516920828362941	0.855506659905022	1.2297026235354	EPPN_T	S1	1	1	16	SPPU
18	2020-02-19 22:48:08	22:48:08	2020-02-19	0.0476410198273334	5163	1.07443817826449	353.705627484772	NA	NA	0.911111111111111	0.518594671355763	0.771692557915875	0.247293495775545	1.0809044509184	0.922612069867441	3.54131649683725	EPPN3_L	S1	1	1	18	SPPU
20	2020-02-19 22:53:29	22:53:29	2020-02-19	0.0871803903406247	9448	2.5355600020507	834.707719525827	NA	NA	0.857126785915176	0.448502234869968	0.621009217119992	0.201123785986864	1.06174105759097	0.965136075179829	8.18056897591797	EPPN2_L	S1	2	2	2	SPPU
22	2020-02-19 22:58:56	22:58:56	2020-02-19	0.0597658116253415	6477	1.53905867747964	506.658946290547	NA	NA	0.977695167286245	0.868193669801695	1.00997631771103	0.235493684836444	0.594097857142857	0.807305594585527	4.79328022936967	EPPN1_H	S1	2	2	4	SPPU
24	2020-02-19 23:04:32	23:04:32	2020-02-19	0.158385860050018	16274	3.57741393372065	1146.7220048757	NA	NA	0.364294844482318	0.249587329430014	0.664214383986944	0.402540700833854	1.0415159424656	0.959959028676311	7.82369067870611	EPPN4_H	S1	2	2	6	SPPU
26	2020-02-19 23:09:42	23:09:42	2020-02-19	0.149970461507194	14883	2.6060006568811	820.950360212947	NA	NA	0.882940622054665	0.622645805702892	0.830604017194761	0.283515461060378	1.25755684962112	0.889380672894111	4.66235770808492	EPPN3_L	S1	2	2	8	SPPU
28	2020-02-19 23:15:11	23:15:11	2020-02-19	0.122309067947183	13255	2.72429612785115	896.839753881793	NA	NA	0.748024830699774	0.250188591184838	0.466057761287713	0.0643213114385005	1.7521656700855	0.981791875080562	7.72722456056544	EPPN2_H	S2	2	2	10	SPPU
30	2020-02-19 23:20:50	23:20:50	2020-02-19	0.189595203252415	20547	3.59687924938927	1184.09458787773	NA	NA	0.968117719190681	0.671859866908137	0.766498380096739	0.0270476910608732	1.35294355604434	0.940303242311168	6.57558406616407	EPPN1_L	S2	2	2	12	SPPU
32	2020-02-19 23:26:23	23:26:23	2020-02-19	0.181016553820818	17964	2.9512981963363	929.727055509585	NA	NA	0.762608252674478	0.261157180818411	0.441858547314681	0.12391106343087	1.85837209255324	0.989378118719249	8.43133794697444	EPPN_T	S2	2	2	14	SPPU
34	2020-02-19 23:32:02	23:32:02	2020-02-19	0.207659159493399	20608	3.7119804474491	1169.35952314144	NA	NA	0.958904109589041	0.594942526506464	0.667739591456432	0.0912547943138391	1.808385455409	0.969708289330809	6.59790372670807	EPPN4_H	S2	2	2	16	SPPU
36	2020-02-19 23:37:40	23:37:40	2020-02-19	0.024461047317102	2749	0.78535631023248	263.279220613579	NA	NA	0.930917710802574	0.643349252804749	0.790162843563672	0.171863459057792	0.705679941950799	0.912622429521061	2.68454174194936	EPPN3_H	S2	2	2	18	SPPU
38	2020-02-19 23:43:19	23:43:19	2020-02-19	0.123699415093752	12710	2.80543833992365	899.269119345814	NA	NA	0.713537053439622	0.231059227917262	0.389485698978404	0.015815469476677	2.17066176208763	0.989686271465929	10.7320552119652	EPPN4_L	S2	3	3	2	SPPU
40	2020-02-19 23:48:46	23:48:46	2020-02-19	0.127156974652911	12619	2.41078488356807	759.452885529888	NA	NA	0.704981653965566	0.274936963141835	0.502985408232821	0	1.59952490271655	0.981825149740128	5.9872779629569	EPPN1_H	S2	3	3	4	SPPU
42	2020-02-19 23:54:17	23:54:17	2020-02-19	0.113019464910615	11216	2.35836668420168	755.962553521766	NA	NA	0.910241843856517	0.605625158003368	0.771324139032331	0	1.18608950962704	0.941258616776173	4.93313252671279	EPPN2_L	S2	3	3	6	SPPU
44	2020-02-19 23:59:19	23:59:19	2020-02-19	0.243012569857186	26336	3.95931397940258	1303.40829637672	NA	NA	0.632561411102694	0.23680489414343	0.501022136017599	0.109778462073637	1.57066382676462	0.984734392756515	10.1443497261864	EPPN4_H	S2	3	3	8	SPPU
46	2020-02-20 00:04:49	00:04:49	2020-02-20	0.14101233879807	13994	3.00355117608701	946.187950266183	NA	NA	0.906878306878307	0.675917134212204	0.899249263641083	0.293388595244529	0.867414474344375	0.833831009219247	6.22718451264911	EPPN1_L	S1	3	3	10	SPPU
48	2020-02-20 00:10:01	00:10:01	2020-02-20	0.222522186485478	22083	4.18361472878224	1317.9352083113	NA	NA	0.889614346652738	0.506488139650897	0.743782712643972	0.321768881551727	0.954895908415773	0.947748960980456	8.16907839494263	EPPN4_H	S1	3	3	12	SPPU
50	2020-02-20 00:15:28	00:15:28	2020-02-20	0.15260478589064	15680	2.43279575775707	779.820417898035	NA	NA	0.854273818270879	0.340190840036994	0.565068804254402	0	1.36048574579443	0.972191175776948	5.38756055747987	EPPN3_H	S1	3	3	14	SPPU
52	2020-02-20 00:21:07	00:21:07	2020-02-20	0.115515938985311	12982	2.90043994661973	972.330085889914	NA	NA	0.637491209001982	0.355975286253138	0.783924490910535	0.490829023757641	0.837169935911215	0.930021094822991	7.91976245439304	EPPN4_L	S1	3	3	16	SPPU
54	2020-02-20 00:26:39	00:26:39	2020-02-20	0.0879326684006336	9035	2.2335569142268	715.955410846829	NA	NA	0.940070996032575	0.36427019234714	0.588964618034144	0.185950844144407	1.42824514018374	0.969110605544456	7.12097017939761	EPPN2_H	S1	3	3	18	SPPU
56	2020-02-20 00:31:57	00:31:57	2020-02-20	0.111407333169015	11447	2.33876172377678	749.678282274304	NA	NA	0.955461293743372	0.778872971418044	0.919547125718017	0.266644175893251	1.20507630079059	0.891447403415836	4.04731786614506	EPPN_T	S1	4	4	2	SPPU
58	2020-02-20 00:37:21	00:37:21	2020-02-20	0.0350498600880556	3939	1.08752150753941	364.575685169861	NA	NA	0.977895242671792	0.820799874704343	0.926822642366493	0.631378235210755	0.29977394916911	0.726022062597088	3.28986697006499	EPPN2_H	S1	4	4	4	SPPU
60	2020-02-20 00:42:44	00:42:44	2020-02-20	0.151340882979006	15019	2.38172565128349	750.298556597337	NA	NA	0.832628194279912	0.335260709206055	0.607216984466562	0.137359540348379	1.37503710343108	0.97417768577714	5.7879786619875	EPPN3_H	S1	4	4	6	SPPU
62	2020-02-20 00:48:23	00:48:23	2020-02-20	0.134230857142789	14547	2.58362607307065	850.531096016691	NA	NA	0.949152542372881	0.674616169108323	0.791194903624969	0.19694371267371	0.892152967560095	0.932415899806386	4.12358525076353	EPPN2_L	S1	4	4	8	SPPU
64	2020-02-20 00:53:49	00:53:49	2020-02-20	0.200837282019746	19931	3.27739468809311	1032.45497757094	NA	NA	0.971577726218097	0.737893946606531	0.830248074970412	0.00662350182222463	1.1493092555188	0.931578790618216	4.8755767247751	EPPN4_H	S2	4	4	10	SPPU
66	2020-02-20 00:59:29	00:59:29	2020-02-20	0.176935906090041	18180	2.97107954824243	952.36457377532	NA	NA	0.828489757027156	0.283865781477147	0.480671372422344	0.0213507017297371	1.75305747485381	0.984511927160577	8.11347416512784	EPPN4_L	S2	4	4	12	SPPU
68	2020-02-20 01:04:55	01:04:55	2020-02-20	0.140274798259756	15202	2.56194602051072	843.394011026842	NA	NA	0.906034939121228	0.596433803758983	0.76754865132392	0.135159284523513	1.09523677625662	0.949853118398887	4.39720414418771	EPPN3_L	S2	4	4	14	SPPU
70	2020-02-20 01:10:33	01:10:33	2020-02-20	0.0921662833153293	9470	2.1904007910556	702.1219330882	NA	NA	0.777787548364404	0.357944552321763	0.535014145335601	0.0245400202904748	1.5299155958426	0.980059984939962	7.1636945207352	EPPN3_H	S2	4	4	16	SPPU
72	2020-02-20 01:15:56	01:15:56	2020-02-20	0.193138737869273	19167	3.931798280312	1238.60721446244	NA	NA	0.545662496100925	0.246224886852215	0.642341191210132	0.320944003668026	1.01274609015702	0.961227495377984	10.9745419840392	EPPN2_H	S2	4	4	18	SPPU
74	2020-02-20 01:21:36	01:21:36	2020-02-20	0.121052189216058	12438	2.57107870521753	824.14631970584	NA	NA	0.733372641509434	0.234894676721788	0.543888631334812	0.221255503305632	1.51917065659372	0.968009478055258	8.497010748887	EPPN4_H	S1	5	5	2	SPPU
76	2020-02-20 01:27:16	01:27:16	2020-02-20	0.101412108991101	10420	1.98405801871818	635.979797464469	NA	NA	0.811359026369168	0.364007400174928	0.756420047171629	0.426662798411732	0.79197561888994	0.910664770016526	5.85726700789081	EPPN3_H	S1	5	5	4	SPPU
78	2020-02-20 01:32:56	01:32:56	2020-02-20	0.141529723438241	15338	2.96078031442224	974.690475583125	NA	NA	0.71840634577249	0.284125223707893	0.469209278867579	0.130340718000641	1.67709616844256	0.983636175625527	8.17428287741132	EPPN4_L	S1	5	5	6	SPPU
80	2020-02-20 01:38:34	01:38:34	2020-02-20	0.059831241236884	6724	1.65460857360864	554.683332908187	NA	NA	0.990873015873016	0.746693007184735	0.833643077330014	0.184138756469984	0.952556151610912	0.918120693086038	3.52865082953798	EPPN1_H	S1	5	5	8	SPPU
82	2020-02-20 01:43:58	01:43:58	2020-02-20	0.089468783313156	9696	1.79129574902394	589.695526217007	NA	NA	0.843277091668116	0.449777970662853	0.493512359311124	0	3.84570031114541	0.991242784855884	2.26967765817279	EPPN4_L	S2	5	5	10	SPPU
84	2020-02-20 01:49:36	01:49:36	2020-02-20	0.126181189354091	12965	2.45062704345121	785.536146650574	NA	NA	0.798175598631699	0.322475422074489	0.469531457438569	0	1.77794650462	0.985902166761767	6.54760290984886	EPPN1_H	S2	5	5	12	SPPU
86	2020-02-20 01:55:15	01:55:15	2020-02-20	0.0717891021221487	7780	1.82777837843155	601.705627484773	NA	NA	0.886912904696762	0.600590104169349	0.846544195817668	0.206553077315529	1.36672298751614	0.913579103824511	5.15199964916604	EPPN_T	S2	5	5	14	SPPU
88	2020-02-20 02:00:49	02:00:49	2020-02-20	0.130761358119919	14171	2.41527471983942	795.109739779381	NA	NA	0.86319059511482	0.428625780576847	0.683511111207866	0.156725428813274	1.39366959399106	0.967504380149545	5.8064794590264	EPPN2_L	S2	5	5	16	SPPU
90	2020-02-20 02:06:19	02:06:19	2020-02-20	0.135943794678059	14529	2.79109394395743	879.259018078048	NA	NA	0.796502384737679	0.28300043910332	0.433811516149125	0	1.81275134539887	0.986003910328045	6.94431615555513	EPPN1_L	S2	5	5	18	SPPU
92	2020-02-20 02:11:42	02:11:42	2020-02-20	0.0727230276622602	7217	2.12458560312294	669.293505963454	NA	NA	0.623379989631934	0.280113910623141	0.630156052540418	0.215904281932683	0.835152960734356	0.922225717342456	7.41943245192518	EPPN2_H	S2	6	6	2	SPPU
94	2020-02-20 02:17:20	02:17:20	2020-02-20	0.12704737723319	13054	2.53894120037936	813.844804515675	NA	NA	0.789811229428848	0.252777560345325	0.369764450049142	0	1.88677201263652	0.987416756181466	7.95726758975151	EPPN4_H	S2	6	6	4	SPPU
96	2020-02-20 02:22:42	02:22:42	2020-02-20	0.194670385396592	19319	3.76457514101149	1185.92806563636	NA	NA	0.563627135848418	0.202978757230424	0.541604453131574	0.335127513969824	1.15253261955205	0.977160991138689	10.3619292187743	EPPN1_L	S2	6	6	6	SPPU
98	2020-02-20 02:28:01	02:28:01	2020-02-20	0.0961446403278602	10805	2.35963645240439	791.033621333632	NA	NA	0.767982410218825	0.326654598971254	0.519846265049547	0.0922700140366413	1.68003871103404	0.982795856651267	7.68906969841211	EPPN4_L	S2	6	6	8	SPPU
100	2020-02-20 02:33:07	02:33:07	2020-02-20	0.0958080009427082	10383	1.3812267079876	454.700576850889	NA	NA	0.943651731345997	0.631076063287321	0.746213082953198	0.115822120184701	0.822657245734417	0.928772202070899	2.76565244825058	EPPN1_H	S1	6	6	10	SPPU
102	2020-02-20 02:38:41	02:38:41	2020-02-20	0.015963302614362	1794	0.500913363804454	167.923881554251	NA	NA	0.970936490850377	0.830706398661157	0.948502365007781	0.244694557607142	0.294983066197489	0.722629104839874	0.739168131267813	EPPN1_L	S1	6	6	12	SPPU
104	2020-02-20 02:44:05	02:44:05	2020-02-20	0.060516362159949	6218	1.4639764340991	490.776695296638	NA	NA	0.87380550871276	0.456890798825415	0.618685801231884	0	1.68552665462711	0.974693094716659	5.5767371151928	EPPN4_L	S1	6	6	14	SPPU
106	2020-02-20 02:49:42	02:49:42	2020-02-20	0.05926087635766	6089	1.37289059355319	440.07315985292	NA	NA	0.835818552817454	0.504905768280082	0.729375681571219	0.390493640830731	1.26407095306271	0.817704170154296	2.98594055161428	EPPN2_H	S1	6	6	16	SPPU
108	2020-02-20 02:55:22	02:55:22	2020-02-20	0.055241375300719	5676	1.72046808689324	551.487373415293	NA	NA	0.932063492063492	0.721664615206961	0.885458350049538	0.587531195053769	0.665808171379796	0.811478235604486	6.40859549170176	EPPN_T	S1	6	6	18	SPPU
2	2020-02-21 22:04:02	22:04:02	2020-02-21	0.204414485126314	20286	3.73668259265719	1177.14126907196	NA	NA	0.50517979878474	0.191759009473654	0.573157260969646	0.189355288431105	1.15643431268746	0.967099975398741	11.6674496850927	EPPN_T	S2	1	1	2	SPPU
4	2020-02-21 22:09:38	22:09:38	2020-02-21	0.185718711068539	16131	4.00413532115628	1180.08030252786	NA	NA	0.692406929598231	0.289646967006647	0.72931152105481	0.533402388962369	0.85372835053481	0.818862254209321	12.0724577239054	EPPN3_H	S2	1	1	4	SPPU
6	2020-02-21 22:15:09	22:15:09	2020-02-21	0.0711208437356565	7058	1.30236224781131	410.274169979696	NA	NA	0.913420473663776	0.526918160453495	0.662981335911866	0.256240241557719	1.04718085761769	0.947512869252905	3.14316638020022	EPPN3_L	S2	1	1	6	SPPU
8	2020-02-21 22:20:48	22:20:48	2020-02-21	0.128234735898921	13176	3.2876884056716	1053.85194719061	NA	NA	0.522152651184909	0.183082029612748	0.657328293919921	0.343910269661977	1.07522003939624	0.953972946545292	12.2165545444691	EPPN2_L	S2	1	1	8	SPPU
10	2020-02-21 22:26:11	22:26:11	2020-02-21	0.21207299830159	19344	3.13850324606049	947.879292401081	NA	NA	0.685544175497041	0.270551581045486	0.553253830915657	0.227855766593816	1.05413966736043	0.963028384860081	11.2182641539286	EPPN3_H	S1	1	1	10	SPPU
12	2020-02-21 22:31:42	22:31:42	2020-02-21	0.10108120575639	10386	2.09252814616777	670.74935008617	NA	NA	0.985691573926868	0.812704146518016	0.92014838107275	0	1.12802209335996	0.89286240908215	3.51791594454073	EPPN1_H	S1	1	1	12	SPPU
14	2020-02-21 22:36:53	22:36:53	2020-02-21	0.144127823613169	14809	2.79838820682343	897.009234715992	NA	NA	0.97029702970297	0.861937054991857	0.973933373535493	0	1.36926399480152	0.87216591728954	4.90229405794325	EPPN2_L	S1	1	1	14	SPPU
16	2020-02-21 22:42:22	22:42:22	2020-02-21	0.0794751710193219	8166	2.27060353737007	727.830519165801	NA	NA	0.8469068128426	0.430236852417656	0.60434230551976	0.259011640188796	0.932388371236409	0.939210257064031	7.92298383439606	EPPN_T	S1	1	1	16	SPPU
18	2020-02-21 22:47:44	22:47:44	2020-02-21	0.154162338950384	15299	3.36136869997356	1058.9087296526	NA	NA	0.932631578947368	0.658977768433567	0.821728784807434	0.263508908220689	1.48579537546896	0.907107786081664	8.45487112644167	EPPN3_L	S1	1	1	18	SPPU
20	2020-02-21 22:53:12	22:53:12	2020-02-21	0.183223335455574	18183	3.6869498702564	1161.4743135547	NA	NA	0.538614920727556	0.241643157491494	0.61323419354054	0.450100326625408	1.1236700571371	0.957017622860279	8.82621826827306	EPPN2_L	S1	2	2	2	SPPU
22	2020-02-21 22:58:43	22:58:43	2020-02-21	0.129373832916137	12839	3.43496920579386	1082.09458787773	NA	NA	0.891373801916933	0.52158292595696	0.713109330807718	0.104793249351736	1.31756160631409	0.959224071660881	7.52260116919467	EPPN1_H	S1	2	2	4	SPPU
24	2020-02-21 23:04:16	23:04:16	2020-02-21	0.307935606715006	28088	6.28023395590926	1896.73333163275	NA	NA	0.768475106050458	0.355775588629059	0.832143078526367	0.624158415101024	0.415944954009287	0.905815455044305	13.4291521078189	EPPN4_H	S1	2	2	6	SPPU
26	2020-02-21 23:09:38	23:09:38	2020-02-21	0.269269680396193	23388	4.68243935426261	1379.98694013941	NA	NA	0.813489575168522	0.352509096188176	0.53170548027057	0.262242439419558	1.77339215573261	0.978746248481484	9.81187462138855	EPPN3_L	S1	2	2	8	SPPU
28	2020-02-21 23:15:17	23:15:17	2020-02-21	0.248986241957579	22711	4.89732525111389	1479.07229330115	NA	NA	0.345188697885793	0.172930809733989	0.611110901226554	0.519724604629954	0.970093385131249	0.965115393962845	14.9168585268282	EPPN2_H	S2	2	2	10	SPPU
30	2020-02-21 23:20:58	23:20:58	2020-02-21	0.343509622788708	32394	5.45028459543078	1673.71695424182	NA	NA	0.845076268548303	0.315550255504719	0.543102934570676	0.176527688925163	1.65949444876028	0.979290154301321	9.87997709516048	EPPN1_L	S2	2	2	12	SPPU
32	2020-02-21 23:26:27	23:26:27	2020-02-21	0.32309368227118	28063	5.00927312848851	1476.30988335438	NA	NA	0.644135387069438	0.161803870404531	0.31056430331904	0.0985640443539826	2.93527497995946	0.994845464632275	16.7204417575546	EPPN_T	S2	2	2	14	SPPU
34	2020-02-21 23:32:08	23:32:08	2020-02-21	0.361562249192879	30416	6.10345948864048	1770.25396744417	NA	NA	0.921668362156663	0.574681223320284	0.689358421854303	0.0731034607599854	1.60769995013856	0.963582101609223	11.8089117148753	EPPN4_H	S2	2	2	16	SPPU
36	2020-02-21 23:37:47	23:37:47	2020-02-21	0.0884929512165678	8782	1.91909251925089	604.558441227159	NA	NA	0.670381679389313	0.301944218201807	0.655718414344648	0.386755227554472	0.985303198496695	0.936926702280323	5.62721835699123	EPPN3_H	S2	2	2	18	SPPU
38	2020-02-21 23:43:27	23:43:27	2020-02-21	0.180407767256415	19292	4.57106740648858	1403.71991283465	NA	NA	0.628506271379703	0.138486265740335	0.348766149952515	0.205570477691705	2.07364067892048	0.989798768822346	20.5858946423	EPPN4_L	S2	3	3	2	SPPU
40	2020-02-21 23:48:29	23:48:29	2020-02-21	0.229669005449753	20949	4.18543633319973	1264.07020126009	NA	NA	0.702876404494382	0.185849882785765	0.578219656362731	0.233052962443413	1.85540744747134	0.984874850982218	12.4671994880701	EPPN1_H	S2	3	3	4	SPPU
42	2020-02-21 23:54:06	23:54:06	2020-02-21	0.206152846363891	18804	3.60496271923292	1107.04076400857	NA	NA	0.866144633809305	0.391161245103837	0.527337567560474	0.152963529406544	1.46324105572853	0.976242250030556	7.844384567069	EPPN2_L	S2	3	3	6	SPPU
44	2020-02-21 23:59:30	23:59:30	2020-02-21	0.372596703584825	35137	6.10368625424767	1874.36875785743	NA	NA	0.56651964599729	0.158803581971858	0.46820275489132	0.308422216470682	1.76855808201349	0.98194255863481	17.3791116065584	EPPN4_H	S2	3	3	8	SPPU
46	2020-02-22 00:04:46	00:04:46	2020-02-22	0.276251830603984	25198	5.0479473353987	1524.56262530927	NA	NA	0.77285488682225	0.254670639042729	0.579169910693356	0.258722199953359	1.38782735429875	0.964070061847061	18.2522580724742	EPPN1_L	S1	3	3	10	SPPU
48	2020-02-22 00:10:01	00:10:01	2020-02-22	0.27949275391317	24303	5.01822558831453	1455.4915574974	NA	NA	0.797525678469465	0.288616333145525	0.434014875870935	0.2055761086395	1.88305077535072	0.988569690656685	11.5938700880165	EPPN4_H	S1	3	3	12	SPPU
50	2020-02-22 00:15:41	00:15:41	2020-02-22	0.321705441592321	29344	4.97391031802959	1502.20223561606	NA	NA	0.783321320840341	0.163407644623009	0.583011274900487	0.191547326198034	1.98167365365387	0.973592081602628	13.1315356566621	EPPN3_H	S1	3	3	14	SPPU
52	2020-02-22 00:21:02	00:21:02	2020-02-22	0.215589466098664	21395	3.98535174721116	1277.48441482247	NA	NA	0.488425714546617	0.175097728619045	0.627897332433431	0.336010084703601	1.09145483045964	0.979762807997242	15.0171778874853	EPPN4_L	S1	3	3	16	SPPU
54	2020-02-22 00:26:42	00:26:42	2020-02-22	0.185508345405497	17494	4.43304580563047	1361.3351365238	NA	NA	0.499595393713041	0.157710165167823	0.569774554228742	0.324547505799522	1.33422858752806	0.984910847440302	19.3680550144692	EPPN2_H	S1	3	3	18	SPPU
