Unit.ID	Timestamp	Time	Date	T_Area_cm_squared	T_Area_pixel	T_Perimeter_cm	T_Perimeter_pixel	T_Convex_hull_area_cmsquared	T_Solidity	T_Compactness	T_Roundness	T_Roundness2	T_Isotropy	T_Eccentricity	T_Rms	T_Sol	Genotype	Soil	Replication	Row	Column	Platform
32	2020-02-18 03:05:08	03:05:08	2020-02-18	0.0572836434414266	6208	1.09027412874708	358.918830920369	NA	NA	0.923122676579926	0.605576597205087	0.752302883278508	0.211606512597145	0.786841258287655	0.916249639636726	3.23639716352452	EPPN_T	S2	2	2	14	SPPU
34	2020-02-18 03:21:46	03:21:46	2020-02-18	0.066455670113588	7202	1.26983853207021	418.031529292577	NA	NA	0.90487514863258	0.517898798220093	0.746780605453685	0.187793755164436	1.0001583577675	0.941699247130965	2.27931000696624	EPPN4_H	S2	2	2	16	SPPU
36	2020-02-18 03:39:59	03:39:59	2020-02-18	0.00607601408686549	722	0.352046211632976	121.355339059327	NA	NA	0.955882352941177	0.761063068770564	0.862477811778568	0	0.779702055736803	0.911393408258543	1.39384615384615	EPPN3_H	S2	2	2	18	SPPU
38	2020-02-18 03:54:32	03:54:32	2020-02-18	0.0345693593404661	3885	0.837726526103746	280.835569799683	NA	NA	0.914332784184514	0.619008568045842	0.792363014438131	0.134283637766037	0.927536433075433	0.925085899095305	2.41054304626072	EPPN4_L	S2	3	3	2	SPPU
40	2020-02-18 04:12:35	04:12:35	2020-02-18	0.0443573375321039	4985	0.959641038110223	321.705627484772	NA	NA	0.941945158526135	0.679410277845074	0.818090140788591	0.153624768206511	0.654767044001023	0.891901639319475	1.16853590108511	EPPN1_H	S2	3	3	4	SPPU
42	2020-02-18 04:34:36	04:34:36	2020-02-18	0.0522270331634141	5660	1.17293864537353	386.132034355965	NA	NA	0.98425572519084	0.865242344667226	0.972620643515239	0.304357621929827	0.527893100276697	0.746442725808562	1.42390545861888	EPPN2_L	S2	3	3	6	SPPU
44	2020-02-18 04:53:08	04:53:08	2020-02-18	0.109316901393457	11847	1.99447676997925	656.582827844799	NA	NA	0.958223919789926	0.748347003644207	0.892871897144323	0.13281321756455	0.830946799256125	0.896133347392977	2.88694885702018	EPPN4_H	S2	3	3	8	SPPU
46	2020-02-18 05:16:21	05:16:21	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	S1	3	3	10	SPPU
48	2020-02-18 05:35:41	05:35:41	2020-02-18	0.0899578350371243	9749	1.74213493589263	573.511760032933	NA	NA	0.866500755488401	0.372464837135984	0.49076089723706	0.159273806730225	2.03578774506648	0.947274588141623	4.30050034643851	EPPN4_H	S1	3	3	12	SPPU
50	2020-02-18 05:56:32	05:56:32	2020-02-18	0.0546525109573084	6142	1.15983678861612	388.81832585698	NA	NA	0.973511214230472	0.762254093979373	0.891119637037036	0.15354280046628	0.568309879188732	0.869449578972911	2.48923135576203	EPPN3_H	S1	3	3	14	SPPU
52	2020-02-18 06:17:23	06:17:23	2020-02-18	0.034823471317797	4138	1.0573255975825	364.475180106473	NA	NA	0.99123141441098	0.757206925207103	0.831724672694193	0	0.790685005927675	0.905479168662128	2.10667546566532	EPPN4_L	S1	3	3	16	SPPU
54	2020-02-18 06:36:11	06:36:11	2020-02-18	0.0206685465337142	2456	0.676319873505581	233.137084989848	NA	NA	0.982868020304569	0.797125276501634	0.888679587522812	0	0.674187346924074	0.878006656571314	1.34588459928965	EPPN2_H	S1	3	3	18	SPPU
56	2020-02-18 06:59:24	06:59:24	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN_T	S1	4	4	2	SPPU
58	2020-02-18 07:19:44	07:19:44	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_H	S1	4	4	4	SPPU
60	2020-02-18 07:41:42	07:41:42	2020-02-18	0.0448111437937162	5036	0.86508513274027	290.007142674937	NA	NA	0.988469601677149	0.752450953130049	0.901764695021261	0.2213686150203	0.588204996402475	0.847527165630002	1.27916530145203	EPPN3_H	S1	4	4	6	SPPU
62	2020-02-18 07:56:32	07:56:32	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN2_L	S1	4	4	8	SPPU
64	2020-02-18 08:15:28	08:15:28	2020-02-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	S2	4	4	10	SPPU
66	2020-02-18 08:33:02	08:33:02	2020-02-18	0.0560406242281225	6298	1.11193350784521	372.759451353935	NA	NA	0.951503248224807	0.569580605095866	0.664727945428914	0	0.984254295133923	0.94520604011121	2.17348984904161	EPPN4_L	S2	4	4	12	SPPU
