plant_id	face	date	type	mean01	mean02	mean03	mean04	mean05	mean06	mean07	mean08	mean09	mean10	sd01	sd02	sd03	sd04	sd05	sd06	sd07	sd08	sd09	sd10	n01	n02	n03	n04	n05	n06	n07	n08	n09	n10
ZM009-03	A	26/04/2021	lat:tot	0.309014742	0.24706827	0.280072072	0.273847752	0.30380093	0.324625034	0.341821409	0.304099586	0.313059564	0.294176208	0.11083438	0.037982392	0.032788657	0.07187403	0.062586196	0.04722471	0.029630298	0.036244454	0.03647247	0.056898947	6	6	6	6	6	6	6	6	6	6
ZM009-03	B	19/03/2021	lat:tot	0.298255846	0.437248173	0.285765319	0.388574796	NA	NA	NA	NA	0.195272515	NA	0.14989829	0.223449703	0.084913618	NA	NA	NA	NA	NA	NA	NA	2	4	3	1	0	0	0	0	1	0
ZM009-03	B	26/03/2021	lat:tot	0.458198177	0.42435412	0.431875858	0.388228041	0.420398562	0.343684376	0.43799057	0.546327327	0.291379229	0.812482222	0.133164772	0.095072666	0.109901286	0.060549422	0.086635184	0.11308293	0.088316413	0.114054716	0.199912803	0.09539164	6	6	6	6	6	6	6	4	4	6
ZM009-03	B	02/04/2021	lat:tot	0.440482137	0.341024388	0.334364897	0.344676959	0.426355355	0.358757598	0.369729976	0.39683136	0.299733009	0.556519063	0.107079373	0.059634348	0.06859303	0.107034105	0.074036502	0.111762045	0.101833819	0.096594114	0.105502903	0.17654238	6	6	6	6	6	6	6	6	6	5
ZM009-03	B	09/04/2021	lat:tot	0.485748506	0.339707606	0.347667466	0.386113731	0.413616918	0.399764987	0.398069437	0.390595224	0.407720966	0.406409743	0.092072446	0.060332801	0.089832346	0.075884658	0.052045822	0.03464548	0.054720942	0.10735333	0.106829296	0.141662394	6	6	6	6	6	6	6	6	6	6
ZM009-03	B	16/04/2021	lat:tot	0.451553597	0.310744598	0.306599755	0.335584856	0.366283361	0.338274086	0.337500249	0.30345967	0.324504535	0.322243576	0.079820835	0.057573617	0.077083991	0.046758882	0.048964362	0.028923813	0.043248491	0.020409368	0.029440794	0.048104605	6	6	6	6	6	6	6	6	6	6
ZM009-03	B	26/04/2021	lat:tot	0.510261876	0.298242355	0.296735476	0.321843017	0.352908587	0.33850953	0.317847776	0.299099309	0.316556728	0.289722973	0.081454062	0.051589056	0.07542455	0.029649109	0.04705019	0.037737545	0.050242559	0.014907754	0.038885318	0.039255412	6	6	6	6	6	6	6	6	6	6
ZM009-03	C	19/03/2021	lat:tot	0.243896692	0.305868341	0.334808965	0.552295553	0.602668551	NA	NA	NA	NA	0.339475711	0.12544022	0.1611786	0.247039647	NA	NA	NA	NA	NA	NA	NA	3	2	2	1	1	0	0	0	0	1
ZM009-03	C	26/03/2021	lat:tot	0.412579732	0.335910461	0.33293237	0.401764166	0.434102674	0.43964617	0.390957476	0.450687942	0.282328648	0.766684842	0.141666103	0.079256707	0.105399244	0.083977512	0.055275068	0.058649882	0.093876837	0.213317696	0.146526495	0.083528441	6	6	6	6	5	5	5	4	6	6
ZM009-03	C	02/04/2021	lat:tot	0.345578095	0.348645304	0.334992812	0.407487928	0.411341192	0.405888382	0.362485327	0.357803137	0.198233202	0.40934706	0.095307735	0.058526254	0.025869014	0.050672443	0.035850457	0.069605099	0.078516153	0.102047113	0.088316424	0.12050069	6	6	6	6	6	6	6	6	6	6
