datetime	INPUT1
20/03/2021 17:34	507.0410667
20/03/2021 17:39	504.9297667
20/03/2021 17:44	504.2448
20/03/2021 17:49	503.9489333
20/03/2021 17:54	503.8016667
20/03/2021 17:59	504.3381667
20/03/2021 18:04	503.9724
20/03/2021 18:09	503.2385667
20/03/2021 18:14	502.6129
20/03/2021 18:19	502.4614333
20/03/2021 18:24	502.5573667
20/03/2021 18:29	502.5310333
20/03/2021 18:34	502.6070333
20/03/2021 18:39	503.1097667
20/03/2021 18:44	502.9077667
20/03/2021 18:49	502.4381229
20/03/2021 18:54	502.3237
20/03/2021 18:59	502.7314
20/03/2021 19:04	503.1035667
20/03/2021 19:09	502.8411667
20/03/2021 19:14	502.3891333
20/03/2021 19:19	502.2457333
20/03/2021 19:24	502.6429333
20/03/2021 19:29	503.1058667
20/03/2021 19:34	502.8960667
20/03/2021 19:39	502.6028
20/03/2021 19:44	502.1931667
20/03/2021 19:49	502.4121667
20/03/2021 19:54	503.0390333
20/03/2021 19:59	502.8571333
20/03/2021 20:04	502.2877667
20/03/2021 20:09	501.7322667
20/03/2021 20:14	502.284
20/03/2021 20:19	502.7729
20/03/2021 20:24	502.8567667
20/03/2021 20:29	502.4164
20/03/2021 20:34	501.9844667
20/03/2021 20:39	502.2232
20/03/2021 20:44	502.6276333
20/03/2021 20:49	502.8275667
20/03/2021 20:54	502.4011
20/03/2021 20:59	502.0396321
20/03/2021 21:04	495.6661667
20/03/2021 21:09	231.2764333
20/03/2021 21:14	94.75277667
20/03/2021 21:19	94.89176333
20/03/2021 21:24	94.99449667
20/03/2021 21:29	95.01226333
20/03/2021 21:34	94.99586
20/03/2021 21:39	94.94326333
20/03/2021 21:44	94.91367
20/03/2021 21:49	94.93031333
20/03/2021 21:54	94.98019333
20/03/2021 21:59	94.96430667
20/03/2021 22:04	76.72033
20/03/2021 22:09	6.864532368
20/03/2021 22:14	0.003720258
20/03/2021 22:19	0.004057182
20/03/2021 22:24	0.004264443
20/03/2021 22:29	0.00503758
20/03/2021 22:34	0.004103984
20/03/2021 22:39	0.004589576
20/03/2021 22:44	0.005026649
20/03/2021 22:49	0.003692819
20/03/2021 22:54	0.003146693
20/03/2021 22:59	0.003431615
20/03/2021 23:04	0.003639471
20/03/2021 23:09	0.004674583
20/03/2021 23:14	0.005164168
20/03/2021 23:19	0.005514676
20/03/2021 23:24	0.00564242
20/03/2021 23:29	0.005730057
20/03/2021 23:34	0.006030435
20/03/2021 23:39	0.005799691
20/03/2021 23:44	0.005315213
20/03/2021 23:49	0.003964056
20/03/2021 23:54	0.003564559
20/03/2021 23:59	30.41917534
21/03/2021 00:04	0.85139413
21/03/2021 00:09	0.006879092
21/03/2021 00:14	0.007271822
21/03/2021 00:19	0.005588711
21/03/2021 00:24	0.006237013
21/03/2021 00:29	0.004576052
21/03/2021 00:34	0.002960379
21/03/2021 00:39	1.714384921
21/03/2021 00:44	0.003433604
21/03/2021 00:49	0.004629999
21/03/2021 00:54	0.005985692
21/03/2021 00:59	0.006039572
21/03/2021 01:04	0.003140017
21/03/2021 01:09	0.002751095
21/03/2021 01:14	0.004196782
21/03/2021 01:19	0.004295201
21/03/2021 01:24	0.00439254
21/03/2021 01:29	0.003288316
21/03/2021 01:34	0.002946004
21/03/2021 01:39	0.00317272
21/03/2021 01:44	0.005266127
21/03/2021 01:49	0.005993871
21/03/2021 01:54	0.006777681
21/03/2021 01:59	0.0056315
21/03/2021 02:04	0.003374974
21/03/2021 02:09	0.003450864
21/03/2021 02:14	0.003185139
