plant_id	face	date	type	mean01	mean02	mean03	mean04	mean05	mean06	mean07	mean08	mean09	mean10	sd01	sd02	sd03	sd04	sd05	sd06	sd07	sd08	sd09	sd10	n01	n02	n03	n04	n05	n06	n07	n08	n09	n10
ZM009-03	C	16/04/2021	lat:vert	0.514938651	0.454388595	0.41272774	0.499376236	0.599780649	0.595163152	0.50864756	0.533601537	0.516177309	0.542422349	0.22819543	0.183121351	0.058176234	0.138208468	0.113669572	0.180416766	0.18164641	0.106355408	0.149321798	0.100666776	6	6	6	6	6	6	6	6	6	6
ZM009-03	C	26/04/2021	lat:vert	0.699869288	0.482964274	0.393554104	0.432692167	0.547313709	0.535890999	0.488881401	0.505545958	0.470406529	0.491695823	0.275586245	0.288525312	0.092211232	0.071461205	0.113942314	0.146203125	0.144376034	0.074124447	0.125105798	0.101661651	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	19/03/2021	lat:vert	NA	1.170238642	NA	0.715833956	1.23413816	NA	NA	NA	0.307025724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	1	0	0	0	1	0
ZM009-03	D	26/03/2021	lat:vert	0.590197275	0.568877478	0.678521894	0.690620531	0.850056344	0.941902459	0.942254929	1.375266573	0.521418844	3.84625728	0.265927834	0.200898048	0.417869011	0.369582343	0.223079603	0.800488371	0.517664447	0.390947418	0.298043946	1.537724341	6	6	6	6	6	6	6	4	5	6
ZM009-03	D	02/04/2021	lat:vert	0.690154163	0.48646108	0.542925991	0.623234035	0.687672714	0.661837153	0.570054061	0.737218681	0.575191671	0.656089659	0.172620801	0.196282502	0.168808642	0.155289229	0.377176448	0.137038871	0.188087733	0.472959451	0.383483202	0.286411654	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	09/04/2021	lat:vert	0.780189105	0.508372417	0.5376895	0.606284231	0.627487871	0.648898583	0.670240319	0.756672243	0.745685666	0.900063437	0.217008546	0.206492948	0.183536643	0.248501803	0.274394358	0.202096793	0.309823644	0.407896517	0.300018056	0.569201353	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	16/04/2021	lat:vert	0.758431135	0.408992084	0.418225677	0.486931979	0.524792405	0.534755311	0.501208088	0.523258565	0.570143612	0.485788179	0.278449984	0.110364774	0.10204944	0.092619216	0.180385074	0.128551169	0.099248359	0.09476208	0.197644316	0.091246619	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	26/04/2021	lat:vert	0.77747301	0.404748395	0.389687711	0.46939938	0.511650157	0.513610997	0.47469633	0.490767902	0.487603986	0.429774038	0.212633214	0.128595218	0.099162565	0.096086642	0.186086189	0.140023903	0.09751182	0.072936411	0.141145843	0.086401392	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	19/03/2021	lat:vert	0.728751755	0.868320408	0.653463735	0.66490858	0.679553244	0.712869221	0.78076931	0.967822578	0.269647496	0.641876981	0.255230274	0.315759173	0.332913392	0.053350877	0.032885456	0.209985869	0.127655266	NA	0.123501953	0.00956281	6	5	6	2	3	3	2	1	2	2
ZM009-04	A	26/03/2021	lat:vert	0.68227596	0.723671619	0.737989028	0.809594802	0.889993352	0.747672284	0.825817678	0.822186102	0.54109162	3.31560825	0.268217384	0.362182843	0.357325204	0.145516257	0.506038117	0.288465165	0.392191742	0.249144404	0.279668988	1.43431597	6	6	6	6	6	6	6	4	6	6
